"index","condition1","condition2","weight","bootstrap","CI_lower","CI_upper"
55,"breakdown_rse","T424_POISONING.BY.BENZODIAZEPINES",0,0.14,-0.203874352680914,0.185129798856537
56,"breakdown_rse","F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL",0,0.14,-0.248681862305764,0.0863528272003967
57,"breakdown_rse","T510_TOXIC.EFFECT.OF.ETHANOL",0,0.05,-0.13427344451215,0.186034194276286
58,"breakdown_rse","AMOXICILLIN_CAP.500MG",0,0.07,-0.107815954890406,0.216422437786127
59,"breakdown_rse","DIAZEPAM_TAB.2MG",0,0.07,-0.171625584105985,0.150107678919631
60,"breakdown_rse","DIAZEPAM_TAB.5MG",0,0.29,-0.0322565167846402,0.280628984160413
61,"breakdown_rse","DICLOFENAC.SOD_TAB.E.C.50MG",0,0.02,-0.18176766315788,0.0930884359959352
62,"breakdown_rse","DIHYDROCODEINE.TART_TAB.30MG",0,0.03,-0.123862964191183,0.222638793791378
63,"breakdown_rse","FLUCLOX.SOD_CAP.500MG",0,0.09,-0.124587935530738,0.235589405012488
64,"breakdown_rse","FLUOXETINE.HCL_CAP.20MG",0,0.08,-0.174722215470899,0.0810503426973246
65,"breakdown_rse","IBUPROFEN_TAB.400MG",0,0.13,-0.126372670558064,0.207134835851479
66,"breakdown_rse","MIRTAZAPINE_TAB.15MG",0,1,-0.777420328546828,-0.453080153068833
67,"breakdown_rse","MIRTAZAPINE_TAB.30MG",0,0.33,-0.120786171699947,0.354378690151952
68,"breakdown_rse","OMEPRAZOLE_CAP.E.C.20MG",0,0.1,-0.220119881145165,0.217624763892413
69,"breakdown_rse","PARACET_TAB.500MG",0,0.25,-0.200053477689402,0.293147870578464
70,"breakdown_rse","TRAMADOL.HCL_CAP.50MG",0,0.14,-0.136895602871372,0.244001397617943
71,"breakdown_rse","ZOPICLONE_TAB.7.5MG",0,0.23,-0.169477022684389,0.273928241675249
72,"breakdown_rse","THIAMINE.HCL_TAB.100MG",0,0.22,-0.277953288035765,0.101515289880444
73,"breakdown_rse","CO.CODAMOL_TAB.30MG.500MG",0,0.72,-0.0389026219730366,0.436547363193816
74,"breakdown_rse","METHADONE.HCL_MIX.1MG.1ML",0,0.14,-0.18870244327911,0.269914998273928
75,"breakdown_rse","CITALOPRAM.HYDROB_TAB.20MG",0,0.39,-0.0652983697112892,0.330938065684826
76,"breakdown_rse","SALBUTAMOL_INHA.100MCG..200.D..CFF",0,0.16,-0.132626383660706,0.232900732477186
77,"breakdown_rse","AMOXICILLIN_CAP.250MG",0,0.05,-0.144931710149743,0.213501467781929
78,"breakdown_rse","CLARITHROMYCIN_TAB.500MG",0,0.25,-0.0630906250695279,0.255932623923431
79,"breakdown_rse","TEMAZEPAM_TAB.10MG",0,0.08,-0.177187821413995,0.166558148631133
80,"illhealth_rse","breakdown_rse",0,0.46,-0.327957316519369,0.0101701560880437
81,"illhealth_rse","alcohol_use_problem",0,0.19,-0.271182909953158,0.149784205440624
82,"illhealth_rse","no_known_treatment_aa",0,0.26,-0.285137557960623,0.170916687846097
83,"illhealth_rse","gp_cha",0,0.15,-0.230976890983491,0.152743800347568
84,"illhealth_rse","statutory_addiction_service_cha",0,0.35,-0.140731808901633,0.336430572347037
85,"illhealth_rse","alcohol_services_chnd",0,0.15,-0.285273687977528,0.119704647012195
86,"illhealth_rse","mental_health_services_chnd",0,0.16,-0.248464956330533,0.143703667079791
87,"illhealth_rse","no_known_contact_chnd",0,0.18,-0.285880843202197,0.195365083410604
88,"illhealth_rse","social_work_chnd",0,0.29,-0.277991615535767,0.0419059441391723
89,"illhealth_rse","methadone_cp",0,0.29,-0.271283837691621,0.0532733888041582
90,"illhealth_rse","not_currently_prescribed_a_substitute_drug_cp",0,0.25,-0.00474027238797401,0.269129148171392
91,"illhealth_rse","alcohol_consumption_edu",0,0.13,-0.221467041599643,0.233944078506186
92,"illhealth_rse","injecting_edu",0,0.09,-0.19014251886849,0.1884807606943
93,"illhealth_rse","no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0.17,-0.237106265896337,0.191193460817655
94,"illhealth_rse","oral_consumption_edu",0,0.09,-0.220791760604295,0.171183675099977
95,"illhealth_rse","employed_paid_unpaid_es",0,0.21,-0.255045184460314,0.0968610862446457
96,"illhealth_rse","long_term_sick_disabled_es",0,0.14,-0.130098688220415,0.278881814026207
97,"illhealth_rse","retired_es",0,0.1,-0.197855269310195,0.206348620847595
98,"illhealth_rse","unemployed_es",0,0.24,-0.100851637059462,0.299783746129554
99,"illhealth_rse","amphetamines_idu",0,0.17,-0.285625007937301,0.111029638109716
100,"illhealth_rse","cannabis_idu",0,0.2,-0.2042026729343,0.262446534196317
101,"illhealth_rse","cocaine_idu",0,0.34,-0.294437989523204,0.0619814753173178
102,"illhealth_rse","diazepam_non_prescribed_idu",0,0.11,-0.299605919314581,0.123097041036317
103,"illhealth_rse","ecstasy_mdma_idu",0,0.15,-0.0836223399472857,0.270564656923854
104,"illhealth_rse","heroin_idu",0,0.52,-0.323971565364751,0.0505174791743904
105,"illhealth_rse","own_home_lw",0,0.94,-0.501795397185682,-0.0745053232613174
106,"illhealth_rse","relative_s_home_lw",0,0.1,-0.15713333585812,0.27272718511845
107,"illhealth_rse","living_alone_lww",0,0.12,-0.222370546858702,0.203343432722411
108,"illhealth_rse","with_parents_lww",0,0.24,-0.293163460004167,0.112762782446405
109,"illhealth_rse","with_spouse_partner_lww",0,0.18,-0.159665479793831,0.252190112069485
110,"illhealth_rse","hepatitis_c_mc",0,0.55,-0.356605435925484,0.0150048346546906
111,"illhealth_rse","no_known_medical_conditions_mc",-0.23,0.1,-0.19881344536473,0.190714602536073
112,"illhealth_rse","respiratory_condition_including_copd_mc",0,0.17,-0.274207217480937,0.133134338871078
113,"illhealth_rse","diazepam_op",0,0.29,-0.300373664107731,0.0871039536858496
114,"illhealth_rse","anxiety_pc",0,0.09,-0.167221842955841,0.209199559257829
115,"illhealth_rse","depression_low_mood_pc",0,0.62,-0.342141379134497,-0.0151459971592215
116,"illhealth_rse","no_known_psychiatric_conditions_pc",0,0.05,-0.148875170429014,0.214147856890959
117,"illhealth_rse","others_home_pdu",0,0.17,-0.0531124293760315,0.247049019121051
118,"illhealth_rse","own_home_pdu",0,0.41,-0.0417729345790352,0.37163602963138
119,"illhealth_rse","alcohol_td",0,0.66,-0.426231838885933,0.0106048651551982
120,"illhealth_rse","cannabis_td",0,1,-0.552890461081328,-0.191742157891937
121,"illhealth_rse","cocaine_td",0,0.14,-0.25027971486468,0.152634641104315
122,"illhealth_rse","codeine_td",0,0.05,-0.244219545349886,0.179964949840718
123,"illhealth_rse","diazepam_td",0,0.13,-0.17360024867437,0.247708895986393
124,"illhealth_rse","dihydrocodeine_td",0,0.15,-0.212559712269269,0.136623110663963
125,"illhealth_rse","heroin_morphine_td",0,0.18,-0.25935675420678,0.124788891612533
126,"illhealth_rse","methadone_td",0,0.05,-0.251935825953342,0.168957925204574
127,"illhealth_rse","nordiazepam_td",0,0.24,-0.294673978713066,0.104067131241508
128,"illhealth_rse","oxazepam_td",0,0.14,-0.150417347132618,0.222082845381601
129,"illhealth_rse","paracetamol_td",0,0.2,-0.299287908116101,0.0990061593567434
130,"illhealth_rse","temazepam_td",0,0.11,-0.204821340500868,0.12760735606327
131,"illhealth_rse","tramadol_td",0,0.07,-0.161954998347316,0.22100283470624
132,"illhealth_rse","conditions_total",0.23,0.35,-0.00855769107438238,0.362228762267467
133,"illhealth_rse","F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS",0,0.09,-0.243765848728423,0.215457637509752
134,"illhealth_rse","T424_POISONING.BY.BENZODIAZEPINES",0,0.17,-0.262425711292829,0.101006968205132
135,"illhealth_rse","F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL",0,0.28,-0.044662148332227,0.326777089752129
136,"illhealth_rse","T510_TOXIC.EFFECT.OF.ETHANOL",0,0.17,-0.228912243652508,0.169443029465343
137,"illhealth_rse","AMOXICILLIN_CAP.500MG",0,0.13,-0.222699912474737,0.193176088777006
138,"illhealth_rse","DIAZEPAM_TAB.2MG",0,0.21,-0.158207473388274,0.210080500928481
139,"illhealth_rse","DIAZEPAM_TAB.5MG",0,0.19,-0.173280281707806,0.277711349158885
140,"illhealth_rse","DICLOFENAC.SOD_TAB.E.C.50MG",0,0.11,-0.221616781461864,0.17425665396719
141,"illhealth_rse","DIHYDROCODEINE.TART_TAB.30MG",0,0.27,-0.172170368106882,0.273779765483587
142,"illhealth_rse","FLUCLOX.SOD_CAP.500MG",0,0.11,-0.152740841665912,0.28403807484309
143,"illhealth_rse","FLUOXETINE.HCL_CAP.20MG",0,0.16,-0.218448799217853,0.163993882874021
144,"illhealth_rse","IBUPROFEN_TAB.400MG",0,0.3,-0.305327319877364,0.155766803279811
145,"illhealth_rse","MIRTAZAPINE_TAB.15MG",0,0.23,-0.266555153708151,0.163294269690979
146,"illhealth_rse","MIRTAZAPINE_TAB.30MG",0,0.14,-0.245587429464633,0.216672732602826
147,"illhealth_rse","OMEPRAZOLE_CAP.E.C.20MG",0,0.18,-0.190785066523824,0.209001260434597
148,"illhealth_rse","PARACET_TAB.500MG",0,0.05,-0.176740259495699,0.168429132068427
149,"illhealth_rse","TRAMADOL.HCL_CAP.50MG",0,0.33,-0.328643551238407,0.102781630795937
150,"illhealth_rse","ZOPICLONE_TAB.7.5MG",0,0.15,-0.225180775988325,0.140681451645205
151,"illhealth_rse","THIAMINE.HCL_TAB.100MG",0,0.14,-0.22549480528007,0.169235885653857
152,"illhealth_rse","CO.CODAMOL_TAB.30MG.500MG",0,0.15,-0.278546945456777,0.205341737754265
153,"illhealth_rse","METHADONE.HCL_MIX.1MG.1ML",0,0.97,-0.508011649870952,-0.152045958892374
154,"illhealth_rse","CITALOPRAM.HYDROB_TAB.20MG",0,0.19,-0.245731498470506,0.148826493077135
155,"illhealth_rse","SALBUTAMOL_INHA.100MCG..200.D..CFF",0,0.35,-0.113873909112113,0.284525679917641
156,"illhealth_rse","AMOXICILLIN_CAP.250MG",0,0.1,-0.209925356760272,0.171805025373533
157,"illhealth_rse","CLARITHROMYCIN_TAB.500MG",0,0.08,-0.180869306568644,0.201379568254475
158,"illhealth_rse","TEMAZEPAM_TAB.10MG",0.24,0.06,-0.215083861804634,0.182929093863472
159,"alcohol_use_problem","breakdown_rse",0,0.09,-0.239654252207844,0.139245761590604
160,"alcohol_use_problem","illhealth_rse",0,0.08,-0.214923068656598,0.151906127414899
161,"alcohol_use_problem","no_known_treatment_aa",0.29,0.12,-0.23439717130538,0.159769987899414
162,"alcohol_use_problem","gp_cha",0,0.2,-0.254285406907781,0.156108489498071
163,"alcohol_use_problem","statutory_addiction_service_cha",-0.25,0.08,-0.165762381218328,0.206871171018366
164,"alcohol_use_problem","alcohol_services_chnd",0.32,0.05,-0.127038607019119,0.19378457080747
165,"alcohol_use_problem","mental_health_services_chnd",0,0.23,0.00766598553861675,0.268262679403123
166,"alcohol_use_problem","no_known_contact_chnd",0,0.26,-0.277570115247893,0.105993545648155
167,"alcohol_use_problem","social_work_chnd",0,0.11,-0.158258153001315,0.201530438051915
168,"alcohol_use_problem","methadone_cp",0,0.21,-0.158671207172236,0.256056169146328
169,"alcohol_use_problem","not_currently_prescribed_a_substitute_drug_cp",0,0.09,-0.220054090649049,0.148363904485966
170,"alcohol_use_problem","alcohol_consumption_edu",0,0.99,-0.623035775540981,-0.363931914673618
171,"alcohol_use_problem","injecting_edu",0,1,-0.516310172948785,-0.249922173228259
172,"alcohol_use_problem","no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0.18,-0.23696649905967,0.165624748082724
173,"alcohol_use_problem","oral_consumption_edu",0,0.14,-0.272412759412997,0.0944896847318678
174,"alcohol_use_problem","employed_paid_unpaid_es",0,0.1,-0.183451815069319,0.228946123852521
175,"alcohol_use_problem","long_term_sick_disabled_es",0,0.38,-0.363395212592395,0.075293861484114
176,"alcohol_use_problem","retired_es",0,0.11,-0.26151815532996,0.195224789941773
177,"alcohol_use_problem","unemployed_es",0,0.12,-0.205662895131713,0.198938664450153
178,"alcohol_use_problem","amphetamines_idu",0,0.13,-0.26513122602633,0.171750723638315
179,"alcohol_use_problem","cannabis_idu",0,0.11,-0.202699828313572,0.142166108368391
180,"alcohol_use_problem","cocaine_idu",0,0.16,-0.30175759716219,0.0953765382774379
181,"alcohol_use_problem","diazepam_non_prescribed_idu",0,0.12,-0.133167696090084,0.235864183701356
182,"alcohol_use_problem","ecstasy_mdma_idu",0,0.06,-0.190157395100472,0.242532861342002
183,"alcohol_use_problem","heroin_idu",0,0.25,-0.0159954566562136,0.317103058878019
184,"alcohol_use_problem","own_home_lw",0,0.35,-0.329060381144064,0.142355437122379
185,"alcohol_use_problem","relative_s_home_lw",0,0.14,-0.267756796554615,0.131867509816282
186,"alcohol_use_problem","living_alone_lww",0,0.15,-0.131161405360741,0.25987314776467
187,"alcohol_use_problem","with_parents_lww",0,0.13,-0.236876205335628,0.148155436793591
188,"alcohol_use_problem","with_spouse_partner_lww",0,1,-0.700266918871707,-0.407412840141054
189,"alcohol_use_problem","hepatitis_c_mc",0,0.98,-0.590290211351009,-0.29860468602018
190,"alcohol_use_problem","no_known_medical_conditions_mc",0,1,-0.607048979981557,-0.341614871364118
191,"alcohol_use_problem","respiratory_condition_including_copd_mc",0,0.27,-0.299447207775399,0.128496113467647
192,"alcohol_use_problem","diazepam_op",0,0.32,-0.0955878838124545,0.313973783160882
193,"alcohol_use_problem","anxiety_pc",0,0.09,-0.224086435805155,0.185238505411555
194,"alcohol_use_problem","depression_low_mood_pc",0,0.23,-0.271651958017507,0.169472213006605
195,"alcohol_use_problem","no_known_psychiatric_conditions_pc",0,0.51,-0.0894048611785155,0.355858024624378
196,"alcohol_use_problem","others_home_pdu",0,0.23,-0.142068985525293,0.339834437725582
197,"alcohol_use_problem","own_home_pdu",0,0.11,-0.189659163303516,0.234701906764791
198,"alcohol_use_problem","alcohol_td",0,0.15,-0.317311285304544,0.167833974539214
199,"alcohol_use_problem","cannabis_td",0,0.1,-0.214243246071169,0.146645462886278
200,"alcohol_use_problem","cocaine_td",-0.2,0.31,-0.336513163279757,0.0701444375171025
201,"alcohol_use_problem","codeine_td",0,0.13,-0.251868497524183,0.177890620684522
202,"alcohol_use_problem","diazepam_td",0,0.11,-0.156290818055267,0.161903228474409
203,"alcohol_use_problem","dihydrocodeine_td",0,0.15,-0.234101041155333,0.207985098918457
204,"alcohol_use_problem","heroin_morphine_td",0,0.24,-0.255558928650076,0.111171256781542
205,"alcohol_use_problem","methadone_td",0,0.14,-0.276241774967583,0.0953163124432797
206,"alcohol_use_problem","nordiazepam_td",0,0.27,-0.0922765435619548,0.271992084943293
207,"alcohol_use_problem","oxazepam_td",0,0.24,-0.0864350483650461,0.296390568753852
208,"alcohol_use_problem","paracetamol_td",0,0.09,-0.193731725985786,0.176465700570162
209,"alcohol_use_problem","temazepam_td",0,0.04,-0.13626467151068,0.187669572253188
210,"alcohol_use_problem","tramadol_td",0,0.09,-0.13631544701067,0.231566296848506
211,"alcohol_use_problem","conditions_total",0.31,0.19,-0.138446089598029,0.281793606493931
212,"alcohol_use_problem","F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS",0,0.12,-0.240534334374262,0.0981015681968486
213,"alcohol_use_problem","T424_POISONING.BY.BENZODIAZEPINES",0,0.33,-0.325180446591266,0.0878892144936844
214,"alcohol_use_problem","F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL",0.22,0.11,-0.242060096047822,0.201420784472334
215,"alcohol_use_problem","T510_TOXIC.EFFECT.OF.ETHANOL",0,0.15,-0.258707523163796,0.175400414062804
216,"alcohol_use_problem","AMOXICILLIN_CAP.500MG",0,0.11,-0.283886532542323,0.112648732742393
217,"alcohol_use_problem","DIAZEPAM_TAB.2MG",0,0.2,-0.136684517015617,0.29608480506589
218,"alcohol_use_problem","DIAZEPAM_TAB.5MG",0,0.09,-0.246595742168889,0.197427521882491
219,"alcohol_use_problem","DICLOFENAC.SOD_TAB.E.C.50MG",0,0.12,-0.326493173165033,0.167537015546232
220,"alcohol_use_problem","DIHYDROCODEINE.TART_TAB.30MG",0,0.09,-0.277479974554979,0.173899869605326
221,"alcohol_use_problem","FLUCLOX.SOD_CAP.500MG",0,0.06,-0.147543083895375,0.201964242301432
222,"alcohol_use_problem","FLUOXETINE.HCL_CAP.20MG",0,0.05,-0.13800691149992,0.190201777963333
223,"alcohol_use_problem","IBUPROFEN_TAB.400MG",0,0.07,-0.194677814978692,0.20513116732882
224,"alcohol_use_problem","MIRTAZAPINE_TAB.15MG",0,0.31,-0.307777239141484,0.0374133485125253
225,"alcohol_use_problem","MIRTAZAPINE_TAB.30MG",0,0.1,-0.17104470361466,0.18708188496381
226,"alcohol_use_problem","OMEPRAZOLE_CAP.E.C.20MG",0,0.12,-0.249843378888815,0.112139353308509
227,"alcohol_use_problem","PARACET_TAB.500MG",0,0.11,-0.205131854073254,0.160393829864866
228,"alcohol_use_problem","TRAMADOL.HCL_CAP.50MG",0,0.09,-0.226481541950247,0.224511086291079
229,"alcohol_use_problem","ZOPICLONE_TAB.7.5MG",0,0.13,-0.210517782720265,0.128057645999107
230,"alcohol_use_problem","THIAMINE.HCL_TAB.100MG",0,0.1,-0.202561569746162,0.229552459847905
231,"alcohol_use_problem","CO.CODAMOL_TAB.30MG.500MG",0,0.73,0.0631491436391011,0.474733292670575
232,"alcohol_use_problem","METHADONE.HCL_MIX.1MG.1ML",0,0.1,-0.192453253188849,0.177354791738808
233,"alcohol_use_problem","CITALOPRAM.HYDROB_TAB.20MG",0,0.13,-0.216807146823291,0.169069059693109
234,"alcohol_use_problem","SALBUTAMOL_INHA.100MCG..200.D..CFF",0,0.19,-0.157753170375339,0.301813803204193
235,"alcohol_use_problem","AMOXICILLIN_CAP.250MG",0,0.34,-0.0769633010012592,0.335317015082685
236,"alcohol_use_problem","CLARITHROMYCIN_TAB.500MG",0,0.07,-0.282571397776352,0.200608106842696
237,"alcohol_use_problem","TEMAZEPAM_TAB.10MG",0,0.49,-0.0999793851370922,0.398025659630237
238,"no_known_treatment_aa","breakdown_rse",0,0.16,-0.29343142369866,0.121158334647429
239,"no_known_treatment_aa","illhealth_rse",0,0.09,-0.225658516654058,0.244357135657793
240,"no_known_treatment_aa","alcohol_use_problem",0.29,0.07,-0.15464349398924,0.229101626530155
241,"no_known_treatment_aa","gp_cha",0,0.21,-0.10681276402582,0.292925831478123
242,"no_known_treatment_aa","statutory_addiction_service_cha",0,0.21,-0.0900697249307792,0.297142939424217
243,"no_known_treatment_aa","alcohol_services_chnd",0,0.06,-0.127068956915112,0.218788550623189
244,"no_known_treatment_aa","mental_health_services_chnd",0,0.12,-0.271219654604037,0.156393643917013
245,"no_known_treatment_aa","no_known_contact_chnd",0,0.25,-0.343865645518739,0.115014042470514
246,"no_known_treatment_aa","social_work_chnd",0,0.12,-0.167736369702881,0.246338007401735
247,"no_known_treatment_aa","methadone_cp",0,0.11,-0.218793457321419,0.197125461484561
248,"no_known_treatment_aa","not_currently_prescribed_a_substitute_drug_cp",0,0.05,-0.201026325791619,0.230464283705085
249,"no_known_treatment_aa","alcohol_consumption_edu",0,0.13,-0.201372129268594,0.167891237694387
250,"no_known_treatment_aa","injecting_edu",0,0.1,-0.195483591233259,0.24000483990026
251,"no_known_treatment_aa","no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0.12,-0.238869802384802,0.260492997648461
252,"no_known_treatment_aa","oral_consumption_edu",0,0.25,-0.274359077159463,0.105242318156176
253,"no_known_treatment_aa","employed_paid_unpaid_es",0,0.14,-0.179212486629459,0.284126696131878
254,"no_known_treatment_aa","long_term_sick_disabled_es",0,0.14,-0.2504361474586,0.208803486283608
255,"no_known_treatment_aa","retired_es",0,0.09,-0.182945184444517,0.209752381288855
256,"no_known_treatment_aa","unemployed_es",0,0.13,-0.255867869754641,0.186817044439759
257,"no_known_treatment_aa","amphetamines_idu",0,0.15,-0.297555923612323,0.172678888162049
258,"no_known_treatment_aa","cannabis_idu",0,0.29,-0.0721573289282808,0.326775743036227
259,"no_known_treatment_aa","cocaine_idu",0,0.33,-0.283881612674917,0.102223349575681
260,"no_known_treatment_aa","diazepam_non_prescribed_idu",0,0.15,-0.155930117228446,0.325229454857678
261,"no_known_treatment_aa","ecstasy_mdma_idu",0,0.2,-0.242380176941596,0.137116806403456
262,"no_known_treatment_aa","heroin_idu",0,0.42,-0.372021207635883,0.049550665996361
263,"no_known_treatment_aa","own_home_lw",0,0.45,-0.373420672475734,0.122531002122601
264,"no_known_treatment_aa","relative_s_home_lw",0,0.09,-0.233737601197312,0.17343334608588
265,"no_known_treatment_aa","living_alone_lww",0,0.06,-0.190319477367692,0.112619683637522
266,"no_known_treatment_aa","with_parents_lww",0,0.26,-0.281728894873085,0.144597551391228
267,"no_known_treatment_aa","with_spouse_partner_lww",0,0.07,-0.195197038582409,0.225390381728582
268,"no_known_treatment_aa","hepatitis_c_mc",0,0.08,-0.175627149029834,0.192529328702316
269,"no_known_treatment_aa","no_known_medical_conditions_mc",0,0.14,-0.10305817439158,0.259486607380944
270,"no_known_treatment_aa","respiratory_condition_including_copd_mc",0,0.3,-0.316023030946618,0.162686569575093
271,"no_known_treatment_aa","diazepam_op",0,0.2,-0.182851183839414,0.272337435343965
272,"no_known_treatment_aa","anxiety_pc",0,0.19,-0.209895754268964,0.131039248702076
273,"no_known_treatment_aa","depression_low_mood_pc",0,0.22,-0.214208507544534,0.232248708455787
274,"no_known_treatment_aa","no_known_psychiatric_conditions_pc",0,0.15,-0.180332729716668,0.195642175924369
275,"no_known_treatment_aa","others_home_pdu",0,0.27,-0.118745116554276,0.305160491524499
276,"no_known_treatment_aa","own_home_pdu",0,0.36,-0.0299581477606565,0.339647746764469
277,"no_known_treatment_aa","alcohol_td",0,0.11,-0.271483993389054,0.17084590670032
278,"no_known_treatment_aa","cannabis_td",0,0.11,-0.231924910240562,0.153050149080997
279,"no_known_treatment_aa","cocaine_td",0,0.1,-0.184295852842251,0.255432711230162
280,"no_known_treatment_aa","codeine_td",0,0.11,-0.23603465099,0.154672843429526
281,"no_known_treatment_aa","diazepam_td",0,0.3,-0.312158490174016,0.0769350879865589
282,"no_known_treatment_aa","dihydrocodeine_td",0,0.11,-0.38794445478085,0.178900567711904
283,"no_known_treatment_aa","heroin_morphine_td",0,0.37,-0.386652531707974,0.104412614505912
284,"no_known_treatment_aa","methadone_td",0.22,0.33,-0.145044050189498,0.351291852102941
