"index","condition1","condition2","weight","bootstrap","CI_lower","CI_upper"
27,"naloxone_take_home_sod","no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0.15,-0.201075876994609,0.113308008479344
28,"naloxone_take_home_sod","oral_consumption_edu",0,0.7,-0.298697135376939,0.0185017565037363
29,"naloxone_take_home_sod","smoking_edu",0,0.31,-0.293593503760932,0.0800568947704174
30,"naloxone_take_home_sod","snorting_edu",0,0.16,-0.211610055332029,0.097720714119529
31,"naloxone_take_home_sod","employed_paid_unpaid_es",0,0.23,-0.239560181158724,0.11709860050668
32,"naloxone_take_home_sod","long_term_sick_disabled_es",0,0.2,-0.144545591464185,0.149666357475553
33,"naloxone_take_home_sod","unemployed_es",0,0.14,-0.140147610839389,0.131116016427965
34,"naloxone_take_home_sod","amphetamines_idu",0,0.2,-0.104594149324389,0.177344600765858
35,"naloxone_take_home_sod","cannabis_idu",-0.19,0.24,-0.0831305192498739,0.232943584012616
36,"naloxone_take_home_sod","cocaine_idu",0,0.99,0.227307882068922,0.511772623817884
37,"naloxone_take_home_sod","crack_cocaine_idu",0,0.27,-0.143558865883475,0.203781257192695
38,"naloxone_take_home_sod","diazepam_non_prescribed_idu",0,0.28,-0.169685337940584,0.130201780505706
39,"naloxone_take_home_sod","dihydrocodeine_idu",0,0.3,-0.129693420757587,0.248268185016948
40,"naloxone_take_home_sod","ecstasy_mdma_idu",0,0.32,-0.0991501557628521,0.267619779962832
41,"naloxone_take_home_sod","gabapentin_idu",0,0.36,-0.120278057999681,0.236834233424025
42,"naloxone_take_home_sod","heroin_idu",0,0.28,-0.129213075762662,0.252708221408114
43,"naloxone_take_home_sod","legal_highs_new_psychoactive_substances_idu",0,0.2,-0.225891231713183,0.0953442708824862
44,"naloxone_take_home_sod","methadone_non_prescribed_idu",-0.21,0.22,-0.198278272722122,0.0760077049272311
45,"naloxone_take_home_sod","temazepam_non_prescribed_idu",0,0.19,-0.0970842901836435,0.265442873204563
46,"naloxone_take_home_sod","volatile_substances_idu",0,0.19,-0.203041334288923,0.118560217324328
47,"naloxone_take_home_sod","own_home_lw",0,0.23,-0.183897319310218,0.228242379880693
48,"naloxone_take_home_sod","relative_s_home_lw",0,0.24,-0.207714486029303,0.205100703307759
49,"naloxone_take_home_sod","living_alone_lww",0,0.88,-0.341519035602325,-0.0419471116574084
50,"naloxone_take_home_sod","with_friends_lww",0,0.17,-0.169825080040609,0.18213106127865
51,"naloxone_take_home_sod","with_parents_lww",0,0.52,-0.261952498763441,0.0454756349360971
52,"naloxone_take_home_sod","with_relatives_lww",0,0.34,-0.0750181431861478,0.244789079349315
53,"naloxone_take_home_sod","with_spouse_partner_lww",0,0.21,-0.147691609304333,0.220395931109413
54,"naloxone_take_home_sod","arthritis_mc",0,0.2,-0.150557180000704,0.171442441246897
55,"naloxone_take_home_sod","back_pain_injury_mc",0,0.18,-0.135990180549864,0.21539020486579
56,"naloxone_take_home_sod","cardiac_condition_mc",0,0.26,-0.129612346553124,0.222236238248669
57,"naloxone_take_home_sod","dvt_mc",0,0.19,-0.147843209670041,0.165667587647925
58,"naloxone_take_home_sod","epilepsy_seizures_mc",0,0.42,-0.0526996484246805,0.291448413799172
59,"naloxone_take_home_sod","hepatitis_c_mc",0,0.17,-0.144098797498797,0.232881986104348
60,"naloxone_take_home_sod","liver_disease_mc",0,0.32,-0.132142604511814,0.239744362682602
61,"naloxone_take_home_sod","no_known_medical_conditions_mc",0,0.13,-0.152485896841688,0.210530068103522
62,"naloxone_take_home_sod","respiratory_condition_including_copd_mc",0,1,0.157334813864782,0.573827154130187
63,"naloxone_take_home_sod","skin_condition_mc",0,0.16,-0.25901109186916,0.113348672781509
64,"naloxone_take_home_sod","stomach_problems_gastritis_mc",0,0.14,-0.216204246299348,0.144160309554067
65,"naloxone_take_home_sod","diazepam_op",0,0.31,-0.236149798787089,0.0745823392391668
66,"naloxone_take_home_sod","mirtazapine_op",0,0.3,-0.135945300269473,0.256747122012605
67,"naloxone_take_home_sod","anxiety_pc",0,0.44,-0.078727568830614,0.287849127494471
68,"naloxone_take_home_sod","depression_low_mood_pc",0,0.25,-0.127228515642489,0.261541950815473
69,"naloxone_take_home_sod","no_known_psychiatric_conditions_pc",-0.17,0.2,-0.167614068743424,0.174308223199767
70,"naloxone_take_home_sod","personality_disorder_pc",0,0.18,-0.168453242705212,0.181874243548704
71,"naloxone_take_home_sod","schizophrenia_pc",0,0.19,-0.18874076981983,0.189195138412078
72,"naloxone_take_home_sod","others_home_pdu",0,0.2,-0.195380822225216,0.169448651343726
73,"naloxone_take_home_sod","own_home_pdu",0,0.73,-0.328200439010859,0.0205492950491012
74,"naloxone_take_home_sod","alcohol_td",0,0.72,-0.350388098854005,0.0195392898352526
75,"naloxone_take_home_sod","alprazolam_td",0,0.35,-0.0567718214547391,0.306188360619807
76,"naloxone_take_home_sod","amitriptyline_td",0,0.46,-0.103950995245905,0.308967564548354
77,"naloxone_take_home_sod","anti_depressants_td",0,0.58,-0.00912937985891483,0.279254473265122
78,"naloxone_take_home_sod","cannabis_td",0,0.43,-0.11647323933425,0.270312315232905
79,"naloxone_take_home_sod","citalopram_td",0,0.37,-0.258551186120544,0.120353560624278
80,"naloxone_take_home_sod","cocaine_td",0,0.17,-0.212448719191111,0.0606634256547492
81,"naloxone_take_home_sod","codeine_td",0,0.21,-0.241666372601711,0.108915480416584
82,"naloxone_take_home_sod","diazepam_td",0,0.17,-0.174045345206144,0.158118970275678
83,"naloxone_take_home_sod","diclazepam_td",0,0.18,-0.126672287703952,0.162135370781608
84,"naloxone_take_home_sod","dihydrocodeine_td",0,0.36,-0.241846383597345,0.120240102493144
85,"naloxone_take_home_sod","etizolam_td",0,0.24,-0.170182702947984,0.173764414225228
86,"naloxone_take_home_sod","fluoxetine_td",0,0.2,-0.207883543264325,0.131020297113148
87,"naloxone_take_home_sod","gabapentin_td",0,0.44,-0.226878395397699,0.114810724241845
88,"naloxone_take_home_sod","heroin_morphine_td",0,0.16,-0.215656250325308,0.145573694945873
89,"naloxone_take_home_sod","methadone_td",0,0.28,-0.0675671533251552,0.255962143441794
90,"naloxone_take_home_sod","mirtazapine_td",0,0.32,-0.145418189299031,0.226616413624714
91,"naloxone_take_home_sod","nordiazepam_td",0,0.19,-0.205737975439018,0.144729017007226
92,"naloxone_take_home_sod","oxazepam_td",0,0.33,-0.0796232294864736,0.285811552311336
93,"naloxone_take_home_sod","paracetamol_td",0,0.18,-0.216733162350999,0.087259511061249
94,"naloxone_take_home_sod","pregabalin_td",0,0.11,-0.166879890329524,0.197974243944361
95,"naloxone_take_home_sod","temazepam_td",0,0.13,-0.195284889080134,0.171388171388227
96,"naloxone_take_home_sod","tramadol_td",0,0.64,-0.0318014493244464,0.314421161082607
97,"naloxone_take_home_sod","conditions_total",0.27,0.26,-0.218823599700619,0.0977068844540832
98,"naloxone_take_home_sod","F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS",0,0.43,-0.276424932301415,0.121353920111856
99,"naloxone_take_home_sod","F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS",0,0.5,-0.311474764195148,0.0610135042944746
100,"naloxone_take_home_sod","F329_DEPRESSIVE.EPISODE..UNSPECIFIED",0,0.31,-0.0471085716080253,0.242497865138391
101,"naloxone_take_home_sod","T424_POISONING.BY.BENZODIAZEPINES",0,0.17,-0.134737235110278,0.225529062909282
102,"naloxone_take_home_sod","X619_SELF.POISON.BY.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUGS..IN.UNSPECIFIED.PLACE",0,0.57,-0.0729001773200005,0.323065232814506
103,"naloxone_take_home_sod","F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL",0,0.37,-0.238548764445913,0.0797559062356622
104,"naloxone_take_home_sod","F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME",0,0.2,-0.115212232904063,0.234889004755326
105,"naloxone_take_home_sod","J22X_UNSPECIFIED.ACUTE.LOWER.RESPIRATORY.INFECTION",0,0.43,-0.268718977272808,0.0516061206829087
106,"naloxone_take_home_sod","L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",0,0.23,-0.204362954138151,0.160979292970306
107,"naloxone_take_home_sod","F100_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.ALCOHOL",0,0.23,-0.241829227582649,0.193840395791816
108,"naloxone_take_home_sod","J459_ASTHMA..UNSPECIFIED",0,0.22,-0.239589099353745,0.105057936168145
109,"naloxone_take_home_sod","T391_POISONING.BY.4.AMINOPHENOL.DERIVATIVES",0,0.17,-0.209310658973319,0.135228794086985
110,"naloxone_take_home_sod","T402_POISONING.BY.OTHER.OPIOIDS",0,0.23,-0.172888469059861,0.140944678755082
111,"naloxone_take_home_sod","T510_TOXIC.EFFECT.OF.ETHANOL",0,0.23,-0.194367757348907,0.207072866577309
112,"naloxone_take_home_sod","Z915_PERSONAL.HISTORY.OF.SELF.HARM",0,0.19,-0.182635439123773,0.166003468519991
113,"naloxone_take_home_sod","S099_UNSPECIFIED.INJURY.OF.HEAD",0,0.2,-0.22335866750225,0.141165429258174
114,"naloxone_take_home_sod","T401_POISONING.BY.HEROIN",0,0.18,-0.191276020419465,0.13509242992086
115,"naloxone_take_home_sod","X629_INTENT.SELF.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.IN.UNSPECIFIED.PLACE",0,0.2,-0.180487919804616,0.097526008611267
116,"naloxone_take_home_sod","F171_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.TOBACCO",0,0.28,-0.295255737283256,0.0973462920062193
117,"naloxone_take_home_sod","Z864_PERSONAL.HISTORY.OF.PSYCHOACTIVE.SUBSTANCE.ABUSE",0,0.72,0.0142596768276022,0.382025828755004
118,"naloxone_take_home_sod","AMITRIPTYLINE.HCL_TAB.25MG",0,0.45,-0.24062815725792,0.119583980649612
119,"naloxone_take_home_sod","AMITRIPTYLINE.HCL_TAB.50MG",0,0.63,-0.297856489813479,0.0226864030036865
120,"naloxone_take_home_sod","AMOXICILLIN_CAP.500MG",0,0.42,-0.0588968061573626,0.24813633369282
121,"naloxone_take_home_sod","CETIRIZINE.HCL_TAB.10MG",0,0.23,-0.277060739915694,0.110552151515848
122,"naloxone_take_home_sod","CLOTRIMAZOLE_CRM.1.",0,0.3,-0.236916431896973,0.10797903251283
123,"naloxone_take_home_sod","DIAZEPAM_TAB.2MG",0,0.26,-0.251545248671685,0.129626508106247
124,"naloxone_take_home_sod","DIAZEPAM_TAB.5MG",0,0.27,-0.214268995097736,0.125564445093502
125,"naloxone_take_home_sod","DICLOFENAC.SOD_TAB.E.C.50MG",0,0.55,-0.311365707217941,0.0214297716565507
126,"naloxone_take_home_sod","DIHYDROCODEINE.TART_TAB.30MG",0,0.19,-0.143053298720151,0.233856048172531
127,"naloxone_take_home_sod","ERYTHROMYCIN_TAB.E.C.250MG",0,0.12,-0.183281859849893,0.204202873624352
128,"naloxone_take_home_sod","FLUCLOX.SOD_CAP.500MG",0,1,0.20324886405817,0.532224445224713
129,"naloxone_take_home_sod","FLUOXETINE.HCL_CAP.20MG",0,0.92,-0.473185889759122,-0.132731851450473
130,"naloxone_take_home_sod","GABAPENTIN_CAP.300MG",0,0.24,-0.0969052136466036,0.243488022080144
131,"naloxone_take_home_sod","IBUPROFEN_TAB.400MG",0,0.12,-0.214967763278213,0.116806692782008
132,"naloxone_take_home_sod","LOPERAMIDE.HCL_CAP.2MG",0,0.34,-0.107437535496576,0.347163554434538
133,"naloxone_take_home_sod","METRONIDAZOLE_TAB.400MG",0,0.24,-0.136011971538904,0.211470649352479
134,"naloxone_take_home_sod","MIRTAZAPINE_TAB.15MG",0,0.26,-0.228261751071863,0.123760478738827
135,"naloxone_take_home_sod","MIRTAZAPINE_TAB.30MG",0,0.14,-0.145703912542864,0.210452581263343
136,"naloxone_take_home_sod","MIRTAZAPINE_TAB.45MG",0,0.15,-0.173870938947048,0.139163631506873
137,"naloxone_take_home_sod","OMEPRAZOLE_CAP.E.C.20MG",0,0.29,-0.231917669001286,0.121502463563831
138,"naloxone_take_home_sod","PARACET_TAB.500MG",0,0.3,-0.25811238445877,0.0824472219477499
139,"naloxone_take_home_sod","PREDNISOLONE_TAB.5MG",0,0.18,-0.19764914732939,0.117208429953284
140,"naloxone_take_home_sod","SERTRALINE.HCL_TAB.100MG",0,0.37,-0.233683765321286,0.0450959770636648
141,"naloxone_take_home_sod","SERTRALINE.HCL_TAB.50MG",0,0.2,-0.182997369875837,0.181085132211061
142,"naloxone_take_home_sod","TRAMADOL.HCL_CAP.50MG",0,0.43,-0.268559568843084,0.112319144356563
143,"naloxone_take_home_sod","ZOPICLONE_TAB.7.5MG",0,0.15,-0.162431687983026,0.181247710649331
144,"naloxone_take_home_sod","THIAMINE.HCL_TAB.100MG",0,0.32,-0.248344698921504,0.0687670594738236
145,"naloxone_take_home_sod","CITALOPRAM.HYDROB_TAB.10MG",0,0.24,-0.109397705226236,0.227317091186001
146,"naloxone_take_home_sod","CO.DYDRAMOL_TAB.10MG.500MG",0,0.34,-0.216824064153638,0.0237697130057756
147,"naloxone_take_home_sod","DOXYCYCLINE.HYCLATE_CAP.100MG",0,0.28,-0.251534625164218,0.107410157171414
148,"naloxone_take_home_sod","NAPROXEN_TAB.500MG",0,0.45,-0.288763026687316,0.0273559616208163
149,"naloxone_take_home_sod","TRIMETHOPRIM_TAB.200MG",0,0.28,-0.263860054680409,0.125074182356585
150,"naloxone_take_home_sod","ACAMPROSATE.CALC_TAB.E.C.333MG",0,0.3,-0.230684474884272,0.0693878661848361
151,"naloxone_take_home_sod","CO.CODAMOL_TAB.30MG.500MG",0,0.19,-0.19691833962721,0.136500568017749
152,"naloxone_take_home_sod","METHADONE.HCL_MIX.1MG.1ML",0,0.46,-0.058627947337676,0.319792469778672
153,"naloxone_take_home_sod","CITALOPRAM.HYDROB_TAB.20MG",0,0.3,-0.156020482877431,0.269948028136742
154,"naloxone_take_home_sod","FLUCLOX.SOD_CAP.250MG",0,0.51,-0.319449715389308,0.014356262523132
155,"naloxone_take_home_sod","LACTULOSE_SOLN.3.1G.3.7G.5ML",0,0.18,-0.155793592817174,0.170172951913672
156,"naloxone_take_home_sod","SENNA_TAB.7.5MG",0,0.48,-0.281868039073877,0.0881052905537888
157,"naloxone_take_home_sod","SIMPLE_LINCT.S.F",0,0.33,-0.26229099869696,0.173465713166554
158,"naloxone_take_home_sod","TRAZODONE.HCL_CAP.50MG",0,0.33,-0.234126906788665,0.0599149041099171
159,"naloxone_take_home_sod","AMITRIPTYLINE.HCL_TAB.10MG",0,0.38,-0.104070641294885,0.309952772843686
160,"naloxone_take_home_sod","CO.CODAMOL_TAB.8MG.500MG",0,0.18,-0.213797809476852,0.11312339712143
161,"naloxone_take_home_sod","FOLIC.ACID_TAB.5MG",0,0.53,-0.279163981685891,0.0406967373837531
162,"naloxone_take_home_sod","PROPRANOLOL.HCL_TAB.40MG",0,0.34,-0.278238257304559,0.134410026100736
163,"naloxone_take_home_sod","SALBUTAMOL_INHA.100MCG..200.D..CFF",0,0.23,-0.158339817767267,0.193978802231579
164,"naloxone_take_home_sod","CO.AMOXICLAV_TAB.500MG.125MG",0,0.28,-0.146928476318511,0.205489755729084
165,"naloxone_take_home_sod","SUBOXONE_TAB.SUBLING.8MG.2MG",0,0.26,-0.161306223813038,0.245723710820815
166,"naloxone_take_home_sod","QUETIAPINE_TAB.25MG",0,0.49,-0.100683007602882,0.331583116022373
167,"naloxone_take_home_sod","ZOPICLONE_TAB.3.75MG",0,0.39,-0.280284917466088,0.0844265784559894
168,"naloxone_take_home_sod","CHLORDIAZEPOX.HCL_CAP.10MG",0,0.18,-0.186082497071357,0.175902398434763
169,"naloxone_take_home_sod","CO.AMOXICLAV_TAB.250MG.125MG",0,0.43,-0.329963093391571,0.0605651605103768
170,"naloxone_take_home_sod","HYDROCORT_CRM.1.",0,0.26,-0.192300837539691,0.173446962874955
171,"naloxone_take_home_sod","LANSOPRAZOLE_CAP.30MG..E.C.GRAN.",0,0.26,-0.164326779338855,0.219105566669572
172,"naloxone_take_home_sod","PHENOXYMETHYLPENICILLIN.POT_TAB.250MG",0,0.35,-0.0844546056427993,0.227015661634394
173,"naloxone_take_home_sod","AMOXICILLIN_CAP.250MG",0,0.25,-0.151782151626593,0.22312265912846
174,"naloxone_take_home_sod","CLARITHROMYCIN_TAB.500MG",0,0.16,-0.23987743253889,0.124349496274898
175,"naloxone_take_home_sod","METOCLOPRAMIDE.HCL_TAB.10MG",0,0.18,-0.142535563815177,0.187890283697638
176,"naloxone_take_home_sod","PEPTAC_LIQ..ANISEED..S.F",0,0.23,-0.163022755251541,0.183764715172118
177,"naloxone_take_home_sod","GAVISCON.ADVANCE_LIQ..PEPPERMINT..S.F",0,0.34,-0.120389544628689,0.278586290707468
178,"naloxone_take_home_sod","IBUPROFEN_TAB.200MG",0,0.3,-0.246650640935946,0.054578118858843
179,"naloxone_take_home_sod","DIAZEPAM_TAB.10MG",0,0.23,-0.224579604793502,0.125425675846855
180,"naloxone_take_home_sod","DIPROBASE_CRM",0,0.3,-0.0899039703635029,0.245650732240541
181,"naloxone_take_home_sod","TEMAZEPAM_TAB.10MG",0,0.59,-0.314970670039099,0.0553637471908911
182,"naloxone_take_home_sod","CLENIL.MODULITE_INHA.100MCG..200D.",0,0.16,-0.156910893885246,0.168049344498852
183,"breakdown_rse","naloxone_take_home_sod",0,0.18,-0.163966064689152,0.208102389909087
184,"breakdown_rse","bereavement_rse",0,0.44,-0.0751071443924581,0.314193330394553
185,"breakdown_rse","illhealth_rse",0,0.27,-0.148735338844148,0.189289325885208
186,"breakdown_rse","relapse_rse",0,0.5,-0.302493560659789,0.0606628393742005
187,"breakdown_rse","homeless_rse",0,0.36,-0.195689261641012,0.26157227518685
188,"breakdown_rse","prison_rse",0,0.3,-0.162960131620654,0.219305676379221
189,"breakdown_rse","alcohol_use_problem",0,0.32,-0.27837713532695,0.135795745213681
190,"breakdown_rse","no_known_treatment_aa",0,0.77,-0.138252041409103,0.392706275570245
191,"breakdown_rse","a_e_cha",0,0.23,-0.210819431177435,0.158359501860437
192,"breakdown_rse","gp_cha",0,0.25,-0.215110826208079,0.137908651038926
193,"breakdown_rse","prison_healthcare_cha",0,0.42,-0.232260654814026,0.0610306025020028
194,"breakdown_rse","psychiatric_services_cha",0,0.13,-0.194505086534644,0.141639604216011
195,"breakdown_rse","specialist_drug_service_non_statutory_cha",0,0.54,-0.279594288406631,0.0143989943581073
196,"breakdown_rse","statutory_addiction_service_cha",0,0.51,-0.0635483712145608,0.280135034324092
197,"breakdown_rse","voluntary_sector_cha",0,0.19,-0.217155510309005,0.170830367491515
198,"breakdown_rse","alcohol_services_chnd",0,0.18,-0.184512381618073,0.207064010448302
199,"breakdown_rse","employability_services_chnd",0,0.24,-0.176656002478955,0.175103347946418
200,"breakdown_rse","homeless_services_chnd",0,0.2,-0.122132358921858,0.228793562196917
201,"breakdown_rse","housing_chnd",0,0.14,-0.207555444084944,0.147540847650761
202,"breakdown_rse","mental_health_services_chnd",0,0.39,-0.047827954122665,0.301997981326506
203,"breakdown_rse","no_known_contact_chnd",0,0.47,-0.0576479511823369,0.310992326202763
204,"breakdown_rse","social_work_chnd",0,0.1,-0.177072250499913,0.1357912304762
205,"breakdown_rse","methadone_cp",0,0.41,-0.0537899700243758,0.275818569592937
206,"breakdown_rse","not_currently_prescribed_a_substitute_drug_cp",0,0.2,-0.208175435292257,0.160007040236367
207,"breakdown_rse","alcohol_consumption_edu",0,0.74,-0.320260765954505,0.00869624151682889
208,"breakdown_rse","injecting_edu",0,0.25,-0.132289934366022,0.254910492367986
209,"breakdown_rse","no_evidence_of_drug_taking_or_alcohol_consumption_edu",0,0.56,-0.315341098833248,0.0351217507223086
210,"breakdown_rse","oral_consumption_edu",0,0.47,-0.303913267520625,0.0278630814534232
211,"breakdown_rse","smoking_edu",0,0.19,-0.14000506897618,0.184546571488514
212,"breakdown_rse","snorting_edu",0,0.11,-0.194478701767292,0.13211463482128
213,"breakdown_rse","employed_paid_unpaid_es",0,0.46,-0.268157498986302,0.0645235400656082
214,"breakdown_rse","long_term_sick_disabled_es",0,0.56,-0.0530612718196295,0.257038853576721
215,"breakdown_rse","unemployed_es",0,0.56,-0.273090742634817,-0.020200358650702
216,"breakdown_rse","amphetamines_idu",0,0.17,-0.0640219972688887,0.218766677035739
217,"breakdown_rse","cannabis_idu",0,0.5,-0.298944312853237,0.0898648567434982
218,"breakdown_rse","cocaine_idu",0,0.18,-0.153341994600087,0.16283665638973
219,"breakdown_rse","crack_cocaine_idu",0,0.21,-0.223136757696092,0.113094826221583
220,"breakdown_rse","diazepam_non_prescribed_idu",0,0.16,-0.16710964635855,0.133148719048654
221,"breakdown_rse","dihydrocodeine_idu",0,0.34,-0.0675723522551441,0.251311589869103
222,"breakdown_rse","ecstasy_mdma_idu",0,0.17,-0.100538254574078,0.22961451164999
223,"breakdown_rse","gabapentin_idu",0,0.32,-0.049863345538335,0.231452627140581
224,"breakdown_rse","heroin_idu",0,0.38,-0.250359685083027,0.0424032440257514
225,"breakdown_rse","legal_highs_new_psychoactive_substances_idu",0,0.19,-0.102101082111405,0.238241600326785
226,"breakdown_rse","methadone_non_prescribed_idu",0,0.22,-0.20876921361547,0.104742691467663
227,"breakdown_rse","temazepam_non_prescribed_idu",0,0.91,-0.389298340199176,-0.102995767215375
228,"breakdown_rse","volatile_substances_idu",0,0.14,-0.145895299824319,0.143015662337499
229,"breakdown_rse","own_home_lw",0,0.54,-0.328427158400828,0.022144830435126
230,"breakdown_rse","relative_s_home_lw",0,0.51,-0.268659945799047,0.0488521560397113
231,"breakdown_rse","living_alone_lww",0,1,-0.624306354455758,-0.381824745388903
232,"breakdown_rse","with_friends_lww",0,0.46,-0.0634041664152475,0.3149285853742
233,"breakdown_rse","with_parents_lww",0,0.27,-0.127464302722538,0.188330368227867
234,"breakdown_rse","with_relatives_lww",0,0.24,-0.242837676013409,0.124084160100369
235,"breakdown_rse","with_spouse_partner_lww",0,0.32,-0.102006340148883,0.273162678661431
236,"breakdown_rse","arthritis_mc",0,0.21,-0.164260186981348,0.180014698982323
237,"breakdown_rse","back_pain_injury_mc",0,0.44,-0.0488843398899931,0.292511616324263
238,"breakdown_rse","cardiac_condition_mc",0,0.19,-0.201238914953039,0.140491618152297
239,"breakdown_rse","dvt_mc",0,0.27,-0.10471264505936,0.23258971497116
240,"breakdown_rse","epilepsy_seizures_mc",-0.18,0.31,-0.219795456849421,0.0809225156851454
241,"breakdown_rse","hepatitis_c_mc",0,0.62,-0.311799351505231,-0.0106013944395065
242,"breakdown_rse","liver_disease_mc",0,0.1,-0.17371063784004,0.157356800256725
243,"breakdown_rse","no_known_medical_conditions_mc",0,0.23,-0.203866202403774,0.151260413474453
244,"breakdown_rse","respiratory_condition_including_copd_mc",0,0.17,-0.226573309184146,0.156995712589439
245,"breakdown_rse","skin_condition_mc",0,0.29,-0.238480018550526,0.0985353680538048
246,"breakdown_rse","stomach_problems_gastritis_mc",0,0.2,-0.162634958884195,0.224461834244473
247,"breakdown_rse","diazepam_op",0,0.31,-0.103507651497789,0.273708007237467
248,"breakdown_rse","mirtazapine_op",0,0.21,-0.18399661310787,0.184624737578245
249,"breakdown_rse","anxiety_pc",0,0.14,-0.117311319054906,0.176268219596347
250,"breakdown_rse","depression_low_mood_pc",0,0.2,-0.152833847587367,0.224979211925154
251,"breakdown_rse","no_known_psychiatric_conditions_pc",0,0.28,-0.053818830274343,0.228275992641552
252,"breakdown_rse","personality_disorder_pc",0,0.39,-0.285510944402453,0.10773384017965
253,"breakdown_rse","schizophrenia_pc",0,0.98,-0.399005041712512,-0.0802149792304095
254,"breakdown_rse","others_home_pdu",0,0.45,-0.0618701901872169,0.245959050594722
255,"breakdown_rse","own_home_pdu",0,0.23,-0.0670380018342184,0.179738086751894
256,"breakdown_rse","alcohol_td",0,0.17,-0.102762155555967,0.157904778409241
257,"breakdown_rse","alprazolam_td",0,0.34,-0.0424928618708108,0.217713487228431
258,"breakdown_rse","amitriptyline_td",0,0.09,-0.19267236587528,0.131937887126833
259,"breakdown_rse","anti_depressants_td",0,0.14,-0.108719703067216,0.191059301065453
260,"breakdown_rse","cannabis_td",0,0.22,-0.160385664156566,0.118852348267977
261,"breakdown_rse","citalopram_td",0,0.12,-0.153627256932442,0.158574589776057
262,"breakdown_rse","cocaine_td",0,0.15,-0.116647446930744,0.185652364643144
263,"breakdown_rse","codeine_td",0,0.17,-0.170041458375069,0.157992661208516
264,"breakdown_rse","diazepam_td",0,0.94,0.097011446129146,0.371395918159319
265,"breakdown_rse","diclazepam_td",0,0.1,-0.125931475549572,0.153907366127029
266,"breakdown_rse","dihydrocodeine_td",0,0.44,-0.262235705972071,0.0382297105810623
267,"breakdown_rse","etizolam_td",0,0.15,-0.228310131123984,0.113562839005659
