"variable","community","degree","closeness","betweenness","strength","source"
"PIZOTIFEN.MALATE_TAB.1.5MG",139,1,0.0714285714285714,0,1,"PIS"
"CHLORAMPHEN_EYE.DPS.0.5.",138,1,1,0,1,"PIS"
"CHLORAMPHEN_EYE.OINT.1.",138,1,1,0,1,"PIS"
"CETIRIZINE.HCL_TAB.10MG",137,2,0.5,3.79975301605396e-06,2,"PIS"
"LYCLEAR_DERMAL.CRM.5.",137,1,0.333333333333333,0,1,"PIS"
"LORATADINE_TAB.10MG",137,1,0.333333333333333,0,1,"PIS"
"F412_MIXED.ANXIETY.AND.DEPRESSIVE.DISORDER",136,1,1,0,1,"SMR"
"SOD.CROMOGLICATE_EYE.DPS.AQ.2.",136,1,1,0,1,"PIS"
"R410_DISORIENTATION..UNSPECIFIED",135,0,NA,0,0,"SMR"
"I10X_ESSENTIAL..PRIMARY..HYPERTENSION",134,0,NA,0,0,"SMR"
"K760_FATTY..CHANGE.OF..LIVER..NOT.ELSEWHERE.CLASSIFIED",133,0,NA,0,0,"SMR"
"F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE",132,0,NA,0,0,"SMR"
"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL",131,1,1,0,1,"SMR"
"S663_INJURY.OF.EXTENSOR.MUSCLE...TENDON.OF.OTHER.FINGER.AT.WRIST.AND.HAND.LEVEL",131,1,1,0,1,"SMR"
"K529_NONINFECTIVE.GASTROENTERITIS.AND.COLITIS..UNSPECIFIED",130,1,1,0,1,"SMR"
"LOPERAMIDE.HCL_CAP.2MG",130,1,1,0,1,"PIS"
"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN",129,1,1,0,1,"SMR"
"METRONIDAZOLE_TAB.400MG",129,1,1,0,1,"PIS"
"ANUSOL_SUPPOS",128,4,0.0909090909090909,6.45958012729173e-05,4,"PIS"
"I959_HYPOTENSION..UNSPECIFIED",128,2,0.0588235294117647,2.27985180963237e-05,2,"SMR"
"ANUSOL.HC_OINT",128,2,0.0666666666666667,2.27985180963237e-05,2,"PIS"
"ANUSOL_OINT",128,2,0.0769230769230769,3.79975301605396e-05,2,"PIS"
"N390_URINARY.TRACT.INFECTION..SITE.NOT.SPECIFIED",128,1,0.0434782608695652,0,1,"SMR"
"OMEPRAZOLE_CAP.E.C.40MG",128,1,0.0588235294117647,0,1,"PIS"
"ANUSOL_CRM",128,1,0.0588235294117647,0,1,"PIS"
"CLONIDINE.HCL_TAB.25MCG",128,1,0.0476190476190476,0,1,"PIS"
"K921_MELAENA",127,1,1,0,1,"SMR"
"F104_MENTAL.AND.BEHAVIOURAL.DISORDERS.AND.DELIRIUM.DUE.TO.WITHDRAWAL.OF.ALCOHOL",127,1,1,0,1,"SMR"
"Z720_TOBACCO.USE",126,1,1,0,1,"SMR"
"Z871_PERSONAL.HISTORY.OF.DISEASES.OF.THE.DIGESTIVE.SYSTEM",126,1,1,0,1,"SMR"
"I849_UNSPECIFIED.HAEMORRHOIDS.WITHOUT.COMPLICATION",125,2,0.0625,1.89987650802698e-05,2,"SMR"
"PEPTAC_LIQ..ANISEED..S.F",125,2,0.0625,1.89987650802698e-05,2,"PIS"
"OTOMIZE_EAR.SPY.5ML",125,2,0.0769230769230769,3.03980241284317e-05,2,"PIS"
"PERMETHRIN_CRM.5.",125,2,0.0769230769230769,3.03980241284317e-05,2,"PIS"
"GENTISONE.HC_EAR.DPS",125,2,0.0833333333333333,3.41977771444856e-05,2,"PIS"
"PEPTAC_LIQ..PEPPERMINT..S.F",125,1,0.0476190476190476,0,1,"PIS"
"MACROGOL_CO.ORAL.PDR.SACH.S.F",125,1,0.0476190476190476,0,1,"PIS"
"PREDNISOLONE_TAB.5MG",124,5,0.000238265427686443,0.0167283493239606,5,"PIS"
"SPIRIVA_PDR.FOR.INH.CAP.18MCG",124,4,0.000247892910262766,0.00381495202811817,4,"PIS"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG",124,4,0.000266737796745799,0.0259033596149584,4,"PIS"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV",124,3,0.000250878073256397,0.016494981159558,3,"PIS"
"LYRICA_CAP.150MG",124,3,0.00021551724137931,0.00127798359773281,3,"PIS"
"PREGABALIN_CAP.150MG",124,3,0.000229305205228159,0.00392831132643045,3,"PIS"
"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED",124,2,0.0002460024600246,0.00500554130648175,2,"SMR"
"Z004_GENERAL.PSYCHIATRIC.EXAMINATION..NOT.ELSEWHERE.CLASSIFIED",124,2,0.000228937728937729,0.00127671701339413,2,"SMR"
"LYRICA_CAP.300MG",124,2,0.000201045436268597,4.74969127006745e-05,2,"PIS"
"LYRICA_CAP.75MG",124,2,0.000214408233276158,0.000610493651246002,2,"PIS"
"PREDNISOLONE_TAB.E.C.5MG",124,2,0.000220701831825204,0.00127671701339413,2,"PIS"
"PREGABALIN_CAP.300MG",124,2,0.000212992545260916,0.000577562458440201,2,"PIS"
"SPIRIVA_PDR.FOR.INH.CAP.18MCG.HANDIHALER",124,1,0.00022883295194508,0,1,"PIS"
"MONTELUKAST_TAB.10MG",124,1,0.000205465379083624,0,1,"PIS"
"R458_OTHER.SYMPTOMS.AND.SIGNS.INVOLVING.EMOTIONAL.STATE",124,1,0.000212585034013605,0,1,"SMR"
"DOXYCYCLINE.HYCLATE_CAP.100MG",124,1,0.000220604456210015,0,1,"PIS"
"PREDNISOLONE_TAB.25MG",124,1,0.000220604456210015,0,1,"PIS"
"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES",123,3,0.2,1.89987650802698e-05,3,"SMR"
"X449_ACC.POISONING.BY.TO.OTHER.UNSPECIFIED.DRUGS.BIOL.SUBS.IN.UNSPECIFIED.PLACE",123,2,0.166666666666667,1.13992590481619e-05,2,"SMR"
"X649_SELF.POISON.BY.OTHER.UNSPEC.DRUGS.MEDIC..BIOL.SUBS.IN.UNSPECIFIED.PLACE",123,1,0.125,0,1,"SMR"
"X640_SELF.POISON.BY.OTHER.UNSPEC.DRUGS..MEDIC..BIOL.SUBSTANCES.AT.HOME",123,1,0.125,0,1,"SMR"
"ZEROBASE.CRM..APPL.",123,1,0.111111111111111,0,1,"PIS"
"S011_OPEN.WOUND.OF.EYELID.AND.PERIOCULAR.AREA",122,1,1,0,1,"SMR"
"W109_FALL.ON.AND.FROM.STAIRS.AND.STEPS.IN.UNSPECIFIED.PLACE",122,1,1,0,1,"SMR"
"W139_FALL.FROM..OUT.OF.OR.THROUGH.BUILDING.OR.STRUCTURE.IN.UNSPECIFIED.PLACE",121,3,0.2,1.89987650802698e-05,3,"SMR"
"S9200_CLOSED.FRACTURE.OF.CALCANEUS",121,2,0.166666666666667,1.13992590481619e-05,2,"SMR"
"W179_OTHER.FALL.FROM.ONE.LEVEL.TO.ANOTHER.IN.UNSPECIFIED.PLACE",121,1,0.111111111111111,0,1,"SMR"
"Z470_FOLLOW.UP.CARE.INVOLV.REMOVAL.OF.FRACTURE.PLATE...OTH.INT.FIXATION.DEVICE",121,1,0.125,0,1,"SMR"
"S5250_CLOSED.FRACTURE.OF.LOWER.END.OF.RADIUS",121,1,0.125,0,1,"SMR"
"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER",120,3,0.111111111111111,4.17972831765935e-05,3,"SMR"
"SENNA_TAB.7.5MG",120,3,0.1,3.41977771444856e-05,3,"PIS"
"F6031_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER.BORDERLINE.TYPE",120,2,0.0833333333333333,1.89987650802698e-05,2,"SMR"
"LACTULOSE_SOLN.3.1G.3.7G.5ML",120,1,0.0666666666666667,0,1,"PIS"
"F195_PSYCHOTIC.DISORDER.DUE.TO.MULT.DRUG.PSYCHOACTIVE.SUBSTANCE.USE",120,1,0.0714285714285714,0,1,"SMR"
"F609_PERSONALITY.DISORDER..UNSPECIFIED",120,1,0.0588235294117647,0,1,"SMR"
"BISACODYL_TAB.E.C.5MG",120,1,0.0666666666666667,0,1,"PIS"
"R074_CHEST.PAIN..UNSPECIFIED",119,1,1,0,1,"SMR"
"R073_OTHER.CHEST.PAIN",119,1,1,0,1,"SMR"
"W279_CONTACT.WITH.NONPOWERED.HAND.TOOL.IN.UNSPECIFIED.PLACE",118,3,0.333333333333333,7.59950603210791e-06,3,"SMR"
"L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",118,2,0.25,0,2,"SMR"
"L024_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.LIMB",118,2,0.25,0,2,"SMR"
"L022_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.TRUNK",118,1,0.2,0,1,"SMR"
"R945_ABNORMAL.RESULTS.OF.LIVER.FUNCTION.STUDIES",117,0,NA,0,0,"SMR"
"X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",116,5,0.00021982853374368,0.00508406953548019,5,"SMR"
"S618_OPEN.WOUND.OF.OTHER.PARTS.OF.WRIST.AND.HAND",116,4,0.000303582270795386,0.0124619455736239,4,"SMR"
"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",116,4,0.000307787011388119,0.020446493244692,4,"SMR"
"Z915_PERSONAL.HISTORY.OF.SELF.HARM",116,3,0.000332446808510638,0.019769503915665,3,"SMR"
"X780_INTENT.SELF.HARM.BY.SHARP.OBJECT.AT.HOME",116,2,0.000256739409499358,0.00754630948988316,2,"SMR"
"S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED",116,2,0.000236910684671879,0.00630759000664957,2,"SMR"
"S518_OPEN.WOUND.OF.OTHER.PARTS.OF.FOREARM",116,2,0.000280033604032484,0.00877742946708464,2,"SMR"
"F329_DEPRESSIVE.EPISODE..UNSPECIFIED",116,1,0.000299043062200957,0,1,"SMR"
"S311_OPEN.WOUND.OF.ABDOMINAL.WALL",116,1,0.000204708290685773,0,1,"SMR"
"W259_CONTACT.WITH.SHARP.GLASS.IN.UNSPECIFIED.PLACE",116,1,0.000275482093663912,0,1,"SMR"
"TEGRETOL.PROLONGED.RELEASE_TAB.200MG.M.R",116,1,0.000275482093663912,0,1,"PIS"
"S519_OPEN.WOUND.OF.FOREARM..PART.UNSPECIFIED",116,1,0.000278940027894003,0,1,"SMR"
"S119_OPEN.WOUND.OF.NECK..PART.UNSPECIFIED",116,1,0.000204708290685773,0,1,"SMR"
"S010_OPEN.WOUND.OF.SCALP",116,1,0.000204708290685773,0,1,"SMR"
"S318_OPEN.WOUND.OF.OTHER.AND.UNSPECIFIED.PARTS.OF.ABDOMEN",116,1,0.000204708290685773,0,1,"SMR"
"R55X_SYNCOPE.AND.COLLAPSE",115,1,1,0,1,"SMR"
"K296_OTHER.GASTRITIS",115,1,1,0,1,"SMR"
"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION",114,4,0.000304228780042592,0.0639274880466102,4,"SMR"
"R05X_COUGH",114,4,0.000320615581917281,0.0591334663246888,4,"SMR"
"FORTISIP.BOTTLE_LIQ..8.FLAV.",114,4,0.000327225130890052,0.0121287482980273,4,"PIS"
"ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.",114,4,0.000359971202303816,0.0790336866198935,4,"PIS"
"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED",114,3,0.000284171639670361,0.0265847819891707,3,"SMR"
"CANESTEN.HC_CRM",114,3,0.000290107339715695,0.00750102909977518,3,"PIS"
"VIT_CAP",114,3,0.00037397157816006,0.0707333794731914,3,"PIS"
"SERETIDE.125_EVOHALER.125MCG.25MCG.120D.",114,3,0.000234466588511137,0.00507647002944809,3,"PIS"
"ENSURE.PLUS.JUCE_LIQ.FEED..6.FLAV.",114,3,0.000327011118378025,0.0151084150958759,3,"PIS"
"HYDROCORT_CRM.1.",114,3,0.000288018433179724,0.00836895601785884,3,"PIS"
"B171_ACUTE.HEPATITIS.C",114,2,0.000300210147102972,0.0128982254248712,2,"SMR"
"J969_RESPIRATORY.FAILURE..UNSPECIFIED",114,2,0.000217438573602957,0.00127671701339413,2,"SMR"
"HYDROCORT_OINT.1.",114,2,0.000262743037309511,0.00127671701339413,2,"PIS"
"NORETHIST_TAB.5MG",114,2,0.000304228780042592,0.00787251828631139,2,"PIS"
"FOSTAIR_INH.100MCG.6MCG..120D..CFF",114,2,0.000217438573602957,0.00127671701339413,2,"PIS"
"SERETIDE.250_EVOHALER.250MCG.25MCG.120D.",114,2,0.000254000508001016,0.00630759000664957,2,"PIS"
"SERETIDE.500_ACCUHALER.500MCG.50MCG.60D.",114,2,0.00027693159789532,0.00754630948988316,2,"PIS"
"ENSURE.PLUS.FIBRE_LIQ.FEED..5.FLAV.",114,2,0.000338983050847458,0.0591423324150596,2,"PIS"
"TAMSULOSIN.HCL_CAP.400MCG.M.R",114,2,0.000294985250737463,0.00127671701339413,2,"PIS"
"R060_DYSPNOEA",114,1,0.000289435600578871,0,1,"SMR"
"R13X_DYSPHAGIA",114,1,0.000294637595757219,0,1,"SMR"
"J189_PNEUMONIA..UNSPECIFIED",114,1,0.000289435600578871,0,1,"SMR"
"CIPROFLOXACIN_TAB.500MG",114,1,0.000268384326355341,0,1,"PIS"
"FORTISIP_M.FIBRE.LIQ",114,1,0.000294811320754717,0,1,"PIS"
"LYCLEAR_CREME.RINSE.1.",114,1,0.000202634245187437,0,1,"PIS"
"PARACET_TAB.SOLB.500MG",114,1,0.000202634245187437,0,1,"PIS"
"SERETIDE.250_ACCUHALER.250MCG.50MCG.60D.",114,1,0.000259403372243839,0,1,"PIS"
"VOLUMATIC",114,1,0.000241429261226461,0,1,NA
"CO.AMOXICLAV_TAB.250MG.125MG",114,1,0.000264340470526038,0,1,"PIS"
"CEFALEXIN_CAP.500MG",114,1,0.000332225913621262,0,1,"PIS"
"T424_POISONING.BY.BENZODIAZEPINES",113,8,0.000398724082934609,0.0861117087435574,8,"SMR"
"X629_INTENT.SELF.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.IN.UNSPECIFIED.PLACE",113,7,0.000330469266358229,0.0169258501120732,7,"SMR"
"X610_INTENT.SELF.POISONING.BY.ANTIEPILEP.ANTIPARKISM..PSYCHOTROP.DRUG.AT.HOME",113,7,0.000362581580855693,0.023054446768006,7,"SMR"
"X619_SELF.POISON.BY.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUGS..IN.UNSPECIFIED.PLACE",113,6,0.000353107344632768,0.00250092714669517,6,"SMR"
"T402_POISONING.BY.OTHER.OPIOIDS",113,6,0.000323729362253156,0.0029011053964032,6,"SMR"
"T510_TOXIC.EFFECT.OF.ETHANOL",113,6,0.000400801603206413,0.0742103553055735,6,"SMR"
"T401_POISONING.BY.HEROIN",113,6,0.000365497076023392,0.033190969349038,6,"SMR"
"X600_SELF.POISON.BY.NONOPIOID.ANALGESICS..ANTIPYRETICS.ANTIRHEUMATICS.AT.HOME",113,5,0.000388048117966628,0.0307326971071768,5,"SMR"
"T403_POISONING.BY.METHADONE",113,5,0.000356887937187723,0.00876603030340928,5,"SMR"
"X429_ACC.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.NEC.IN.UNSPECIFIED.PLACE",113,5,0.000327439423706614,0.00139757373836354,5,"SMR"
"X620_INTENT.SELF.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.AT.HOME",113,5,0.000327439423706614,0.00139757373836354,5,"SMR"
"T391_POISONING.BY.4.AMINOPHENOL.DERIVATIVES",113,4,0.000348796651552145,0.00340401285144074,4,"SMR"
"T406_POISONING.BY.OTHER.AND.UNSPECIFIED.NARCOTICS",113,4,0.000297973778307509,0.00129959997044637,4,"SMR"
"T430_POISONING.BY.TRICYCLIC.AND.TETRACYCLIC.ANTIDEPRESSANTS",113,4,0.000360230547550432,0.00355704831566901,4,"SMR"
"F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS",113,3,0.000338753387533875,0.0239309711535417,3,"SMR"
"T393_POISONING.BY.OTHER.NONSTEROIDAL.ANTI.INFLAMMATORY.DRUGS..NSAID.",113,3,0.000348553502962705,0.00212729583804661,3,"SMR"
"T404_POISONING.BY.OTHER.SYNTHETIC.NARCOTICS",113,3,0.000297796307325789,2.28829570522361e-05,3,"SMR"
"X419_ACC.POISON.EXPOS.TO.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUG.IN.UNSPEC.PLACE",113,3,0.000370644922164566,9.8848788503961e-05,3,"SMR"
"X420_ACC.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.NEC.AT.HOME",113,3,0.000326797385620915,0.000205321198148619,3,"SMR"
"T436_POISONING.BY.PSYCHOSTIMULANTS.WITH.ABUSE.POTENTIAL",113,3,0.000327225130890052,0.00130731470447212,3,"SMR"
"T426_POISONING.BY.OTHER.ANTIEPILEPTIC.AND.SEDATIVE.HYPNOTIC.DRUGS",113,2,0.000323415265200517,2.01296439540954e-05,2,"SMR"
"T432_POISONING.BY.OTHER.AND.UNSPECIFIED.ANTIDEPRESSANTS",113,2,0.000323415265200517,2.01296439540954e-05,2,"SMR"
"X609_SELF.POISON.BY.NONOPIOID.ANALGES.ANTIPYRET.ANTIRHEUM.IN.UNSPEC.PLACE",113,2,0.000312402374258044,2.5331686773693e-06,2,"SMR"
"T405_POISONING.BY.COCAINE",113,2,0.00030543677458766,0.00075374195654201,2,"SMR"
"T435_POISONING.BY.OTHER...UNSPECIFIED.ANTIPSYCHOTICS.AND.NEUROLEPTICS",113,2,0.000323415265200517,2.01296439540954e-05,2,"SMR"
"X659_INTENT.SELF.POISONING.BY.EXPOSURE.TO.ALCOHOL.IN.UNSPECIFIED.PLACE",113,2,0.000353481795687522,0.00127671701339413,2,"SMR"
"T519_TOXIC.EFFECT.OF.ALCOHOL..UNSPECIFIED",113,1,0.000315955766192733,0,1,"SMR"
"F171_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.TOBACCO",113,1,0.000304136253041363,0,1,"SMR"
