"subsystem","nb_of_factors","factor_rank","factor","degree","betweenness"
"66",29,2,"MIRTAZAPINE_TAB.45MG",4,0.01
"66",29,3,"MIRTAZAPINE_ORODISPER.TAB.30MG",4,0.01
"66",29,4,"GLYCERYL.TRINIT_SUBLING.SPY.400MCG.200D.",4,0.01
"66",29,5,"hepatitis_c_mc",3,0.01
"70",28,1,"S099_UNSPECIFIED.INJURY.OF.HEAD",9,0.02
"70",28,2,"Y049_ASSAULT.BY.BODILY.FORCE.IN.UNSPECIFIED.PLACE",7,0.01
"70",28,3,"X599_EXPOSURE.TO.UNSPECIFIED.FACTOR.IN.UNSPECIFIED.PLACE",5,0.01
"70",28,4,"Z043_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.ACCIDENT",4,0
"70",28,5,"F1031_ALCOHOL.WITHDRAWAL.STATE..WITH.CONVULSIONS",4,0.01
"12",25,1,"OMEPRAZOLE_CAP.E.C.20MG",5,0.01
"12",25,2,"ACAMPROSATE.CALC_TAB.E.C.333MG",5,0.07
"12",25,3,"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME",4,0.02
"12",25,4,"THIAMINE.HCL_TAB.100MG",4,0.02
"12",25,5,"CHLORDIAZEPOX.HCL_CAP.10MG",4,0.01
"76",23,1,"GABAPENTIN_CAP.300MG",5,0
"76",23,2,"NEURONTIN_CAP.300MG",4,0
"76",23,3,"AMITRIPTYLINE.HCL_TAB.10MG",3,0
"76",23,4,"AMITRIPTYLINE.HCL_TAB.50MG",3,0
"76",23,5,"M5499_DORSALGIA..UNSPECIFIED..SITE.UNSPECIFIED.",2,0
"52",20,1,"ZOPICLONE_TAB.7.5MG",8,0.04
"52",20,2,"ORLISTAT_CAP.120MG",3,0.01
"52",20,3,"TRAZODONE.HCL_CAP.50MG",3,0
"52",20,4,"HEDRIN_LOT.4.",3,0
"52",20,5,"TRAZODONE.HCL_CAP.100MG",3,0.01
"85",19,1,"OLANZAPINE_TAB.10MG",5,0
"85",19,2,"OLANZAPINE_TAB.20MG",5,0
"85",19,3,"OLANZAPINE_TAB.5MG",4,0
"85",19,4,"F200_PARANOID.SCHIZOPHRENIA",3,0
"85",19,5,"BENZYDAMINE.HCL_SPY.0.15..30ML.S.F",3,0
"75",19,1,"FLUCONAZOLE_CAP.150MG",6,0.03
"75",19,2,"I252_OLD.MYOCARDIAL.INFARCTION",4,0.01
"75",19,3,"CANESTEN_COMBI.PESS.500MG.CRM.2.",4,0.03
"75",19,4,"TRIMETHOPRIM_TAB.200MG",3,0
"75",19,5,"SUDOCREM_ANTIS.HEALING.CRM",3,0.01
"124",17,1,"PREDNISOLONE_TAB.5MG",5,0.02
"124",17,2,"SPIRIVA_PDR.FOR.INH.CAP.18MCG",4,0
"124",17,3,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG",4,0.03
"124",17,4,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV",3,0.02
"124",17,5,"LYRICA_CAP.150MG",3,0
"74",17,1,"SALBUTAMOL_INHA.100MCG..200.D..CFF",5,0.01
"74",17,2,"M7986_OTHER.SPECIFIED.SOFT.TISSUE.DISORDERS..LOWER.LEG.",3,0.02
"74",17,3,"FLUCLOX.SOD_CAP.250MG",3,0.02
"74",17,4,"FUROSEMIDE_TAB.20MG",3,0.02
"74",17,5,"R600_LOCALIZED.OEDEMA",2,0.02
"67",17,1,"GAVISCON.ADVANCE_LIQ..PEPPERMINT..S.F",6,0.03
"67",17,2,"LYRICA_CAP.50MG",4,0
"67",17,3,"PREGABALIN_CAP.50MG",4,0.01
"67",17,4,"GAVISCON.ADVANCE_LIQ..ANISEED..S.F",3,0
"67",17,5,"CANESTEN_ORAL.CRM.DUO.1.CAP.150MG.CRM2..",3,0.02
"116",15,1,"X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",5,0.01
"116",15,2,"S618_OPEN.WOUND.OF.OTHER.PARTS.OF.WRIST.AND.HAND",4,0.01
"116",15,3,"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",4,0.02
"116",15,4,"Z915_PERSONAL.HISTORY.OF.SELF.HARM",3,0.02
"116",15,5,"X780_INTENT.SELF.HARM.BY.SHARP.OBJECT.AT.HOME",2,0.01
"68",15,1,"DIAZEPAM_TAB.5MG",6,0.05
"68",15,2,"E109_TYPE.1.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS",4,0.01
"68",15,3,"E119_TYPE.2.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS",3,0
"68",15,4,"METFORMIN.HCL_TAB.500MG",3,0
"68",15,5,"METHADONE.HCL_MIX.1MG.1ML.S.F",3,0.02
"109",12,1,"NICORETTE_INHALATOR...INH.CART.15MG",4,0.01
"109",12,2,"NICOTINELL.TTS.30_PATCH.21MG.24HRS",3,0
"109",12,3,"VENLAFAXINE_CAP.150MG.M.R",3,0.01
"109",12,4,"VENLAFAXINE_CAP.75MG.M.R",3,0
"109",12,5,"VENLAFAXINE_TAB.37.5MG",2,0
"73",12,1,"R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN",4,0
"73",12,2,"R11X_NAUSEA.AND.VOMITING",3,0
"73",12,3,"K85X_ACUTE.PANCREATITIS",3,0
"73",12,4,"K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS",3,0
"73",12,5,"K861_OTHER.CHRONIC.PANCREATITIS",2,0
"69",11,1,"I802_PHLEBITIS.AND.THROMBOPHLEBITIS.OF.OTHER.DEEP.VESSELS.OF.LOWER.EXTREMITIES",5,0
"69",11,2,"Z867_PERSONAL.HISTORY.OF.DISEASES.OF.THE.CIRCULATORY.SYSTEM",3,0
"69",11,3,"W469_CONTACT.WITH.HYPODERMIC.NEEDLE.IN.UNSPECIFIED.PLACE",2,0
"69",11,4,"XARELTO_TAB.20MG",2,0
"69",11,5,"DAKTARIN_CRM.2.",2,0
"128",8,1,"ANUSOL_SUPPOS",4,0
"128",8,2,"I959_HYPOTENSION..UNSPECIFIED",2,0
"128",8,3,"ANUSOL.HC_OINT",2,0
"128",8,4,"ANUSOL_OINT",2,0
"128",8,5,"N390_URINARY.TRACT.INFECTION..SITE.NOT.SPECIFIED",1,0
"107",8,1,"QUETIAPINE_TAB.25MG",4,0
"107",8,2,"QUETIAPINE_TAB.200MG",4,0
"107",8,3,"QUETIAPINE_TAB.100MG",2,0
"107",8,4,"QUETIAPINE_TAB.50MG.M.R",2,0
"107",8,5,"quetiapine_td",1,0
"139",7,1,"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.",3,0
"139",7,2,"CHLORHEX.GLUCON_MTHWSH.0.2.",3,0
"139",7,3,"CORSODYL_MTHWSH..MINT..0.2.",2,0
"139",7,4,"CORSODYL_MTHWSH.0.2.",1,0
"139",7,5,"MICONAZOLE_OROMUCOSAL.GEL.20MG.G.S.F",1,0
"125",7,1,"I849_UNSPECIFIED.HAEMORRHOIDS.WITHOUT.COMPLICATION",2,0
"125",7,2,"PEPTAC_LIQ..ANISEED..S.F",2,0
"125",7,3,"OTOMIZE_EAR.SPY.5ML",2,0
"125",7,4,"PERMETHRIN_CRM.5.",2,0
"125",7,5,"GENTISONE.HC_EAR.DPS",2,0
"120",7,1,"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER",3,0
"120",7,2,"SENNA_TAB.7.5MG",3,0
"120",7,3,"F6031_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER.BORDERLINE.TYPE",2,0
"120",7,4,"LACTULOSE_SOLN.3.1G.3.7G.5ML",1,0
"120",7,5,"F195_PSYCHOTIC.DISORDER.DUE.TO.MULT.DRUG.PSYCHOACTIVE.SUBSTANCE.USE",1,0
"34",7,1,"F321_MODERATE.DEPRESSIVE.EPISODE",2,0
"34",7,2,"SUBOXONE_TAB.SUBLING.2MG.0.5MG",2,0
"34",7,3,"NICORETTE_PATCH.15MG.16HRS",2,0
"34",7,4,"SUBOXONE_TAB.SUBLING.8MG.2MG",2,0
"34",7,5,"NAPROXEN_TAB.250MG",2,0
"123",5,1,"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES",3,0
"123",5,2,"X449_ACC.POISONING.BY.TO.OTHER.UNSPECIFIED.DRUGS.BIOL.SUBS.IN.UNSPECIFIED.PLACE",2,0
"123",5,3,"X649_SELF.POISON.BY.OTHER.UNSPEC.DRUGS.MEDIC..BIOL.SUBS.IN.UNSPECIFIED.PLACE",1,0
"123",5,4,"X640_SELF.POISON.BY.OTHER.UNSPEC.DRUGS..MEDIC..BIOL.SUBSTANCES.AT.HOME",1,0
"123",5,5,"ZEROBASE.CRM..APPL.",1,0
"121",5,1,"W139_FALL.FROM..OUT.OF.OR.THROUGH.BUILDING.OR.STRUCTURE.IN.UNSPECIFIED.PLACE",3,0
"121",5,2,"S9200_CLOSED.FRACTURE.OF.CALCANEUS",2,0
"121",5,3,"W179_OTHER.FALL.FROM.ONE.LEVEL.TO.ANOTHER.IN.UNSPECIFIED.PLACE",1,0
"121",5,4,"Z470_FOLLOW.UP.CARE.INVOLV.REMOVAL.OF.FRACTURE.PLATE...OTH.INT.FIXATION.DEVICE",1,0
"121",5,5,"S5250_CLOSED.FRACTURE.OF.LOWER.END.OF.RADIUS",1,0
"62",5,1,"own_home_lw",2,0
"62",5,2,"supported_accomodation_lw",2,0
"62",5,3,"living_alone_lww",2,0
"62",5,4,"with_spouse_partner_lww",1,0
"62",5,5,"supported_accomodation_pdu",1,0
"170",4,1,"RAMIPRIL_CAP.5MG",3,0
"170",4,2,"AMLODIPINE_TAB.5MG",1,0
"170",4,3,"BENDROFLUMETHIAZIDE_TAB.2.5MG",1,0
"170",4,4,"RAMIPRIL_CAP.2.5MG",1,0
"170",4,5,NA,NA,NA
"169",4,1,"LEVOTHYROX.SOD_TAB.50MCG",3,0
"169",4,2,"LEVOTHYROX.SOD_TAB.100MCG",2,0
"169",4,3,"LEVOTHYROX.SOD_TAB.25MCG",2,0
"169",4,4,"GLYCEROL_SUPPOS.ADULT.S..4G.",1,0
"169",4,5,NA,NA,NA
"155",4,1,"BENZYDAMINE.HCL_MTHWSH.0.15..S.F",2,0
"155",4,2,"XYLOMET.HCL_NSL.SPY.0.1..10ML",2,0
"155",4,3,"DIFFLAM_ORAL.RINSE.SOLN.0.15.",1,0
"155",4,4,"GLYCEROL.LEM.HONEY...GLUCOSE_SYR",1,0
"155",4,5,NA,NA,NA
"154",4,1,"LAMOTRIGINE_TAB.25MG",2,0
"154",4,2,"LAMOTRIGINE_TAB.50MG",2,0
"154",4,3,"MOVELAT_CRM",1,0
"154",4,4,"LAMOTRIGINE_TAB.100MG",1,0
"154",4,5,NA,NA,NA
"118",4,1,"W279_CONTACT.WITH.NONPOWERED.HAND.TOOL.IN.UNSPECIFIED.PLACE",3,0
"118",4,2,"L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",2,0
"118",4,3,"L024_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.LIMB",2,0
"118",4,4,"L022_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.TRUNK",1,0
"118",4,5,NA,NA,NA
"77",4,1,"fluoxetine_td",2,0
"77",4,2,"FLUOXETINE.HCL_CAP.20MG",2,0
"77",4,3,"fluoxetine_op",1,0
"77",4,4,"CO.CODAMOL.EFF_TAB.30MG.500MG",1,0
"77",4,5,NA,NA,NA
"173",3,1,"WARFARIN.SOD_TAB.1MG",2,0
"173",3,2,"WARFARIN.SOD_TAB.3MG",1,0
"173",3,3,"WARFARIN.SOD_TAB.5MG",1,0
"173",3,4,NA,NA,NA
"173",3,5,NA,NA,NA
"172",3,1,"SILDENAFIL_TAB.100MG",2,0
"172",3,2,"VIAGRA_TAB.100MG",1,0
"172",3,3,"SILDENAFIL_TAB.50MG",1,0
"172",3,4,NA,NA,NA
"172",3,5,NA,NA,NA
"167",3,1,"PROPRANOLOL.HCL_CAP.80MG.M.R",2,0
"167",3,2,"HALF.INDERAL.LA_CAP.80MG",1,0
"167",3,3,"PROPRANOLOL.HCL_TAB.80MG",1,0
"167",3,4,NA,NA,NA
"167",3,5,NA,NA,NA
"161",3,1,"ACUPAN_TAB.30MG",2,0
"161",3,2,"CODEINE.PHOS_TAB.30MG",1,0
"161",3,3,"NEFOPAM.HCL_TAB.30MG",1,0
"161",3,4,NA,NA,NA
"161",3,5,NA,NA,NA
"158",3,1,"LYMECYCLINE_CAP.408MG",2,0
"158",3,2,"TETRALYSAL.300_CAP",2,0
"158",3,3,"ZINERYT_LOT",2,0
"158",3,4,NA,NA,NA
"158",3,5,NA,NA,NA
"157",3,1,"AIROMIR_AUTOHALER.100MCG..200.D..CFF",2,0
"157",3,2,"NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY",1,0
"157",3,3,"SALAMOL.E.BREATHE_INH.100MCG..200.D..CFF",1,0
"157",3,4,NA,NA,NA
"157",3,5,NA,NA,NA
"140",3,1,"FLUCLOX.SOD_CAP.500MG",2,0
"140",3,2,"CHLORPHENAMINE.MAL_TAB.4MG",1,0
"140",3,3,"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG",1,0
"140",3,4,NA,NA,NA
"140",3,5,NA,NA,NA
"137",3,1,"CETIRIZINE.HCL_TAB.10MG",2,0
"137",3,2,"LYCLEAR_DERMAL.CRM.5.",1,0
"137",3,3,"LORATADINE_TAB.10MG",1,0
"137",3,4,NA,NA,NA
"137",3,5,NA,NA,NA
"112",3,1,"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED",2,0
"112",3,2,"A419_SEPSIS..UNSPECIFIED",1,0
"112",3,3,"M6289_OTHER.SPECIFIED.DISORDERS.OF.MUSCLE..SITE.UNSPECIFIED.",1,0
"112",3,4,NA,NA,NA
"112",3,5,NA,NA,NA
"110",3,1,"T814_INFECTION.FOLLOWING.A.PROCEDURE..NOT.ELSEWHERE.CLASSIFIED",2,0
"110",3,2,"Y838_ABNORMAL.REACTION.TO.OR.LATER.COMPLICATION.OF.OTHER.SURGICAL.PROCEDURES",1,0
"110",3,3,"Y831_ABN.REACT.TO.LATER.COMPLIC.OF.OP.WITH.IMPLANT.OF.ARTIFICIAL.INTERN.DEVICE",1,0
"110",3,4,NA,NA,NA
"110",3,5,NA,NA,NA
"108",3,1,"SERTRALINE.HCL_TAB.100MG",2,0
"108",3,2,"sertraline_td",1,0
"108",3,3,"SERTRALINE.HCL_TAB.50MG",1,0
"108",3,4,NA,NA,NA
"108",3,5,NA,NA,NA
"105",3,1,"OXYCONTIN_TAB.20MG.M.R",2,0
"105",3,2,"oxycodone_td",1,0
"105",3,3,"CYCLIZINE.HCL_TAB.50MG",1,0
"105",3,4,NA,NA,NA
"105",3,5,NA,NA,NA
"102",3,1,"I469_CARDIAC.ARREST..UNSPECIFIED",2,0
"102",3,2,"lignocaine_td",1,0
"102",3,3,"G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED",1,0
"102",3,4,NA,NA,NA
"102",3,5,NA,NA,NA
"78",3,1,"CARBAMAZEPINE_TAB.200MG",2,0
"78",3,2,"tramadol_op",1,0
"78",3,3,"CARBAMAZEPINE_TAB.100MG",1,0
"78",3,4,NA,NA,NA
"78",3,5,NA,NA,NA
"63",3,1,"relative_s_home_lw",2,0
"63",3,2,"with_parents_lww",1,0
"63",3,3,"with_relatives_lww",1,0
"63",3,4,NA,NA,NA
"63",3,5,NA,NA,NA
"60",3,1,"hostel_pdu",2,0
"60",3,2,"hostel_lw",1,0
"60",3,3,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE",1,0
"60",3,4,NA,NA,NA
"60",3,5,NA,NA,NA
"174",2,1,"HYPROMELLOSE_EYE.DPS.0.3.",1,0
"174",2,2,"VISCOTEARS_LIQ.GEL.2MG.G",1,0
"174",2,3,NA,NA,NA
"174",2,4,NA,NA,NA
"174",2,5,NA,NA,NA
"171",2,1,"FYBOGEL_GRAN.SACH.3.5G.ORANGE.G.F.S.F",1,0
"171",2,2,"METHADONE.HCL_LINCT.2MG.5ML",1,0
"171",2,3,NA,NA,NA
"171",2,4,NA,NA,NA
"171",2,5,NA,NA,NA
"168",2,1,"VENTOLIN_EVOHALER.100MCG..200.D.",1,0
"168",2,2,"VENTOLIN_ACCUHALER.200MCG..60.D.",1,0
"168",2,3,NA,NA,NA
"168",2,4,NA,NA,NA
"168",2,5,NA,NA,NA
"165",2,1,"BRICANYL_TURBOHALER.500MCG..100.D.",1,0
"165",2,2,"TERBUT.SULF_B.A.INHA.500MCG..100.D.",1,0
"165",2,3,NA,NA,NA
"165",2,4,NA,NA,NA
"165",2,5,NA,NA,NA
"164",2,1,"DIPROBASE_CRM",1,0
"164",2,2,"BETAMETH.VAL_OINT.0.1.",1,0
"164",2,3,NA,NA,NA
"164",2,4,NA,NA,NA
"164",2,5,NA,NA,NA
"163",2,1,"NIQUITIN.CLR_PATCH.14MG.24HRS.STEP.2.",1,0
"163",2,2,"NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.",1,0
"163",2,3,NA,NA,NA
"163",2,4,NA,NA,NA
"163",2,5,NA,NA,NA
"162",2,1,"CYMBALTA_CAP.G.R.60MG",1,0
"162",2,2,"DULOXETINE.HCL_CAP.G.R.60MG",1,0
"162",2,3,NA,NA,NA
"162",2,4,NA,NA,NA
"162",2,5,NA,NA,NA
"160",2,1,"QUININE.SULF_TAB.200MG",1,0
"160",2,2,"CARBOCISTEINE_CAP.375MG",1,0
"160",2,3,NA,NA,NA
"160",2,4,NA,NA,NA
"160",2,5,NA,NA,NA
"159",2,1,"FOLIC.ACID_TAB.400MCG",1,0
"159",2,2,"FERR.SULF_TAB.200MG",1,0
"159",2,3,NA,NA,NA
"159",2,4,NA,NA,NA
"159",2,5,NA,NA,NA
"156",2,1,"DOVOBET_OINT.0.005..0.05.",1,0
"156",2,2,"CAPASAL_THERAPEUTIC.SHAMPOO",1,0
"156",2,3,NA,NA,NA
"156",2,4,NA,NA,NA
"156",2,5,NA,NA,NA
"153",2,1,"RISPERIDONE_TAB.2MG",1,0
"153",2,2,"RISPERIDONE_TAB.1MG",1,0
"153",2,3,NA,NA,NA
"153",2,4,NA,NA,NA
"153",2,5,NA,NA,NA
"152",2,1,"E45_CRM",1,0
"152",2,2,"CYMEX_CRM",1,0
"152",2,3,NA,NA,NA
"152",2,4,NA,NA,NA
"152",2,5,NA,NA,NA
"151",2,1,"VARENICLINE.TART_TAB.1MG",1,0
"151",2,2,"VARENICLINE.TART_TI.P..TAB.0.5MG.1MG.",1,0
"151",2,3,NA,NA,NA
"151",2,4,NA,NA,NA
"151",2,5,NA,NA,NA
"149",2,1,"ADCAL.D3_TAB.CHBLE..TUTTI.FRUTTI.",1,0
"149",2,2,"ALENDRONIC.ACID_TAB.70MG",1,0
"149",2,3,NA,NA,NA
"149",2,4,NA,NA,NA
"149",2,5,NA,NA,NA
"147",2,1,"CO.CODAMOL_CAP.30MG.500MG",1,0
"147",2,2,"CO.CODAMOL_CAP.8MG.500MG",1,0
"147",2,3,NA,NA,NA
"147",2,4,NA,NA,NA
"147",2,5,NA,NA,NA
"146",2,1,"CO.DYDRAMOL_TAB.10MG.500MG",1,0
"146",2,2,"IBUPROFEN_GEL.10.",1,0
"146",2,3,NA,NA,NA
"146",2,4,NA,NA,NA
"146",2,5,NA,NA,NA
"145",2,1,"PHENERGAN_TAB.25MG",1,0
"145",2,2,"PROMETHAZINE.HCL_TAB.25MG",1,0
"145",2,3,NA,NA,NA
"145",2,4,NA,NA,NA
"145",2,5,NA,NA,NA
"144",2,1,"FLUCONAZOLE_CAP.50MG",1,0
"144",2,2,"NYSTATIN_ORAL.SUSP.100.000U.ML",1,0
"144",2,3,NA,NA,NA
"144",2,4,NA,NA,NA
"144",2,5,NA,NA,NA
"143",2,1,"ERYTHROMYCIN_TAB.E.C.250MG",1,0
"143",2,2,"OTEX_EAR.DPS.5.",1,0
"143",2,3,NA,NA,NA
"143",2,4,NA,NA,NA
"143",2,5,NA,NA,NA
"142",2,1,"DICLOFENAC.SOD_GEL.1.16.",1,0
"142",2,2,"VOLTAROL.EMULGEL_AQ.GEL.1.16.",1,0
"142",2,3,NA,NA,NA
"142",2,4,NA,NA,NA
"142",2,5,NA,NA,NA
"141",2,1,"DERMOL.500_LOT",1,0
"141",2,2,"EUMOVATE_CRM.0.05.",1,0
"141",2,3,NA,NA,NA
"141",2,4,NA,NA,NA
"141",2,5,NA,NA,NA
"138",2,1,"CHLORAMPHEN_EYE.DPS.0.5.",1,0
"138",2,2,"CHLORAMPHEN_EYE.OINT.1.",1,0
"138",2,3,NA,NA,NA
"138",2,4,NA,NA,NA
"138",2,5,NA,NA,NA
"136",2,1,"F412_MIXED.ANXIETY.AND.DEPRESSIVE.DISORDER",1,0
"136",2,2,"SOD.CROMOGLICATE_EYE.DPS.AQ.2.",1,0
"136",2,3,NA,NA,NA
"136",2,4,NA,NA,NA
"136",2,5,NA,NA,NA
"131",2,1,"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL",1,0
"131",2,2,"S663_INJURY.OF.EXTENSOR.MUSCLE...TENDON.OF.OTHER.FINGER.AT.WRIST.AND.HAND.LEVEL",1,0
"131",2,3,NA,NA,NA
"131",2,4,NA,NA,NA
"131",2,5,NA,NA,NA
"130",2,1,"K529_NONINFECTIVE.GASTROENTERITIS.AND.COLITIS..UNSPECIFIED",1,0
"130",2,2,"LOPERAMIDE.HCL_CAP.2MG",1,0
"130",2,3,NA,NA,NA
"130",2,4,NA,NA,NA
"130",2,5,NA,NA,NA
"129",2,1,"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN",1,0
"129",2,2,"METRONIDAZOLE_TAB.400MG",1,0
"129",2,3,NA,NA,NA
"129",2,4,NA,NA,NA
"129",2,5,NA,NA,NA
"127",2,1,"K921_MELAENA",1,0
"127",2,2,"F104_MENTAL.AND.BEHAVIOURAL.DISORDERS.AND.DELIRIUM.DUE.TO.WITHDRAWAL.OF.ALCOHOL",1,0
"127",2,3,NA,NA,NA
"127",2,4,NA,NA,NA
"127",2,5,NA,NA,NA
"126",2,1,"Z720_TOBACCO.USE",1,0
"126",2,2,"Z871_PERSONAL.HISTORY.OF.DISEASES.OF.THE.DIGESTIVE.SYSTEM",1,0
"126",2,3,NA,NA,NA
"126",2,4,NA,NA,NA
"126",2,5,NA,NA,NA
"122",2,1,"S011_OPEN.WOUND.OF.EYELID.AND.PERIOCULAR.AREA",1,0
"122",2,2,"W109_FALL.ON.AND.FROM.STAIRS.AND.STEPS.IN.UNSPECIFIED.PLACE",1,0
"122",2,3,NA,NA,NA
"122",2,4,NA,NA,NA
"122",2,5,NA,NA,NA
"119",2,1,"R074_CHEST.PAIN..UNSPECIFIED",1,0
"119",2,2,"R073_OTHER.CHEST.PAIN",1,0
"119",2,3,NA,NA,NA
"119",2,4,NA,NA,NA
"119",2,5,NA,NA,NA
"115",2,1,"R55X_SYNCOPE.AND.COLLAPSE",1,0
"115",2,2,"K296_OTHER.GASTRITIS",1,0
"115",2,3,NA,NA,NA
"115",2,4,NA,NA,NA
"115",2,5,NA,NA,NA
"104",2,1,"oxazepam_td",1,0
"104",2,2,"temazepam_td",1,0
"104",2,3,NA,NA,NA
"104",2,4,NA,NA,NA
"104",2,5,NA,NA,NA
"98",2,1,"ecstasy_mdma_td",1,0
"98",2,2,"other_illicit_drug_td",1,0
"98",2,3,NA,NA,NA
"98",2,4,NA,NA,NA
"98",2,5,NA,NA,NA
"83",2,1,"drug_or_alcohol_psychosis_pc",1,0
"83",2,2,"F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED",1,0
"83",2,3,NA,NA,NA
"83",2,4,NA,NA,NA
"83",2,5,NA,NA,NA
"81",2,1,"bi_polar_disorder_pc",1,0
"81",2,2,"F319_BIPOLAR.AFFECTIVE.DISORDER..UNSPECIFIED",1,0
"81",2,3,NA,NA,NA
"81",2,4,NA,NA,NA
"81",2,5,NA,NA,NA
"71",2,1,"migraine_headaches_mc",1,0
"71",2,2,"SUMATRIPTAN_TAB.50MG",1,0
"71",2,3,NA,NA,NA
"71",2,4,NA,NA,NA
"71",2,5,NA,NA,NA
"59",2,1,"homeless_accomodation_lw",1,0
"59",2,2,"hotel_b_b_temporary_accomodation_pdu",1,0
"59",2,3,NA,NA,NA
"59",2,4,NA,NA,NA
"59",2,5,NA,NA,NA
"58",2,1,"friend_s_home_lw",1,0
"58",2,2,"with_friends_lww",1,0
"58",2,3,NA,NA,NA
"58",2,4,NA,NA,NA
"58",2,5,NA,NA,NA
"36",2,1,"inhalation_edu",1,0
"36",2,2,"volatile_substances_td",1,0
"36",2,3,NA,NA,NA
"36",2,4,NA,NA,NA
"36",2,5,NA,NA,NA
"20",2,1,"hospital_inpatient_treatment_cha",1,0
"20",2,2,"hospital_outpatient_treatment_cha",1,0
"20",2,3,NA,NA,NA
"20",2,4,NA,NA,NA
"20",2,5,NA,NA,NA
"4",2,1,"lossofchildcustody_rse",1,0
"4",2,2,"childcustodyissues_rse",1,0
"4",2,3,NA,NA,NA
"4",2,4,NA,NA,NA
"4",2,5,NA,NA,NA
"202",1,1,"AEROCHAMBER.PLUS",0,0
"202",1,2,NA,NA,NA
"202",1,3,NA,NA,NA
"202",1,4,NA,NA,NA
"202",1,5,NA,NA,NA
