"variable","community","degree","closeness","betweenness","strength","source"
"SEVREDOL_TAB.10MG",104,1,0.125,0,1,"PIS"
"LACTULOSE_SOLN.3.1G.3.7G.5ML",103,1,1,0,1,"PIS"
"SENNA_TAB.7.5MG",103,1,1,0,1,"PIS"
"METHADONE.HCL_MIX.1MG.1ML",102,2,0.5,1.97156996116007e-05,2,"PIS"
"METHADONE.HCL_MIX.1MG.1ML.S.F",102,1,0.333333333333333,0,1,"PIS"
"METHADONE.HCL_ORAL.SOLN.1MG.1ML.S.F",102,1,0.333333333333333,0,1,"PIS"
"LANSOPRAZOLE_CAP.30MG..E.C.GRAN.",101,2,0.5,1.97156996116007e-05,2,"PIS"
"ATARAX_TAB.25MG",101,1,0.333333333333333,0,1,"PIS"
"LANSOPRAZOLE_CAP.15MG..E.C.GRAN.",101,1,0.333333333333333,0,1,"PIS"
"DISULFIRAM_TAB.200MG",100,3,0.2,9.85784980580036e-05,3,"PIS"
"ACAMPROSATE.CALC_TAB.E.C.333MG",100,2,0.166666666666667,5.91470988348022e-05,2,"PIS"
"ANTABUSE_TAB.200MG",100,1,0.125,0,1,"PIS"
"CHLORDIAZEPOX.HCL_CAP.5MG",100,1,0.125,0,1,"PIS"
"CAMPRAL.EC_TAB.333MG",100,1,0.111111111111111,0,1,"PIS"
"THIAMINE.HCL_TAB.100MG",99,2,0.25,9.85784980580036e-06,2,"PIS"
"VIT.B.CO.STRONG_TAB",99,2,0.25,9.85784980580036e-06,2,"PIS"
"CHLORDIAZEPOX.HCL_CAP.10MG",99,2,0.25,9.85784980580036e-06,2,"PIS"
"CHLORDIAZEPOX.HCL_TAB.10MG",99,2,0.25,9.85784980580036e-06,2,"PIS"
"ZOPICLONE_TAB.7.5MG",98,1,1,0,1,"PIS"
"ZOPICLONE_TAB.3.75MG",98,1,1,0,1,"PIS"
"TRANEXAMIC.ACID_TAB.500MG",97,1,1,0,1,"PIS"
"MEFENAMIC.ACID_TAB.500MG",97,1,1,0,1,"PIS"
"TRAMADOL.HCL_CAP.50MG",96,2,0.142857142857143,5.91470988348022e-05,2,"PIS"
"PROCHLPZINE.MAL_TAB.5MG",96,2,0.166666666666667,7.88627984464029e-05,2,"PIS"
"REMEDEINE.FTE_TAB",96,2,0.142857142857143,5.91470988348022e-05,2,"PIS"
"TRAMADOL.HCL_CAP.100MG.M.R",96,1,0.1,0,1,"PIS"
"PARACET.DIHYDROCODEINE_TAB.500MG.30MG",96,1,0.1,0,1,"PIS"
"SERTRALINE.HCL_TAB.100MG",95,1,1,0,1,"PIS"
"SERTRALINE.HCL_TAB.50MG",95,1,1,0,1,"PIS"
"PIROXICAM_GEL.0.5.",94,0,NA,0,0,"PIS"
"PHENERGAN_TAB.25MG",93,1,1,0,1,"PIS"
"PROMETHAZINE.HCL_TAB.25MG",93,1,1,0,1,"PIS"
"ORLISTAT_CAP.120MG",92,1,1,0,1,"PIS"
"TRIMETHOPRIM_TAB.200MG",92,1,1,0,1,"PIS"
"MIRTAZAPINE_TAB.30MG",91,2,0.0909090909090909,7.88627984464029e-05,2,"PIS"
"MIRTAZAPINE_TAB.45MG",91,2,0.111111111111111,0.000118294197669604,2,"PIS"
"MIRTAZAPINE_ORODISPER.TAB.30MG",91,2,0.0909090909090909,7.88627984464029e-05,2,"PIS"
"MIRTAZAPINE_ORODISPER.TAB.45MG",91,2,0.111111111111111,0.000118294197669604,2,"PIS"
"MIRTAZAPINE_TAB.15MG",91,1,0.0666666666666667,0,1,"PIS"
"MIRTAZAPINE_ORODISPER.TAB.15MG",91,1,0.0666666666666667,0,1,"PIS"
"MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN",90,1,1,0,1,"PIS"
"SAVLON_ANTIS.CRM",90,1,1,0,1,"PIS"
"LYCLEAR_DERMAL.CRM.5.",89,1,1,0,1,"PIS"
"CO.CODAMOL_TAB.30MG.500MG",89,1,1,0,1,"PIS"
"PARACET_TAB.500MG",88,2,0.5,1.97156996116007e-05,2,"PIS"
"IBUPROFEN_TAB.400MG",88,1,0.333333333333333,0,1,"PIS"
"PARACET_CAP.500MG",88,1,0.333333333333333,0,1,"PIS"
"FLUCLOX.SOD_CAP.500MG",87,1,1,0,1,"PIS"
"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG",87,1,1,0,1,"PIS"
"CLARITHROMYCIN_TAB.250MG",86,1,1,0,1,"PIS"
"TERBINAFINE.HCL_CRM.1.",86,1,1,0,1,"PIS"
"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.",85,2,0.142857142857143,5.91470988348022e-05,2,"PIS"
"CHLORHEX.GLUCON_MTHWSH.0.2.",85,2,0.166666666666667,7.88627984464029e-05,2,"PIS"
"PEPTAC_LIQ..ANISEED..S.F",85,2,0.142857142857143,5.91470988348022e-05,2,"PIS"
"PEPTAC_LIQ..PEPPERMINT..S.F",85,1,0.1,0,1,"PIS"
"ACICLOVIR_CRM.5.",85,1,0.1,0,1,"PIS"
"CANESTEN_COMBI.PESS.500MG.CRM.2.",84,2,0.25,3.94313992232014e-05,2,"PIS"
"CLOTRIMAZOLE_PESS.500MG",84,2,0.25,3.94313992232014e-05,2,"PIS"
"CLOTRIMAZOLE_CRM.1.",84,1,0.166666666666667,0,1,"PIS"
"CANESTEN_ORAL.CRM.DUO.1.CAP.150MG.CRM2..",84,1,0.166666666666667,0,1,"PIS"
"AMITRIPTYLINE.HCL_TAB.25MG",83,1,1,0,1,"PIS"
"AMITRIPTYLINE.HCL_TAB.50MG",83,1,1,0,1,"PIS"
"R51X_HEADACHE",82,0,NA,0,0,"SMR"
"S010_OPEN.WOUND.OF.SCALP",81,1,1,0,1,"SMR"
"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL",81,1,1,0,1,"SMR"
"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES",80,1,1,0,1,"SMR"
"X649_SELF.POISON.BY.OTHER.UNSPEC.DRUGS.MEDIC..BIOL.SUBS.IN.UNSPECIFIED.PLACE",80,1,1,0,1,"SMR"
"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",79,2,0.5,1.97156996116007e-05,2,"SMR"
"S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED",79,1,0.333333333333333,0,1,"SMR"
"Z915_PERSONAL.HISTORY.OF.SELF.HARM",79,1,0.333333333333333,0,1,"SMR"
"S099_UNSPECIFIED.INJURY.OF.HEAD",78,2,0.5,1.97156996116007e-05,2,"SMR"
"X599_EXPOSURE.TO.UNSPECIFIED.FACTOR.IN.UNSPECIFIED.PLACE",78,1,0.333333333333333,0,1,"SMR"
"Z043_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.ACCIDENT",78,1,0.333333333333333,0,1,"SMR"
"Y049_ASSAULT.BY.BODILY.FORCE.IN.UNSPECIFIED.PLACE",77,3,0.142857142857143,0.000157725596892806,3,"SMR"
"S009_SUPERFICIAL.INJURY.OF.HEAD..PART.UNSPECIFIED",77,2,0.111111111111111,7.88627984464029e-05,2,"SMR"
"Z045_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.INFLICTED.INJURY",77,2,0.111111111111111,7.88627984464029e-05,2,"SMR"
"X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",77,1,0.0769230769230769,0,1,"SMR"
"F1001_MENTAL.BEHAVIOUR.DIS.DUE.TO.ALCOHOL.ACUTE.INTOX.TRAUMA.OTHER.BODILY.INJURY",77,1,0.0769230769230769,0,1,"SMR"
"S0260_CLOSED.FRACTURE.OF.MANDIBLE",77,1,0.0909090909090909,0,1,"SMR"
"W279_CONTACT.WITH.NONPOWERED.HAND.TOOL.IN.UNSPECIFIED.PLACE",76,2,0.142857142857143,5.91470988348022e-05,2,"SMR"
"M7986_OTHER.SPECIFIED.SOFT.TISSUE.DISORDERS..LOWER.LEG.",76,2,0.166666666666667,7.88627984464029e-05,2,"SMR"
"DIPROBASE_CRM",76,2,0.142857142857143,5.91470988348022e-05,2,"PIS"
"L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",76,1,0.1,0,1,"SMR"
"CLOBET.BUT_CRM.0.05.",76,1,0.1,0,1,"PIS"
"F1122_OPIOIDS.DEPENDENCE.SYNDR.CONTROLLED.DEPENDENCE",75,0,NA,0,0,"SMR"
"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME",74,1,1,0,1,"SMR"
"Z502_ALCOHOL.REHABILITATION",74,1,1,0,1,"SMR"
"X619_SELF.POISON.BY.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUGS..IN.UNSPECIFIED.PLACE",73,5,0.00662251655629139,0.00722580390765166,5,"SMR"
"T424_POISONING.BY.BENZODIAZEPINES",73,4,0.00645161290322581,0.00595939880259984,4,"SMR"
"T402_POISONING.BY.OTHER.OPIOIDS",73,4,0.00588235294117647,0.00441500233302445,4,"SMR"
"T403_POISONING.BY.METHADONE",73,4,0.00546448087431694,0.0013708983129933,4,"SMR"
"X610_INTENT.SELF.POISONING.BY.ANTIEPILEP.ANTIPARKISM..PSYCHOTROP.DRUG.AT.HOME",73,4,0.00588235294117647,0.00227716330513988,4,"SMR"
"T391_POISONING.BY.4.AMINOPHENOL.DERIVATIVES",73,3,0.00523560209424084,0.00362768872853453,3,"SMR"
"T401_POISONING.BY.HEROIN",73,3,0.00431034482758621,8.93778382392566e-05,3,"SMR"
"X629_INTENT.SELF.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.IN.UNSPECIFIED.PLACE",73,3,0.005,0.000400228702115494,3,"SMR"
"T433_POISONING.BY.PHENOTHIAZINE.ANTIPSYCHOTICS.AND.NEUROLEPTICS",73,3,0.00595238095238095,0.00392342422270854,3,"SMR"
"X620_INTENT.SELF.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.AT.HOME",73,3,0.005,0.000400228702115494,3,"SMR"
"T393_POISONING.BY.OTHER.NONSTEROIDAL.ANTI.INFLAMMATORY.DRUGS..NSAID.",73,2,0.00467289719626168,0.000315451193785611,2,"SMR"
"T426_POISONING.BY.OTHER.ANTIEPILEPTIC.AND.SEDATIVE.HYPNOTIC.DRUGS",73,2,0.00510204081632653,0.000670333786794424,2,"SMR"
"X600_SELF.POISON.BY.NONOPIOID.ANALGESICS..ANTIPYRETICS.ANTIRHEUMATICS.AT.HOME",73,2,0.00467289719626168,0.000315451193785611,2,"SMR"
"X609_SELF.POISON.BY.NONOPIOID.ANALGES.ANTIPYRET.ANTIRHEUM.IN.UNSPEC.PLACE",73,2,0.0045662100456621,0.00260247234873129,2,"SMR"
"T430_POISONING.BY.TRICYCLIC.AND.TETRACYCLIC.ANTIDEPRESSANTS",73,2,0.00555555555555556,0.000256304094950809,2,"SMR"
"X429_ACC.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.NEC.IN.UNSPECIFIED.PLACE",73,2,0.00460829493087558,0.000101207258006217,2,"SMR"
"OLANZAPINE_TAB.5MG",73,2,0.00355871886120996,0.00138009897281205,2,"PIS"
"OLANZAPINE_TAB.10MG",73,2,0.00317460317460317,0.000709765186017626,2,"PIS"
"OLANZAPINE_TAB.2.5MG",73,2,0.00401606425702811,0.00201100136038327,2,"PIS"
"T435_POISONING.BY.OTHER...UNSPECIFIED.ANTIPSYCHOTICS.AND.NEUROLEPTICS",73,1,0.0053475935828877,0,1,"SMR"
"OLANZAPINE_TAB.20MG",73,1,0.00284900284900285,0,1,"PIS"
"F103_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.WITHDRAWAL.OF.ALCOHOL",72,1,1,0,1,"SMR"
"F100_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.ALCOHOL",72,1,1,0,1,"SMR"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG",71,4,0.0714285714285714,0.000414029691843615,4,"PIS"
"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION",71,3,0.0555555555555556,0.000256304094950809,3,"SMR"
"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED",71,2,0.0666666666666667,0.000295735494174011,2,"SMR"
"SPIRIVA_PDR.FOR.INH.CAP.18MCG",71,2,0.0526315789473684,0.000138009897281205,2,"PIS"
"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED",71,1,0.0384615384615385,0,1,"SMR"
"J189_PNEUMONIA..UNSPECIFIED",71,1,0.04,0,1,"SMR"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV",71,1,0.0476190476190476,0,1,"PIS"
"ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.",71,1,0.0476190476190476,0,1,"PIS"
"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED",71,1,0.04,0,1,"SMR"
"GABAPENTIN_CAP.100MG",70,2,0.25,3.94313992232014e-05,2,"PIS"
"GABAPENTIN_CAP.300MG",70,2,0.25,3.94313992232014e-05,2,"PIS"
"Y838_ABNORMAL.REACTION.TO.OR.LATER.COMPLICATION.OF.OTHER.SURGICAL.PROCEDURES",70,1,0.166666666666667,0,1,"SMR"
"GABAPENTIN_TAB.600MG",70,1,0.166666666666667,0,1,"PIS"
"R101_PAIN.LOCALIZED.TO.UPPER.ABDOMEN",69,2,0.5,1.97156996116007e-05,2,"SMR"
"R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN",69,1,0.333333333333333,0,1,"SMR"
"R11X_NAUSEA.AND.VOMITING",69,1,0.333333333333333,0,1,"SMR"
"oxazepam_td",68,1,1,0,1,"NDRDD"
"temazepam_td",68,1,1,0,1,"NDRDD"
"other_nps_td",67,1,1,0,1,"NDRDD"
"CIPROFLOXACIN_TAB.500MG",67,1,1,0,1,"PIS"
"nordiazepam_td",66,0,NA,0,0,"NDRDD"
"lignocaine_td",65,1,1,0,1,"NDRDD"
"I469_CARDIAC.ARREST..UNSPECIFIED",65,1,1,0,1,"SMR"
"heroin_morphine_td",64,0,NA,0,0,"NDRDD"
"etizolam_td",63,0,NA,0,0,"NDRDD"
"ecstasy_mdma_td",62,1,1,0,1,"NDRDD"
"other_illicit_drug_td",62,1,1,0,1,"NDRDD"
"diazepam_td",61,0,NA,0,0,"NDRDD"
"codeine_td",60,0,NA,0,0,"NDRDD"
"buprenorphine_td",59,0,NA,0,0,"NDRDD"
"amphetamines_td",58,0,NA,0,0,"NDRDD"
"alprazolam_td",57,0,NA,0,0,"NDRDD"
"outdoors_pdu",56,0,NA,0,0,"NDRDD"
"others_home_pdu",55,0,NA,0,0,"NDRDD"
"CHLORPROMAZINE.HCL_TAB.50MG",54,3,0.00515463917525773,0.00323337473630252,3,"PIS"
"F200_PARANOID.SCHIZOPHRENIA",54,2,0.00344827586206897,0.000709765186017626,2,"SMR"
"F209_SCHIZOPHRENIA..UNSPECIFIED",54,2,0.00390625,0.00138009897281205,2,"SMR"
"PROCYCLIDINE.HCL_TAB.5MG",54,2,0.00446428571428571,0.00201100136038327,2,"PIS"
"schizophrenia_pc",54,1,0.00306748466257669,0,1,"NDRDD"
"CHLORPROMAZINE.HCL_TAB.25MG",54,1,0.00434782608695652,0,1,"PIS"
"no_known_psychiatric_conditions_pc",53,0,NA,0,0,"NDRDD"
"depression_low_mood_pc",52,0,NA,0,0,"NDRDD"
"anxiety_pc",51,0,NA,0,0,"NDRDD"
"a_dhd_add_pc",50,0,NA,0,0,"NDRDD"
"TEMAZEPAM_TAB.20MG",49,2,0.5,1.97156996116007e-05,2,"PIS"
"temazepam_op",49,1,0.333333333333333,0,1,"NDRDD"
"TEMAZEPAM_TAB.10MG",49,1,0.333333333333333,0,1,"PIS"
"fluoxetine_op",48,1,1,0,1,"NDRDD"
"fluoxetine_td",48,1,1,0,1,"NDRDD"
"DIAZEPAM_TAB.5MG",47,2,0.5,1.97156996116007e-05,2,"PIS"
"diazepam_op",47,1,0.333333333333333,0,1,"NDRDD"
"DIAZEPAM_TAB.2MG",47,1,0.333333333333333,0,1,"PIS"
"CITALOPRAM.HYDROB_TAB.20MG",46,4,0.00327868852459016,0.0027010508467893,4,"PIS"
"citalopram_td",46,2,0.00294985250737463,0.000709765186017626,2,"NDRDD"
"F329_DEPRESSIVE.EPISODE..UNSPECIFIED",46,2,0.00540540540540541,0.00496835630212338,2,"SMR"
"CITALOPRAM.HYDROB_TAB.10MG",46,2,0.0036101083032491,0.00315451193785611,2,"PIS"
"VENLAFAXINE_TAB.37.5MG",46,2,0.00398406374501992,0.00366712012775773,2,"PIS"
"VENLAFAXINE_TAB.75MG",46,2,0.00440528634361234,0.00414029691843615,2,"PIS"
"T432_POISONING.BY.OTHER.AND.UNSPECIFIED.ANTIDEPRESSANTS",46,2,0.00598802395209581,0.00532323889513219,2,"SMR"
"VENLAFAXINE_CAP.75MG.M.R",46,2,0.0048780487804878,0.00457404230989137,2,"PIS"
"citalopram_op",46,1,0.00266666666666667,0,1,"NDRDD"
"FLUOXETINE.HCL_CAP.20MG",46,1,0.00293255131964809,0,1,"PIS"
"CITALOPRAM.HYDROB_TAB.40MG",46,1,0.00293255131964809,0,1,"PIS"
"amitriptyline_td",45,2,0.5,1.97156996116007e-05,2,"NDRDD"
"amitriptyline_op",45,1,0.333333333333333,0,1,"NDRDD"
"nortriptyline_td",45,1,0.333333333333333,0,1,"NDRDD"
"PREDNISOLONE_TAB.5MG",44,3,0.05,0.000295735494174011,3,"PIS"
"SALBUTAMOL_INHA.100MCG..200.D..CFF",44,3,0.0555555555555556,0.000394313992232014,3,"PIS"
"AEROCHAMBER.PLUS",44,3,0.0625,0.000512608189901619,3,"PIS"
"CLENIL.MODULITE_INHA.100MCG..200D.",44,2,0.0416666666666667,0.000157725596892806,2,"PIS"
"SERETIDE.500_ACCUHALER.500MCG.50MCG.60D.",44,2,0.0454545454545455,0.000157725596892806,2,"PIS"
"respiratory_condition_including_copd_mc",44,1,0.0384615384615385,0,1,"NDRDD"
"J459_ASTHMA..UNSPECIFIED",44,1,0.03125,0,1,"SMR"
"AMOXICILLIN_CAP.500MG",44,1,0.0357142857142857,0,1,"PIS"
"SERETIDE.250_ACCUHALER.250MCG.50MCG.60D.",44,1,0.0333333333333333,0,1,"PIS"
"AMITRIPTYLINE.HCL_TAB.10MG",44,1,0.0357142857142857,0,1,"PIS"
"no_known_medical_conditions_mc",43,0,NA,0,0,"NDRDD"
"liver_disease_mc",42,1,1,0,1,"NDRDD"
"K709_ALCOHOLIC.LIVER.DISEASE..UNSPECIFIED",42,1,1,0,1,"SMR"
"hepatitis_c_mc",41,1,1,0,1,"NDRDD"
"Z225_CARRIER.OF.VIRAL.HEPATITIS",41,1,1,0,1,"SMR"
"epilepsy_seizures_mc",40,1,1,0,1,"NDRDD"
"G409_EPILEPSY..UNSPECIFIED",40,1,1,0,1,"SMR"
"I802_PHLEBITIS.AND.THROMBOPHLEBITIS.OF.OTHER.DEEP.VESSELS.OF.LOWER.EXTREMITIES",39,3,0.333333333333333,5.91470988348022e-05,3,"SMR"
"dvt_mc",39,1,0.2,0,1,"NDRDD"
"L022_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.TRUNK",39,1,0.2,0,1,"SMR"
"Z867_PERSONAL.HISTORY.OF.DISEASES.OF.THE.CIRCULATORY.SYSTEM",39,1,0.2,0,1,"SMR"
"SIMVASTATIN_TAB.40MG",38,3,0.142857142857143,0.000157725596892806,3,"PIS"
"METFORMIN.HCL_TAB.500MG",38,2,0.111111111111111,7.88627984464029e-05,2,"PIS"
"ASPIRIN.DISPER_TAB.75MG",38,2,0.111111111111111,7.88627984464029e-05,2,"PIS"
"diabetes_mc",38,1,0.0769230769230769,0,1,"NDRDD"
"I10X_ESSENTIAL..PRIMARY..HYPERTENSION",38,1,0.0769230769230769,0,1,"SMR"
"MOVICOL_PDR.SACH.13.8G..LEM...LIM.",38,1,0.0909090909090909,0,1,"PIS"
"chronic_pain_mc",37,0,NA,0,0,"NDRDD"
"cardiac_condition_mc",36,0,NA,0,0,"NDRDD"
"back_pain_injury_mc",35,0,NA,0,0,"NDRDD"
"no_fixed_abode_lw",34,0,NA,0,0,"NDRDD"
"homeless_accomodation_lw",33,4,0.0434782608695652,0.000611186687959622,4,"NDRDD"
"own_home_lw",33,4,0.04,0.000226730545533408,4,"NDRDD"
"relative_s_home_lw",33,4,0.04,0.000226730545533408,4,"NDRDD"
"living_alone_lww",33,4,0.0416666666666667,0.000379527217523314,4,"NDRDD"
"with_spouse_partner_lww",33,4,0.0454545454545455,0.00055696851402772,4,"NDRDD"
"friend_s_home_lw",33,2,0.032258064516129,0.000216872695727608,2,"NDRDD"
"with_parents_lww",33,2,0.0294117647058824,4.92892490290018e-06,2,"NDRDD"
"with_relatives_lww",33,2,0.0294117647058824,4.92892490290018e-06,2,"NDRDD"
"hostel_pdu",33,2,0.03125,0.000216872695727608,2,"NDRDD"
"hostel_lw",33,1,0.0232558139534884,0,1,"NDRDD"
"supported_accomodation_lw",33,1,0.0285714285714286,0,1,"NDRDD"
"with_friends_lww",33,1,0.0238095238095238,0,1,"NDRDD"
"hotel_b_b_temporary_accomodation_pdu",33,1,0.0294117647058824,0,1,"NDRDD"
"methadone_non_prescribed_idu",32,0,NA,0,0,"NDRDD"
"heroin_idu",31,0,NA,0,0,"NDRDD"
"diazepam_non_prescribed_idu",30,0,NA,0,0,"NDRDD"
"crack_cocaine_idu",29,0,NA,0,0,"NDRDD"
"cocaine_idu",28,0,NA,0,0,"NDRDD"
"unemployed_es",27,0,NA,0,0,"NDRDD"
"long_term_sick_disabled_es",26,0,NA,0,0,"NDRDD"
"employed_paid_unpaid_es",25,0,NA,0,0,"NDRDD"
"snorting_edu",24,0,NA,0,0,"NDRDD"
"oral_consumption_edu",23,0,NA,0,0,"NDRDD"
"no_evidence_of_drug_taking_or_alcohol_consumption_edu",22,0,NA,0,0,"NDRDD"
"injecting_edu",21,0,NA,0,0,"NDRDD"
"alcohol_consumption_edu",20,0,NA,0,0,"NDRDD"
"not_currently_prescribed_a_substitute_drug_cp",19,0,NA,0,0,"NDRDD"
"methadone_cp",18,1,1,0,1,"NDRDD"
"methadone_td",18,1,1,0,1,"NDRDD"
"no_known_contact_chnd",17,0,NA,0,0,"NDRDD"
"mental_health_services_chnd",16,0,NA,0,0,"NDRDD"
"housing_chnd",15,0,NA,0,0,"NDRDD"
"homeless_services_chnd",14,0,NA,0,0,"NDRDD"
"alcohol_services_chnd",13,0,NA,0,0,"NDRDD"
