"variable","community","degree","closeness","betweenness","strength","source"
"TRANEXAMIC.ACID_TAB.500MG",124,2,0.5,7.24244070251675e-06,2,"PIS"
"NORETHIST_TAB.5MG",124,1,0.333333333333333,0,1,"PIS"
"MEFENAMIC.ACID_TAB.500MG",124,1,0.333333333333333,0,1,"PIS"
"MST.CONTINUS_TAB.10MG",123,3,0.142857142857143,5.7939525620134e-05,3,"PIS"
"SEVREDOL_TAB.10MG",123,2,0.111111111111111,2.8969762810067e-05,2,"PIS"
"ORAMORPH_ORAL.SOLN.10MG.5ML",123,2,0.111111111111111,2.8969762810067e-05,2,"PIS"
"MORPH.SULF_ORAL.SOLN.10MG.5ML",123,1,0.0769230769230769,0,1,"PIS"
"MORPH.SULF_TAB.10MG",123,1,0.0769230769230769,0,1,"PIS"
"MST.CONTINUS_TAB.30MG",123,1,0.0909090909090909,0,1,"PIS"
"MIRTAZAPINE_TAB.45MG",122,3,0.111111111111111,7.96668477276842e-05,3,"PIS"
"MIRTAZAPINE_ORODISPER.TAB.45MG",122,3,0.1,6.51819663226507e-05,3,"PIS"
"MIRTAZAPINE_TAB.30MG",122,2,0.0833333333333333,3.62122035125837e-05,2,"PIS"
"MIRTAZAPINE_TAB.15MG",122,1,0.0588235294117647,0,1,"PIS"
"E45_CRM",122,1,0.0666666666666667,0,1,"PIS"
"MIRTAZAPINE_ORODISPER.TAB.30MG",122,1,0.0666666666666667,0,1,"PIS"
"PROPRANOLOL.HCL_TAB.10MG",122,1,0.0714285714285714,0,1,"PIS"
"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS",121,1,1,0,1,"PIS"
"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS",121,1,1,0,1,"PIS"
"LOPERAMIDE.HCL_CAP.2MG",120,1,1,0,1,"PIS"
"DIORALYTE_PDR.SACH..BLKCURRANT.",120,1,1,0,1,"PIS"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG",119,4,0.166666666666667,6.51819663226507e-05,4,"PIS"
"PREDNISOLONE_TAB.25MG",119,2,0.125,2.8969762810067e-05,2,"PIS"
"KETOPROFEN_GEL.2.5.",119,1,0.0833333333333333,0,1,"PIS"
"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV",119,1,0.1,0,1,"PIS"
"SPIRIVA_PDR.FOR.INH.CAP.18MCG",119,1,0.1,0,1,"PIS"
"PREDNISOLONE_TAB.E.C.5MG",119,1,0.1,0,1,"PIS"
"FUCIDIN_CRM.20MG.G",118,1,1,0,1,"PIS"
"PHOLCODINE_LINCT.5MG.5ML.S.F",118,1,1,0,1,"PIS"
"FLUCONAZOLE_CAP.50MG",117,1,1,0,1,"PIS"
"VERSATIS_MEDIC.PLASTR.5.",117,1,1,0,1,"PIS"
"GAVISCON.ADVANCE_LIQ..ANISEED..S.F",116,3,0.0588235294117647,0.000188303458265435,3,"PIS"
"GAVISCON.ADVANCE_LIQ..PEPPERMINT..S.F",116,3,0.0526315789473684,0.000144848814050335,3,"PIS"
"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG",116,2,0.04,5.7939525620134e-05,2,"PIS"
"WARFARIN.SOD_TAB.1MG",116,2,0.037037037037037,5.7939525620134e-05,2,"PIS"
"GAVISCON_LIQ.RELIEF.PEPPERMINT",116,2,0.0434782608695652,5.7939525620134e-05,2,"PIS"
"WARFARIN.SOD_TAB.3MG",116,2,0.0476190476190476,0.000101394169835234,2,"PIS"
"FLUCLOX.SOD_CAP.500MG",116,1,0.0303030303030303,0,1,"PIS"
"DOMPERIDONE_TAB.10MG",116,1,0.037037037037037,0,1,"PIS"
"GAVISCON_LIQ.ORIG.ANISEED.RELIEF",116,1,0.032258064516129,0,1,"PIS"
"WARFARIN.SOD_TAB.5MG",116,1,0.0285714285714286,0,1,"PIS"
"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.",115,3,0.333333333333333,2.17273221075502e-05,3,"PIS"
"ACICLOVIR_CRM.5.",115,1,0.2,0,1,"PIS"
"CHLORHEX.GLUCON_MTHWSH.0.2.",115,1,0.2,0,1,"PIS"
"CORSODYL_MTHWSH..MINT..0.2.",115,1,0.2,0,1,"PIS"
"CHLORAMPHEN_EYE.DPS.0.5.",114,1,1,0,1,"PIS"
"CHLORAMPHEN_EYE.OINT.1.",114,1,1,0,1,"PIS"
"CETIRIZINE.HCL_TAB.10MG",113,2,0.5,7.24244070251675e-06,2,"PIS"
"LYCLEAR_DERMAL.CRM.5.",113,1,0.333333333333333,0,1,"PIS"
"CANESTEN.HC_CRM",113,1,0.333333333333333,0,1,"PIS"
"QUETIAPINE_TAB.100MG",112,3,0.0714285714285714,0.000101394169835234,3,"PIS"
"R000_TACHYCARDIA..UNSPECIFIED",112,2,0.05,4.34546442151005e-05,2,"SMR"
"QUETIAPINE_TAB.25MG",112,2,0.0714285714285714,8.6909288430201e-05,2,"PIS"
"SEROQUEL_TAB.25MG",112,2,0.0625,7.24244070251675e-05,2,"PIS"
"QUETIAPINE_TAB.300MG",112,2,0.0555555555555556,4.34546442151005e-05,2,"PIS"
"MOMETASONE.FUR_AQ.N.SPY.50MCG..140.D.",112,1,0.0384615384615385,0,1,"PIS"
"QUETIAPINE_TAB.150MG",112,1,0.05,0,1,"PIS"
"QUETIAPINE_TAB.200MG",112,1,0.0416666666666667,0,1,"PIS"
"F151_MENTAL.BEHAV.DISORDERS.DUE.TO.HARMFUL.USE.OF.OTHER.STIMULANTS.INC.CAFFEINE",111,1,1,0,1,"SMR"
"WHITE.SOFT.PARAF.LIQ.PARAF_.S..50..50.",111,1,1,0,1,"PIS"
"J342_DEVIATED.NASAL.SEPTUM",110,1,1,0,1,"SMR"
"HYPROMELLOSE_EYE.DPS.0.3.",110,1,1,0,1,"PIS"
"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL",109,1,1,0,1,"SMR"
"W259_CONTACT.WITH.SHARP.GLASS.IN.UNSPECIFIED.PLACE",109,1,1,0,1,"SMR"
"F199_MENTAL.BEHAV.DISORDERS.DUE.TO.MULTIPLE.DRUG.PSYCHOACTIVE.SUBSTANCE.USE",108,1,1,0,1,"SMR"
"OTEX_EAR.DPS.5.",108,1,1,0,1,"PIS"
"Z004_GENERAL.PSYCHIATRIC.EXAMINATION..NOT.ELSEWHERE.CLASSIFIED",107,1,1,0,1,"SMR"
"BACLOFEN_TAB.10MG",107,1,1,0,1,"PIS"
"FERSAMAL_TAB.210MG",106,3,0.1,7.96668477276842e-05,3,"PIS"
"FERR.FUMAR_TAB.210MG",106,2,0.0909090909090909,5.7939525620134e-05,2,"PIS"
"FERR.SULF_TAB.200MG",106,2,0.0769230769230769,3.62122035125837e-05,2,"PIS"
"FOSTAIR_INH.100MCG.6MCG..120D..CFF",106,2,0.0714285714285714,3.62122035125837e-05,2,"PIS"
"K529_NONINFECTIVE.GASTROENTERITIS.AND.COLITIS..UNSPECIFIED",106,1,0.0666666666666667,0,1,"SMR"
"AEROCHAMBER.PLUS",106,1,0.0526315789473684,0,1,"PIS"
"VENTOLIN_EVOHALER.100MCG..200.D.",106,1,0.0555555555555556,0,1,"PIS"
"K590_CONSTIPATION",105,1,1,0,1,"SMR"
"Y450_ADVERSE.EFFECTS.OF.OPIOIDS.AND.RELATED.ANALGESICS",105,1,1,0,1,"SMR"
"Z720_TOBACCO.USE",104,1,1,0,1,"SMR"
"Z721_ALCOHOL.USE",104,1,1,0,1,"SMR"
"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED",103,2,0.25,1.44848814050335e-05,2,"SMR"
"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION",103,2,0.25,1.44848814050335e-05,2,"SMR"
"SPIRIVA_PDR.FOR.INH.CAP.18MCG.HANDIHALER",103,1,0.166666666666667,0,1,"PIS"
"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED",103,1,0.166666666666667,0,1,"SMR"
"F171_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.TOBACCO",102,1,1,0,1,"SMR"
"METRONIDAZOLE_TAB.400MG",102,1,1,0,1,"PIS"
"X420_ACC.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.NEC.AT.HOME",101,1,1,0,1,"SMR"
"CYMEX_CRM",101,1,1,0,1,"PIS"
"L089_LOCAL.INFECTION.OF.SKIN.AND.SUBCUTANEOUS.TISSUE..UNSPECIFIED",100,1,1,0,1,"SMR"
"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED",100,1,1,0,1,"SMR"
"DAKTARIN_OROMUCOSAL.GEL.20MG.G.S.F",99,3,0.2,3.62122035125837e-05,3,"PIS"
"DIFFLAM_P.SPY.0.15..30ML",99,2,0.166666666666667,2.17273221075502e-05,2,"PIS"
"W199_UNSPECIFIED.FALL.IN.UNSPECIFIED.PLACE",99,1,0.111111111111111,0,1,"SMR"
"NYSTATIN_ORAL.SUSP.100.000U.ML",99,1,0.125,0,1,"PIS"
"MENTHOL_.S.",99,1,0.125,0,1,"PIS"
"Z722_DRUG.USE",98,1,1,0,1,"SMR"
"Z864_PERSONAL.HISTORY.OF.PSYCHOACTIVE.SUBSTANCE.ABUSE",98,1,1,0,1,"SMR"
"Y009_ASSAULT.BY.BLUNT.OBJECT.IN.UNSPECIFIED.PLACE",97,0,NA,0,0,"SMR"
"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",96,2,0.5,7.24244070251675e-06,2,"SMR"
"F430_ACUTE.STRESS.REACTION",96,1,0.333333333333333,0,1,"SMR"
"S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED",96,1,0.333333333333333,0,1,"SMR"
"T391_POISONING.BY.4.AMINOPHENOL.DERIVATIVES",95,3,0.00354609929078014,0.00256744522904219,3,"SMR"
"X609_SELF.POISON.BY.NONOPIOID.ANALGES.ANTIPYRET.ANTIRHEUM.IN.UNSPEC.PLACE",95,3,0.00317460317460317,0.00196994387108456,3,"SMR"
"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES",95,3,0.00284090909090909,0.00158609451385117,3,"SMR"
"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER",95,2,0.00207900207900208,0.000340394713018287,2,"SMR"
"F6031_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER.BORDERLINE.TYPE",95,2,0.00229357798165138,0.000666304544631541,2,"SMR"
"T393_POISONING.BY.OTHER.NONSTEROIDAL.ANTI.INFLAMMATORY.DRUGS..NSAID.",95,2,0.00277777777777778,2.53485424588086e-05,2,"SMR"
"X600_SELF.POISON.BY.NONOPIOID.ANALGESICS..ANTIPYRETICS.ANTIRHEUMATICS.AT.HOME",95,2,0.00305810397553517,0.000144848814050335,2,"SMR"
"X640_SELF.POISON.BY.OTHER.UNSPEC.DRUGS..MEDIC..BIOL.SUBSTANCES.AT.HOME",95,2,0.00254452926208651,0.000977729494839761,2,"SMR"
"F609_PERSONALITY.DISORDER..UNSPECIFIED",95,1,0.00189393939393939,0,1,"SMR"
"X649_SELF.POISON.BY.OTHER.UNSPEC.DRUGS.MEDIC..BIOL.SUBS.IN.UNSPECIFIED.PLACE",95,1,0.0025062656641604,0,1,"SMR"
"L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",94,2,0.142857142857143,2.17273221075502e-05,2,"SMR"
"W279_CONTACT.WITH.NONPOWERED.HAND.TOOL.IN.UNSPECIFIED.PLACE",94,2,0.166666666666667,2.8969762810067e-05,2,"SMR"
"F1124_OPIOIDS.DEPENDENCE.SYNDR.CURRENT.USER..ACTIVE.DEPENDENCE.",94,2,0.142857142857143,2.17273221075502e-05,2,"SMR"
"L024_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.LIMB",94,1,0.1,0,1,"SMR"
"B956_STAPH.AUREUS.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS",94,1,0.1,0,1,"SMR"
"Y049_ASSAULT.BY.BODILY.FORCE.IN.UNSPECIFIED.PLACE",93,4,0.0476190476190476,0.000296940068803187,4,"SMR"
"S009_SUPERFICIAL.INJURY.OF.HEAD..PART.UNSPECIFIED",93,3,0.0434782608695652,0.000224515661778019,3,"SMR"
"S099_UNSPECIFIED.INJURY.OF.HEAD",93,3,0.037037037037037,0.000137606373347818,3,"SMR"
"F103_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.WITHDRAWAL.OF.ALCOHOL",93,2,0.027027027027027,7.24244070251675e-05,2,"SMR"
"Z045_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.INFLICTED.INJURY",93,2,0.0344827586206897,7.24244070251675e-05,2,"SMR"
"F100_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOXICATION.WITH.ALCOHOL",93,2,0.0344827586206897,0.000130363932645301,2,"SMR"
"X599_EXPOSURE.TO.UNSPECIFIED.FACTOR.IN.UNSPECIFIED.PLACE",93,1,0.027027027027027,0,1,"SMR"
"X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",93,1,0.0256410256410256,0,1,"SMR"
"F113_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.WITHDRAWAL.OF.OPIOIDS",93,1,0.0212765957446809,0,1,"SMR"
"F1001_MENTAL.BEHAVIOUR.DIS.DUE.TO.ALCOHOL.ACUTE.INTOX.TRAUMA.OTHER.BODILY.INJURY",93,1,0.0303030303030303,0,1,"SMR"
"Z043_EXAMINATION.AND.OBSERVATION.FOLLOWING.OTHER.ACCIDENT",93,1,0.027027027027027,0,1,"SMR"
"S0220_CLOSED.FRACTURE.OF.NASAL.BONES",93,1,0.032258064516129,0,1,"SMR"
"K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS",92,2,0.5,7.24244070251675e-06,2,"SMR"
"K297_GASTRITIS..UNSPECIFIED",92,1,0.333333333333333,0,1,"SMR"
"K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE",92,1,0.333333333333333,0,1,"SMR"
"F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS",91,1,1,0,1,"SMR"
"F131_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.SEDATIVES.OR.HYPNOTICS",91,1,1,0,1,"SMR"
"R11X_NAUSEA.AND.VOMITING",90,2,0.5,7.24244070251675e-06,2,"SMR"
"R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN",90,1,0.333333333333333,0,1,"SMR"
"R101_PAIN.LOCALIZED.TO.UPPER.ABDOMEN",90,1,0.333333333333333,0,1,"SMR"
"SERTRALINE.HCL_TAB.100MG",89,2,0.5,7.24244070251675e-06,2,"PIS"
"sertraline_td",89,1,0.333333333333333,0,1,"NDRDD"
"SERTRALINE.HCL_TAB.50MG",89,1,0.333333333333333,0,1,"PIS"
"oxazepam_td",88,1,1,0,1,"NDRDD"
"temazepam_td",88,1,1,0,1,"NDRDD"
"nordiazepam_td",87,0,NA,0,0,"NDRDD"
"methadone_td",86,0,NA,0,0,"NDRDD"
"I469_CARDIAC.ARREST..UNSPECIFIED",85,2,0.5,7.24244070251675e-06,2,"SMR"
"lignocaine_td",85,1,0.333333333333333,0,1,"NDRDD"
"G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED",85,1,0.333333333333333,0,1,"SMR"
"heroin_morphine_td",84,0,NA,0,0,"NDRDD"
"gabapentin_td",83,0,NA,0,0,"NDRDD"
"etizolam_td",82,0,NA,0,0,"NDRDD"
"ecstasy_mdma_td",81,1,1,0,1,"NDRDD"
"other_illicit_drug_td",81,1,1,0,1,"NDRDD"
"diazepam_td",80,0,NA,0,0,"NDRDD"
"codeine_td",79,0,NA,0,0,"NDRDD"
"alprazolam_td",78,0,NA,0,0,"NDRDD"
"alcohol_td",77,0,NA,0,0,"NDRDD"
"public_place_indoors_pdu",76,0,NA,0,0,"NDRDD"
"own_home_pdu",75,0,NA,0,0,"NDRDD"
"outdoors_pdu",74,0,NA,0,0,"NDRDD"
"others_home_pdu",73,0,NA,0,0,"NDRDD"
"T424_POISONING.BY.BENZODIAZEPINES",72,5,0.00531914893617021,0.00435210332548736,5,"SMR"
"X619_SELF.POISON.BY.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUGS..IN.UNSPECIFIED.PLACE",72,5,0.00469483568075117,0.00144969521395377,5,"SMR"
"T402_POISONING.BY.OTHER.OPIOIDS",72,4,0.00395256916996047,0.00275936990765888,4,"SMR"
"T403_POISONING.BY.METHADONE",72,4,0.00483091787439614,0.00168024624298389,4,"SMR"
"T401_POISONING.BY.HEROIN",72,4,0.00483091787439614,0.00168024624298389,4,"SMR"
"CHLORPROMAZINE.HCL_TAB.50MG",72,4,0.00408163265306122,0.00188303458265435,4,"PIS"
"X419_ACC.POISON.EXPOS.TO.ANTIEPILEP.ANTIPARK.PSYCHOTROP.DRUG.IN.UNSPEC.PLACE",72,3,0.00432900432900433,0.00044541010320478,3,"SMR"
"X429_ACC.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.NEC.IN.UNSPECIFIED.PLACE",72,3,0.00434782608695652,0.000931257166998611,3,"SMR"
"X629_INTENT.SELF.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.IN.UNSPECIFIED.PLACE",72,3,0.00434782608695652,0.000931257166998611,3,"SMR"
"T433_POISONING.BY.PHENOTHIAZINE.ANTIPSYCHOTICS.AND.NEUROLEPTICS",72,3,0.00476190476190476,0.00231758102480536,3,"SMR"
"X620_INTENT.SELF.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.AT.HOME",72,3,0.00434782608695652,0.000931257166998611,3,"SMR"
"Z036_OBSERVATION.FOR.SUSPECTED.TOXIC.EFFECT.FROM.INGESTED.SUBSTANCE",72,2,0.00390625,6.03536725209729e-05,2,"SMR"
"F200_PARANOID.SCHIZOPHRENIA",72,2,0.00267379679144385,0.000340394713018287,2,"SMR"
"F209_SCHIZOPHRENIA..UNSPECIFIED",72,2,0.00303951367781155,0.000666304544631541,2,"SMR"
"PROCYCLIDINE.HCL_TAB.5MG",72,2,0.0034965034965035,0.000977729494839761,2,"PIS"
"CHLORPROMAZINE.HCL_TAB.25MG",72,2,0.00343642611683849,0,2,"PIS"
