"variable","community","degree","closeness","betweenness","strength","source"
"T402_POISONING.BY.OTHER.OPIOIDS",33,1,0.125,0,1,"SMR"
"X609_SELF.POISON.BY.NONOPIOID.ANALGES.ANTIPYRET.ANTIRHEUM.IN.UNSPEC.PLACE",33,1,0.125,0,1,"SMR"
"F103_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.WITHDRAWAL.OF.ALCOHOL",32,1,1,0,1,"SMR"
"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME",32,1,1,0,1,"SMR"
"quetiapine_td",31,1,1,0,1,"NDRDD"
"QUETIAPINE_TAB.25MG",31,1,1,0,1,"PIS"
"oxazepam_td",30,1,1,0,1,"NDRDD"
"temazepam_td",30,1,1,0,1,"NDRDD"
"fluoxetine_td",29,1,1,0,1,"NDRDD"
"FLUOXETINE.HCL_CAP.20MG",29,1,1,0,1,"PIS"
"diazepam_td",28,1,1,0,1,"NDRDD"
"nordiazepam_td",28,1,1,0,1,"NDRDD"
"codeine_td",27,2,0.5,0.000176335743255158,2,"NDRDD"
"heroin_morphine_td",27,1,0.333333333333333,0,1,"NDRDD"
"paracetamol_td",27,1,0.333333333333333,0,1,"NDRDD"
"CITALOPRAM.HYDROB_TAB.20MG",26,2,0.5,0.000176335743255158,2,"PIS"
"citalopram_td",26,1,0.333333333333333,0,1,"NDRDD"
"CITALOPRAM.HYDROB_TAB.40MG",26,1,0.333333333333333,0,1,"PIS"
"amitriptyline_td",25,1,1,0,1,"NDRDD"
"nortriptyline_td",25,1,1,0,1,"NDRDD"
"outdoors_pdu",24,0,NA,0,0,"NDRDD"
"no_known_psychiatric_conditions_pc",23,0,NA,0,0,"NDRDD"
"depression_low_mood_pc",22,0,NA,0,0,"NDRDD"
"pregabalin_op",21,2,0.5,0.000176335743255158,2,"NDRDD"
"mirtazapine_op",21,1,0.333333333333333,0,1,"NDRDD"
"pregabalin_td",21,1,0.333333333333333,0,1,"NDRDD"
"SALBUTAMOL_INHA.100MCG..200.D..CFF",20,2,0.5,0.000176335743255158,2,"PIS"
"respiratory_condition_including_copd_mc",20,1,0.333333333333333,0,1,"NDRDD"
"CLENIL.MODULITE_INHA.100MCG..200D.",20,1,0.333333333333333,0,1,"PIS"
"no_known_medical_conditions_mc",19,0,NA,0,0,"NDRDD"
"hepatitis_c_mc",18,1,1,0,1,"NDRDD"
"B182_CHRONIC.VIRAL.HEPATITIS.C",18,1,1,0,1,"SMR"
"epilepsy_seizures_mc",17,0,NA,0,0,"NDRDD"
"own_home_lw",16,7,0.0909090909090909,0.00313310829533718,7,"NDRDD"
"relative_s_home_lw",16,5,0.0666666666666667,0.000944655767438345,5,"NDRDD"
"friend_s_home_lw",16,4,0.0588235294117647,0.000506965261858579,4,"NDRDD"
"living_alone_lww",16,3,0.0666666666666667,0.000362327967688574,3,"NDRDD"
"with_parents_lww",16,3,0.0666666666666667,0.000362327967688574,3,"NDRDD"
"with_spouse_partner_lww",16,3,0.0666666666666667,0.000362327967688574,3,"NDRDD"
"with_friends_lww",16,2,0.0588235294117647,0.000138549512557624,2,"NDRDD"
"with_relatives_lww",16,2,0.0588235294117647,9.25762652089579e-05,2,"NDRDD"
"others_home_pdu",16,2,0.0588235294117647,9.25762652089579e-05,2,"NDRDD"
"own_home_pdu",16,1,0.0526315789473684,0,1,"NDRDD"
"gabapentin_idu",15,1,1,0,1,"NDRDD"
"gabapentin_td",15,1,1,0,1,"NDRDD"
"ecstasy_mdma_idu",14,1,1,0,1,"NDRDD"
"ecstasy_mdma_td",14,1,1,0,1,"NDRDD"
"cocaine_idu",13,1,1,0,1,"NDRDD"
"cocaine_td",13,1,1,0,1,"NDRDD"
"cannabis_idu",12,1,1,0,1,"NDRDD"
"cannabis_td",12,1,1,0,1,"NDRDD"
"retired_es",11,0,NA,0,0,"NDRDD"
"long_term_sick_disabled_es",10,0,NA,0,0,"NDRDD"
"employed_paid_unpaid_es",9,0,NA,0,0,"NDRDD"
"no_evidence_of_drug_taking_or_alcohol_consumption_edu",8,0,NA,0,0,"NDRDD"
"injecting_edu",7,0,NA,0,0,"NDRDD"
"methadone_cp",6,1,1,0,1,"NDRDD"
"methadone_td",6,1,1,0,1,"NDRDD"
"no_known_contact_chnd",5,0,NA,0,0,"NDRDD"
"mental_health_services_chnd",4,0,NA,0,0,"NDRDD"
"alcohol_use_problem",3,3,0.333333333333333,0.000529007229765473,3,"NDRDD"
"community_based_psychosocial_therapy_aa",3,1,0.2,0,1,"NDRDD"
"inpatient_detoxification_and_residential_community_rehabilitation_aa",3,1,0.2,0,1,"NDRDD"
"no_known_treatment_aa",3,1,0.2,0,1,"NDRDD"
"prison_healthcare_cha",2,2,0.5,0.000176335743255158,2,"NDRDD"
"prison_rse",2,1,0.333333333333333,0,1,"NDRDD"
"dtto_cha",2,1,0.333333333333333,0,1,"NDRDD"
"homeless_rse",1,0,NA,0,0,"NDRDD"
