"subsystem","nb_of_factors","factor_rank","factor","degree","betweenness"
"95",10,3,"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES",3,0
"95",10,4,"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER",2,0
"95",10,5,"F6031_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER.BORDERLINE.TYPE",2,0
"112",8,1,"QUETIAPINE_TAB.100MG",3,0
"112",8,2,"R000_TACHYCARDIA..UNSPECIFIED",2,0
"112",8,3,"QUETIAPINE_TAB.25MG",2,0
"112",8,4,"SEROQUEL_TAB.25MG",2,0
"112",8,5,"QUETIAPINE_TAB.300MG",2,0
"62",8,1,"GABAPENTIN_CAP.300MG",3,0
"62",8,2,"T814_INFECTION.FOLLOWING.A.PROCEDURE..NOT.ELSEWHERE.CLASSIFIED",2,0
"62",8,3,"Y838_ABNORMAL.REACTION.TO.OR.LATER.COMPLICATION.OF.OTHER.SURGICAL.PROCEDURES",2,0
"62",8,4,"Y831_ABN.REACT.TO.LATER.COMPLIC.OF.OP.WITH.IMPLANT.OF.ARTIFICIAL.INTERN.DEVICE",2,0
"62",8,5,"GABAPENTIN_TAB.600MG",2,0
"25",8,1,"METHADONE.HCL_MIX.1MG.1ML",3,0
"25",8,2,"EUMOVATE_CRM.0.05.",3,0
"25",8,3,"AQ_CRM",2,0
"25",8,4,"METHADONE.HCL_MIX.1MG.1ML.S.F",2,0
"25",8,5,"methadone_cp",1,0
"122",7,1,"MIRTAZAPINE_TAB.45MG",3,0
"122",7,2,"MIRTAZAPINE_ORODISPER.TAB.45MG",3,0
"122",7,3,"MIRTAZAPINE_TAB.30MG",2,0
"122",7,4,"MIRTAZAPINE_TAB.15MG",1,0
"122",7,5,"E45_CRM",1,0
"106",7,1,"FERSAMAL_TAB.210MG",3,0
"106",7,2,"FERR.FUMAR_TAB.210MG",2,0
"106",7,3,"FERR.SULF_TAB.200MG",2,0
"106",7,4,"FOSTAIR_INH.100MCG.6MCG..120D..CFF",2,0
"106",7,5,"K529_NONINFECTIVE.GASTROENTERITIS.AND.COLITIS..UNSPECIFIED",1,0
"123",6,1,"MST.CONTINUS_TAB.10MG",3,0
"123",6,2,"SEVREDOL_TAB.10MG",2,0
"123",6,3,"ORAMORPH_ORAL.SOLN.10MG.5ML",2,0
"123",6,4,"MORPH.SULF_ORAL.SOLN.10MG.5ML",1,0
"123",6,5,"MORPH.SULF_TAB.10MG",1,0
"119",6,1,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG",4,0
"119",6,2,"PREDNISOLONE_TAB.25MG",2,0
"119",6,3,"KETOPROFEN_GEL.2.5.",1,0
"119",6,4,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV",1,0
"119",6,5,"SPIRIVA_PDR.FOR.INH.CAP.18MCG",1,0
"64",6,1,"TEMAZEPAM_TAB.20MG",3,0
"64",6,2,"POLYTAR_LIQ",2,0
"64",6,3,"KETOCONAZOLE_SHAMPOO.2.",2,0
"64",6,4,"temazepam_op",1,0
"64",6,5,"TEMAZEPAM_TAB.10MG",1,0
"99",5,1,"DAKTARIN_OROMUCOSAL.GEL.20MG.G.S.F",3,0
"99",5,2,"DIFFLAM_P.SPY.0.15..30ML",2,0
"99",5,3,"W199_UNSPECIFIED.FALL.IN.UNSPECIFIED.PLACE",1,0
"99",5,4,"NYSTATIN_ORAL.SUSP.100.000U.ML",1,0
"99",5,5,"MENTHOL_.S.",1,0
"94",5,1,"L031_CELLULITIS.OF.OTHER.PARTS.OF.LIMB",2,0
"94",5,2,"W279_CONTACT.WITH.NONPOWERED.HAND.TOOL.IN.UNSPECIFIED.PLACE",2,0
"94",5,3,"F1124_OPIOIDS.DEPENDENCE.SYNDR.CURRENT.USER..ACTIVE.DEPENDENCE.",2,0
"94",5,4,"L024_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.LIMB",1,0
"94",5,5,"B956_STAPH.AUREUS.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS",1,0
"52",5,1,"I802_PHLEBITIS.AND.THROMBOPHLEBITIS.OF.OTHER.DEEP.VESSELS.OF.LOWER.EXTREMITIES",3,0
"52",5,2,"A419_SEPSIS..UNSPECIFIED",2,0
"52",5,3,"dvt_mc",1,0
"52",5,4,"L022_CUTANEOUS.ABSCESS..FURUNCLE.AND.CARBUNCLE.OF.TRUNK",1,0
"52",5,5,"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED",1,0
"151",4,1,"OLANZAPINE_TAB.5MG",2,0
"151",4,2,"OLANZAPINE_TAB.10MG",2,0
"151",4,3,"OLANZAPINE_TAB.2.5MG",1,0
"151",4,4,"OLANZAPINE_TAB.20MG",1,0
"151",4,5,NA,NA,NA
"148",4,1,"FUCIBET_CRM",2,0
"148",4,2,"DOSULEPIN.HCL_TAB.75MG",2,0
"148",4,3,"DOSULEPIN.HCL_CAP.25MG",1,0
"148",4,4,"DOUBLEBASE_GEL",1,0
"148",4,5,NA,NA,NA
"144",4,1,"REMEDEINE.FTE_TAB",2,0
"144",4,2,"SILDENAFIL_TAB.50MG",2,0
"144",4,3,"PARACET.DIHYDROCODEINE_TAB.500MG.30MG",1,0
"144",4,4,"SILDENAFIL_TAB.100MG",1,0
"144",4,5,NA,NA,NA
"131",4,1,"TRAZODONE.HCL_CAP.50MG",2,0
"131",4,2,"TRAZODONE.HCL_CAP.100MG",2,0
"131",4,3,"CHLORDIAZEPOX.HCL_CAP.5MG",1,0
"131",4,4,"TRAZODONE.HCL_TAB.150MG",1,0
"131",4,5,NA,NA,NA
"115",4,1,"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.",3,0
"115",4,2,"ACICLOVIR_CRM.5.",1,0
"115",4,3,"CHLORHEX.GLUCON_MTHWSH.0.2.",1,0
"115",4,4,"CORSODYL_MTHWSH..MINT..0.2.",1,0
"115",4,5,NA,NA,NA
"103",4,1,"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED",2,0
"103",4,2,"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION",2,0
"103",4,3,"SPIRIVA_PDR.FOR.INH.CAP.18MCG.HANDIHALER",1,0
"103",4,4,"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED",1,0
"103",4,5,NA,NA,NA
"65",4,1,"tramadol_td",2,0
"65",4,2,"TRAMADOL.HCL_CAP.50MG",2,0
"65",4,3,"tramadol_op",1,0
"65",4,4,"TRAMADOL.HCL_CAP.100MG.M.R",1,0
"65",4,5,NA,NA,NA
"42",4,1,"R51X_HEADACHE",2,0
"42",4,2,"R410_DISORIENTATION..UNSPECIFIED",2,0
"42",4,3,"dihydrocodeine_idu",1,0
"42",4,4,"CODEINE.PHOS_TAB.30MG",1,0
"42",4,5,NA,NA,NA
"15",4,1,"Z867_PERSONAL.HISTORY.OF.DISEASES.OF.THE.CIRCULATORY.SYSTEM",3,0
"15",4,2,"addiction_psychology_cha",1,0
"15",4,3,"M7986_OTHER.SPECIFIED.SOFT.TISSUE.DISORDERS..LOWER.LEG.",1,0
"15",4,4,"M7966_PAIN.IN.LIMB..LOWER.LEG.",1,0
"15",4,5,NA,NA,NA
"159",3,1,"LEVOTHYROX.SOD_TAB.25MCG",2,0
"159",3,2,"LEVOTHYROX.SOD_TAB.100MCG",1,0
"159",3,3,"LEVOTHYROX.SOD_TAB.50MCG",1,0
"159",3,4,NA,NA,NA
"159",3,5,NA,NA,NA
"152",3,1,"NITROFURANTOIN_CAP.50MG",2,0
"152",3,2,"MACROGOL_CO.ORAL.PDR.SACH.S.F",1,0
"152",3,3,"CEFALEXIN_CAP.250MG",1,0
"152",3,4,NA,NA,NA
"152",3,5,NA,NA,NA
"145",3,1,"MOVICOL.PLAIN_PDR.SACH.13.7G",2,0
"145",3,2,"LAXIDO_ORAL.PDR.SACH..ORANGE..S.F",1,0
"145",3,3,"MOVICOL_PDR.SACH.13.8G..LEM...LIM.",1,0
"145",3,4,NA,NA,NA
"145",3,5,NA,NA,NA
"135",3,1,"VARENICLINE.TART_TAB.1MG",2,0
"135",3,2,"VARENICLINE.TART_TI.P..TAB.0.5MG.1MG.",1,0
"135",3,3,"CHAMPIX_TAB.1MG",1,0
"135",3,4,NA,NA,NA
"135",3,5,NA,NA,NA
"134",3,1,"AIROMIR_AUTOHALER.100MCG..200.D..CFF",2,0
"134",3,2,"CO.AMOXICLAV_TAB.500MG.125MG",1,0
"134",3,3,"SALAMOL.E.BREATHE_INH.100MCG..200.D..CFF",1,0
"134",3,4,NA,NA,NA
"134",3,5,NA,NA,NA
"124",3,1,"TRANEXAMIC.ACID_TAB.500MG",2,0
"124",3,2,"NORETHIST_TAB.5MG",1,0
"124",3,3,"MEFENAMIC.ACID_TAB.500MG",1,0
"124",3,4,NA,NA,NA
"124",3,5,NA,NA,NA
"113",3,1,"CETIRIZINE.HCL_TAB.10MG",2,0
"113",3,2,"LYCLEAR_DERMAL.CRM.5.",1,0
"113",3,3,"CANESTEN.HC_CRM",1,0
"113",3,4,NA,NA,NA
"113",3,5,NA,NA,NA
"96",3,1,"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE",2,0
"96",3,2,"F430_ACUTE.STRESS.REACTION",1,0
"96",3,3,"S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED",1,0
"96",3,4,NA,NA,NA
"96",3,5,NA,NA,NA
"92",3,1,"K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS",2,0
"92",3,2,"K297_GASTRITIS..UNSPECIFIED",1,0
"92",3,3,"K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE",1,0
"92",3,4,NA,NA,NA
"92",3,5,NA,NA,NA
"90",3,1,"R11X_NAUSEA.AND.VOMITING",2,0
"90",3,2,"R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN",1,0
"90",3,3,"R101_PAIN.LOCALIZED.TO.UPPER.ABDOMEN",1,0
"90",3,4,NA,NA,NA
"90",3,5,NA,NA,NA
"89",3,1,"SERTRALINE.HCL_TAB.100MG",2,0
"89",3,2,"sertraline_td",1,0
"89",3,3,"SERTRALINE.HCL_TAB.50MG",1,0
"89",3,4,NA,NA,NA
"89",3,5,NA,NA,NA
"85",3,1,"I469_CARDIAC.ARREST..UNSPECIFIED",2,0
"85",3,2,"lignocaine_td",1,0
"85",3,3,"G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED",1,0
"85",3,4,NA,NA,NA
"85",3,5,NA,NA,NA
"61",3,1,"fluoxetine_td",2,0
"61",3,2,"fluoxetine_op",1,0
"61",3,3,"FLUOXETINE.HCL_CAP.20MG",1,0
"61",3,4,NA,NA,NA
"61",3,5,NA,NA,NA
"51",3,1,"diabetes_mc",2,0
"51",3,2,"E119_TYPE.2.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS",2,0
"51",3,3,"METFORMIN.HCL_TAB.500MG",2,0
"51",3,4,NA,NA,NA
"51",3,5,NA,NA,NA
"24",3,1,"buprenorphine_td",2,0
"24",3,2,"buprenorphine_cp",1,0
"24",3,3,"suboxone_cp",1,0
"24",3,4,NA,NA,NA
"24",3,5,NA,NA,NA
"158",2,1,"SERETIDE.250_ACCUHALER.250MCG.50MCG.60D.",1,0
"158",2,2,"SERETIDE.500_ACCUHALER.500MCG.50MCG.60D.",1,0
"158",2,3,NA,NA,NA
"158",2,4,NA,NA,NA
"158",2,5,NA,NA,NA
"157",2,1,"RAMIPRIL_CAP.10MG",1,0
"157",2,2,"RAMIPRIL_CAP.2.5MG",1,0
"157",2,3,NA,NA,NA
"157",2,4,NA,NA,NA
"157",2,5,NA,NA,NA
"156",2,1,"NEFOPAM.HCL_TAB.30MG",1,0
"156",2,2,"ACUPAN_TAB.30MG",1,0
"156",2,3,NA,NA,NA
"156",2,4,NA,NA,NA
"156",2,5,NA,NA,NA
"155",2,1,"AMLODIPINE_TAB.10MG",1,0
"155",2,2,"AMLODIPINE_TAB.5MG",1,0
"155",2,3,NA,NA,NA
"155",2,4,NA,NA,NA
"155",2,5,NA,NA,NA
"154",2,1,"XYLOMET.HCL_NSL.SPY.0.1..10ML",1,0
"154",2,2,"MOTILIUM.10_TAB.10MG",1,0
"154",2,3,NA,NA,NA
"154",2,4,NA,NA,NA
"154",2,5,NA,NA,NA
"150",2,1,"VENLAFAXINE_CAP.150MG.M.R",1,0
"150",2,2,"VENLAFAXINE_CAP.75MG.M.R",1,0
"150",2,3,NA,NA,NA
"150",2,4,NA,NA,NA
"150",2,5,NA,NA,NA
"149",2,1,"HALF.INDERAL.LA_CAP.80MG",1,0
"149",2,2,"PROPRANOLOL.HCL_CAP.80MG.M.R",1,0
"149",2,3,NA,NA,NA
"149",2,4,NA,NA,NA
"149",2,5,NA,NA,NA
"147",2,1,"NIQUITIN_PATCH.21MG.24HRS..STEP.1.",1,0
"147",2,2,"NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.",1,0
"147",2,3,NA,NA,NA
"147",2,4,NA,NA,NA
"147",2,5,NA,NA,NA
"143",2,1,"METOCLOPRAMIDE.HCL_TAB.10MG",1,0
"143",2,2,"RANITIDINE.HCL_TAB.150MG",1,0
"143",2,3,NA,NA,NA
"143",2,4,NA,NA,NA
"143",2,5,NA,NA,NA
"142",2,1,"LYMECYCLINE_CAP.408MG",1,0
"142",2,2,"ZINERYT_LOT",1,0
"142",2,3,NA,NA,NA
"142",2,4,NA,NA,NA
"142",2,5,NA,NA,NA
"141",2,1,"ZOLPIDEM.TART_TAB.10MG",1,0
"141",2,2,"ZOLPIDEM.TART_TAB.5MG",1,0
"141",2,3,NA,NA,NA
"141",2,4,NA,NA,NA
"141",2,5,NA,NA,NA
"140",2,1,"LANSOPRAZOLE_CAP.15MG..E.C.GRAN.",1,0
"140",2,2,"LANSOPRAZOLE_CAP.30MG..E.C.GRAN.",1,0
"140",2,3,NA,NA,NA
"140",2,4,NA,NA,NA
"140",2,5,NA,NA,NA
"139",2,1,"CO.AMOXICLAV_TAB.250MG.125MG",1,0
"139",2,2,"CALAMINE.AQ_CRM",1,0
"139",2,3,NA,NA,NA
"139",2,4,NA,NA,NA
"139",2,5,NA,NA,NA
"138",2,1,"RISPERIDONE_TAB.2MG",1,0
"138",2,2,"RISPERIDONE_TAB.1MG",1,0
"138",2,3,NA,NA,NA
"138",2,4,NA,NA,NA
"138",2,5,NA,NA,NA
"137",2,1,"NICORETTE_PATCH.15MG.16HRS",1,0
"137",2,2,"NICORETTE_INHALATOR...INH.CART.10MG",1,0
"137",2,3,NA,NA,NA
"137",2,4,NA,NA,NA
"137",2,5,NA,NA,NA
"136",2,1,"SUBOXONE_TAB.SUBLING.2MG.0.5MG",1,0
"136",2,2,"SUBOXONE_TAB.SUBLING.8MG.2MG",1,0
"136",2,3,NA,NA,NA
"136",2,4,NA,NA,NA
"136",2,5,NA,NA,NA
"132",2,1,"ALMOND.OIL_LIQ",1,0
"132",2,2,"CERUMOL_EAR.DPS",1,0
"132",2,3,NA,NA,NA
"132",2,4,NA,NA,NA
"132",2,5,NA,NA,NA
"130",2,1,"SIMPLE_LINCT.S.F",1,0
"130",2,2,"SIMPLE_LINCT",1,0
"130",2,3,NA,NA,NA
"130",2,4,NA,NA,NA
"130",2,5,NA,NA,NA
"129",2,1,"CO.CODAMOL_CAP.30MG.500MG",1,0
"129",2,2,"PARACET_CAP.500MG",1,0
"129",2,3,NA,NA,NA
"129",2,4,NA,NA,NA
"129",2,5,NA,NA,NA
"128",2,1,"PROCHLPZINE.MAL_TAB.5MG",1,0
"128",2,2,"IBUPROFEN_TAB.600MG",1,0
"128",2,3,NA,NA,NA
"128",2,4,NA,NA,NA
"128",2,5,NA,NA,NA
"127",2,1,"DOXYCYCLINE.HYCLATE_CAP.100MG",1,0
"127",2,2,"VOLUMATIC",1,0
"127",2,3,NA,NA,NA
"127",2,4,NA,NA,NA
"127",2,5,NA,NA,NA
"126",2,1,"FORTIJUCE_LIQ..7.FLAV.",1,0
"126",2,2,"FORTISIP.BOTTLE_LIQ..8.FLAV.",1,0
"126",2,3,NA,NA,NA
"126",2,4,NA,NA,NA
"126",2,5,NA,NA,NA
"125",2,1,"PHENERGAN_TAB.25MG",1,0
"125",2,2,"PROMETHAZINE.HCL_TAB.25MG",1,0
"125",2,3,NA,NA,NA
"125",2,4,NA,NA,NA
"125",2,5,NA,NA,NA
"121",2,1,"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS",1,0
"121",2,2,"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS",1,0
"121",2,3,NA,NA,NA
"121",2,4,NA,NA,NA
"121",2,5,NA,NA,NA
"120",2,1,"LOPERAMIDE.HCL_CAP.2MG",1,0
"120",2,2,"DIORALYTE_PDR.SACH..BLKCURRANT.",1,0
"120",2,3,NA,NA,NA
"120",2,4,NA,NA,NA
"120",2,5,NA,NA,NA
"118",2,1,"FUCIDIN_CRM.20MG.G",1,0
"118",2,2,"PHOLCODINE_LINCT.5MG.5ML.S.F",1,0
"118",2,3,NA,NA,NA
"118",2,4,NA,NA,NA
"118",2,5,NA,NA,NA
"117",2,1,"FLUCONAZOLE_CAP.50MG",1,0
"117",2,2,"VERSATIS_MEDIC.PLASTR.5.",1,0
"117",2,3,NA,NA,NA
"117",2,4,NA,NA,NA
"117",2,5,NA,NA,NA
"114",2,1,"CHLORAMPHEN_EYE.DPS.0.5.",1,0
"114",2,2,"CHLORAMPHEN_EYE.OINT.1.",1,0
"114",2,3,NA,NA,NA
"114",2,4,NA,NA,NA
"114",2,5,NA,NA,NA
"111",2,1,"F151_MENTAL.BEHAV.DISORDERS.DUE.TO.HARMFUL.USE.OF.OTHER.STIMULANTS.INC.CAFFEINE",1,0
"111",2,2,"WHITE.SOFT.PARAF.LIQ.PARAF_.S..50..50.",1,0
"111",2,3,NA,NA,NA
"111",2,4,NA,NA,NA
"111",2,5,NA,NA,NA
"110",2,1,"J342_DEVIATED.NASAL.SEPTUM",1,0
"110",2,2,"HYPROMELLOSE_EYE.DPS.0.3.",1,0
"110",2,3,NA,NA,NA
"110",2,4,NA,NA,NA
"110",2,5,NA,NA,NA
"109",2,1,"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL",1,0
"109",2,2,"W259_CONTACT.WITH.SHARP.GLASS.IN.UNSPECIFIED.PLACE",1,0
"109",2,3,NA,NA,NA
"109",2,4,NA,NA,NA
"109",2,5,NA,NA,NA
"108",2,1,"F199_MENTAL.BEHAV.DISORDERS.DUE.TO.MULTIPLE.DRUG.PSYCHOACTIVE.SUBSTANCE.USE",1,0
"108",2,2,"OTEX_EAR.DPS.5.",1,0
"108",2,3,NA,NA,NA
"108",2,4,NA,NA,NA
"108",2,5,NA,NA,NA
"107",2,1,"Z004_GENERAL.PSYCHIATRIC.EXAMINATION..NOT.ELSEWHERE.CLASSIFIED",1,0
"107",2,2,"BACLOFEN_TAB.10MG",1,0
"107",2,3,NA,NA,NA
"107",2,4,NA,NA,NA
"107",2,5,NA,NA,NA
"105",2,1,"K590_CONSTIPATION",1,0
"105",2,2,"Y450_ADVERSE.EFFECTS.OF.OPIOIDS.AND.RELATED.ANALGESICS",1,0
"105",2,3,NA,NA,NA
"105",2,4,NA,NA,NA
"105",2,5,NA,NA,NA
"104",2,1,"Z720_TOBACCO.USE",1,0
"104",2,2,"Z721_ALCOHOL.USE",1,0
"104",2,3,NA,NA,NA
"104",2,4,NA,NA,NA
"104",2,5,NA,NA,NA
"102",2,1,"F171_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.TOBACCO",1,0
"102",2,2,"METRONIDAZOLE_TAB.400MG",1,0
"102",2,3,NA,NA,NA
"102",2,4,NA,NA,NA
"102",2,5,NA,NA,NA
"101",2,1,"X420_ACC.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.NEC.AT.HOME",1,0
"101",2,2,"CYMEX_CRM",1,0
"101",2,3,NA,NA,NA
"101",2,4,NA,NA,NA
"101",2,5,NA,NA,NA
"100",2,1,"L089_LOCAL.INFECTION.OF.SKIN.AND.SUBCUTANEOUS.TISSUE..UNSPECIFIED",1,0
"100",2,2,"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED",1,0
"100",2,3,NA,NA,NA
"100",2,4,NA,NA,NA
"100",2,5,NA,NA,NA
"98",2,1,"Z722_DRUG.USE",1,0
"98",2,2,"Z864_PERSONAL.HISTORY.OF.PSYCHOACTIVE.SUBSTANCE.ABUSE",1,0
"98",2,3,NA,NA,NA
"98",2,4,NA,NA,NA
"98",2,5,NA,NA,NA
"91",2,1,"F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS",1,0
"91",2,2,"F131_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.SEDATIVES.OR.HYPNOTICS",1,0
"91",2,3,NA,NA,NA
"91",2,4,NA,NA,NA
"91",2,5,NA,NA,NA
"88",2,1,"oxazepam_td",1,0
"88",2,2,"temazepam_td",1,0
"88",2,3,NA,NA,NA
"88",2,4,NA,NA,NA
"88",2,5,NA,NA,NA
"81",2,1,"ecstasy_mdma_td",1,0
"81",2,2,"other_illicit_drug_td",1,0
"81",2,3,NA,NA,NA
"81",2,4,NA,NA,NA
"81",2,5,NA,NA,NA
"68",2,1,"bi_polar_disorder_pc",1,0
"68",2,2,"F319_BIPOLAR.AFFECTIVE.DISORDER..UNSPECIFIED",1,0
"68",2,3,NA,NA,NA
"68",2,4,NA,NA,NA
"68",2,5,NA,NA,NA
"17",2,1,"hospital_inpatient_treatment_cha",1,0
"17",2,2,"hospital_outpatient_treatment_cha",1,0
"17",2,3,NA,NA,NA
"17",2,4,NA,NA,NA
"17",2,5,NA,NA,NA
"13",2,1,"self_help_individual_and_group_based_aa",1,0
"13",2,2,"Z871_PERSONAL.HISTORY.OF.DISEASES.OF.THE.DIGESTIVE.SYSTEM",1,0
"13",2,3,NA,NA,NA
"13",2,4,NA,NA,NA
"13",2,5,NA,NA,NA
"4",2,1,"lossofchildcustody_rse",1,0
"4",2,2,"childcustodyissues_rse",1,0
"4",2,3,NA,NA,NA
"4",2,4,NA,NA,NA
"4",2,5,NA,NA,NA
"182",1,1,"AMOXICILLIN_CAP.250MG",0,0
"182",1,2,NA,NA,NA
"182",1,3,NA,NA,NA
"182",1,4,NA,NA,NA
"182",1,5,NA,NA,NA
"181",1,1,"oxycodone_td",0,0
"181",1,2,NA,NA,NA
"181",1,3,NA,NA,NA
"181",1,4,NA,NA,NA
