"variable","community","degree","closeness","betweenness","strength","source"
"MOMETASONE.FUR_AQ.N.SPY.50MCG..140.D.",81,8,0.000135153399107988,0.0212172680328617,8,"PIS"
"CHLORPHENAMINE.MAL_TAB.4MG",81,3,0.000117536436295252,0.00246663438376925,3,"PIS"
"LORATADINE_TAB.10MG",81,3,0.000112044817927171,7.454746589371e-05,3,"PIS"
"DOUBLEBASE_GEL",81,3,0.000123243776189302,0.00540826425720333,3,"PIS"
"BECLOMET.DIPROP_NSL.SPY.50MCG..200.D.",81,2,0.000110083663584324,0.000569983168485969,2,"PIS"
"SOD.CROMOGLICATE_EYE.DPS.AQ.2.",81,2,0.00011004732034775,0,2,"PIS"
"NASONEX_AQ.N.SPY.50MCG..140.D.",81,2,0.000116959064327485,0.00114228311561515,2,"PIS"
"FUCIBET_CRM",81,2,0.000107909787417719,0.00147485845189663,2,"PIS"
"FEXOFENADINE.HCL_TAB.180MG",81,2,0.00012385434728759,0.00409768187661162,2,"PIS"
"BECLOMET.DIPROP_NSL.SPY.50MCG..180.D.",81,2,0.00010840108401084,0.00023996169965366,2,"PIS"
"FLIXONASE_AQ.NSL.SPY.50MCG..150.D.",81,1,0.000116904372223521,0,1,"PIS"
"DIETHYLAMINE.SAL_CRM.10..BP",81,1,9.59508731529457e-05,0,1,"PIS"
"FLUCONAZOLE_CAP.150MG",80,7,0.000122744568552842,0.00781807338469732,7,"PIS"
"CLOTRIMAZOLE_PESS.500MG",80,7,0.000132996409096954,0.0173545127581561,7,"PIS"
"LOPERAMIDE.HCL_CAP.2MG",80,6,0.000137532664007702,0.0183696652986443,6,"PIS"
"CLOTRIMAZOLE_CRM.1.",80,5,0.000128024580719498,0.0109035140538495,5,"PIS"
"HEDRIN_LOT.4.",80,4,0.000104744946056353,0.00488350399154982,4,"PIS"
"TRANSVASIN_HEAT.RUB",80,4,0.000134734572891404,0.00967217076487271,4,"PIS"
"CANESTEN_COMBI.PESS.500MG.CRM.2.",80,3,0.000119846596356663,0.00104129925454268,3,"PIS"
"DIMETICONE_LOT.4.",80,3,0.000108956199607758,0.00391159793903245,3,"PIS"
"CYANOCOBALAMIN_TAB.50MCG",80,3,0.000123183050012318,0.00737866545427422,3,"PIS"
"CANESTEN_ORAL.CRM.DUO.1.CAP.150MG.CRM2..",80,3,0.000120510966497951,0.00179759986923919,3,"PIS"
"CANESTEN_PESS.500MG...APPLIC",80,3,0.000122249388753056,0.00339475488847168,3,"PIS"
"ZOMORPH_CAP.10MG",80,3,0.000131891321551042,0.00598752870990139,3,"PIS"
"SUDOCREM_ANTIS.HEALING.CRM",80,2,0.000124937531234383,0.00264461014671799,2,"PIS"
"DERBAC.M_LIQ.0.5.",80,2,9.34579439252336e-05,0.00147485845189663,2,"PIS"
"QUININE.SULF_TAB.200MG",80,2,0.000130872922392357,0.00601319489315356,2,"PIS"
"AMOROLFINE.HCL_NAIL.LACQUER.KIT.5..5ML",80,2,0.000117302052785924,0.000579697113804643,2,"PIS"
"IBUPROFEN_GEL.5.",80,2,0.000112561909049977,0.00389863814926809,2,"PIS"
"CANESTEN_THRUSH.CRM.2.",80,2,0.000113365831538374,0.000584832142316844,2,"PIS"
"TUBIGRIP.8.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND",80,1,9.67773153972709e-05,0,1,"PIS"
"CLOTRIMAZOLE_VAG.CRM.2.",80,1,0.000107503762631692,0,1,"PIS"
"NITTY.GRITTY.NITFREE.COMB",80,1,9.34404784152495e-05,0,1,"PIS"
"LAMISIL.AT_CRM.1.",80,1,8.43525938422607e-05,0,1,"PIS"
"BACTROBAN_CRM.2.",79,0,NA,0,0,"PIS"
"J960_ACUTE.RESPIRATORY.FAILURE",78,0,NA,0,0,"SMR"
"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS",77,2,0.5,1.27693372458583e-06,2,"SMR"
"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS",77,1,0.333333333333333,0,1,"SMR"
"AZITHROMYCIN_TAB.500MG",77,1,0.333333333333333,0,1,"PIS"
"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA",76,0,NA,0,0,"SMR"
"LEVOTHYROX.SOD_TAB.100MCG",75,3,0.333333333333333,6.38466862292913e-07,3,"PIS"
"LEVOTHYROX.SOD_TAB.50MCG",75,3,0.333333333333333,6.38466862292913e-07,3,"PIS"
"E039_HYPOTHYROIDISM..UNSPECIFIED",75,2,0.25,0,2,"SMR"
"LEVOTHYROX.SOD_TAB.25MCG",75,2,0.25,0,2,"PIS"
"MST.CONTINUS_TAB.10MG",74,7,0.000136556056261095,0.0195106546089127,7,"PIS"
"ORAMORPH_ORAL.SOLN.10MG.5ML",74,5,0.000129048909536714,0.00810652677987163,5,"PIS"
"CAPASAL_THERAPEUTIC.SHAMPOO",74,4,0.000120307988450433,0.00624011597214705,4,"PIS"
"MST.CONTINUS_TAB.30MG",74,4,0.0001230012300123,0.00228084990489909,4,"PIS"
"POLYTAR_LIQ",74,3,0.000118133490844654,0.00410366925188745,3,"PIS"
"MOVICOL_PDR.SACH.13.8G..LEM...LIM.",74,3,0.000118245240629065,0.00431131757676892,3,"PIS"
"MORPH.SULF_TAB.10MG",74,3,0.000125266190655142,0.00287121942314766,3,"PIS"
"MST.CONTINUS_TAB.15MG",74,3,0.000112981584001808,0.000124323896445256,3,"PIS"
"SEVREDOL_TAB.10MG",74,3,0.000124347177319075,0.00472222262735488,3,"PIS"
"E871_HYPO.OSMOLALITY.AND.HYPONATRAEMIA",74,2,0.000129249062944294,0.00390906568289627,2,"SMR"
"NEUTROGENA_T.GEL.THERAPEUTIC.SHAMPOO.2.",74,2,0.000103971719692244,0.00147485845189663,2,"PIS"
"ATARAX_TAB.25MG",74,2,0.000106281220108407,0.00170679233217082,2,"PIS"
"LACTULOSE_SOLN.3.1G.3.7G.5ML",74,2,0.000104646295521139,0.00149917460870874,2,"PIS"
"SENNA_TAB.7.5MG",74,2,9.76753272123462e-05,0.000634055936071159,2,"PIS"
"GLYCEROL_SUPPOS.ADULT.S..4G.",74,2,9.81932443047918e-05,0.000728803521207228,2,"PIS"
"MST.CONTINUS_TAB.5MG",74,2,0.000117980179329873,0.000256722520777262,2,"PIS"
"MOVICOL.PLAIN_PDR.SACH.13.7G",74,1,0.000104036620890553,0,1,"PIS"
"COAL.TAR_EXT.SHAMPOO.2.",74,1,9.2824654228163e-05,0,1,"PIS"
"DIPROSALIC_SCALP.APPLIC.0.05..2.",74,1,0.000105630083447766,0,1,"PIS"
"DIORALYTE_PDR.SACH..BLKCURRANT.",73,5,0.000132872707945788,0.0151906350674107,5,"PIS"
"DIHYDROCODEINE.TART_TAB.120MG.M.R",73,4,0.000123304562268804,0.0121223600301987,4,"PIS"
"PROCHLPZINE.MAL_TAB.BUCCAL.3MG",73,3,0.000129718510831496,0.00642650535670443,3,"PIS"
"DIHYDROCODEINE.TART_TAB.90MG.M.R",73,3,0.000108049702863317,0.00661834749452834,3,"PIS"
"OXYNORM_CAP.5MG",73,3,0.00013080444735121,0.00666641264819686,3,"PIS"
"S411_OPEN.WOUND.OF.UPPER.ARM",73,2,0.0001318391562294,0.00583360757813427,2,"SMR"
"DIORALYTE_PDR.SACH..NATUR.",73,2,0.000116577290743763,0.00179700242271591,2,"PIS"
"DHC.CONTINUS_TAB.120MG",73,2,0.000107956385620209,0.00073423689163685,2,"PIS"
"DHC.CONTINUS_TAB.90MG",73,2,9.60799385088394e-05,3.19233431146457e-06,2,"PIS"
"DHC.CONTINUS_TAB.60MG",73,2,8.65426222414539e-05,0.00294716303634409,2,"PIS"
"METHOCARBAMOL_TAB.750MG",73,2,0.000108636610537751,0.0010464571703109,2,"PIS"
"ZACIN_CRM.0.025.",73,2,7.86905886056028e-05,0.00147485845189663,2,"PIS"
"ROBAXIN.750_TAB.750MG",73,2,0.000111482720178372,0.00128896284628131,2,"PIS"
"DIHYDROCODEINE.TART_TAB.60MG.M.R",73,2,9.61168781237985e-05,0.00441691375334237,2,"PIS"
"CAPSAICIN_CRM.0.025.",73,1,7.2134458630888e-05,0,1,"PIS"
"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST",72,1,1,0,1,"SMR"
"R202_PARAESTHESIA.OF.SKIN",72,1,1,0,1,"SMR"
"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS",71,1,1,0,1,"SMR"
"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED",71,1,1,0,1,"SMR"
"M950_ACQUIRED.DEFORMITY.OF.NOSE",70,1,1,0,1,"SMR"
"J342_DEVIATED.NASAL.SEPTUM",70,1,1,0,1,"SMR"
"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY",69,0,NA,0,0,"SMR"
"B349_VIRAL.INFECTION..UNSPECIFIED",68,0,NA,0,0,"SMR"
"ORLISTAT_CAP.120MG",67,5,0.000123350191192796,0.0120581842025782,5,"PIS"
"RAMIPRIL_CAP.5MG",67,4,0.000112676056338028,0.0110439074562882,4,"PIS"
"XENICAL_CAP.120MG",67,3,0.00011846937566639,0.00346325128130044,3,"PIS"
"LISINOPRIL_TAB.10MG",67,3,7.42555877329769e-05,0.00294843997006867,3,"PIS"
"NEFOPAM.HCL_TAB.30MG",67,3,0.000115901715345387,0.0028091242113477,3,"PIS"
"ZIMOVANE_TAB.7.5MG",67,2,0.000120743781695243,0.00299651041855563,2,"PIS"
"AMLODIPINE_TAB.10MG",67,2,8.11951932445599e-05,0.00441691375334237,2,"PIS"
"AMLODIPINE_TAB.5MG",67,2,8.95495656846064e-05,0.00588411060289149,2,"PIS"
"RAMIPRIL_CAP.10MG",67,2,9.98003992015968e-05,0.00734875358499143,2,"PIS"
"ACUPAN_TAB.30MG",67,2,0.000108448107580523,0.000198823554389926,2,"PIS"
"I501_LEFT.VENTRICULAR.FAILURE",67,1,9.97008973080758e-05,0,1,"SMR"
"SIMVASTATIN_TAB.20MG",67,1,6.83900971139379e-05,0,1,"PIS"
"LISINOPRIL_TAB.5MG",67,1,6.83900971139379e-05,0,1,"PIS"
"TRIMETHOPRIM_TAB.200MG",66,6,0.000140114894213255,0.0193440564403978,6,"PIS"
"NITROFURANTOIN_CAP.50MG",66,6,0.000141843971631206,0.0164624650003351,6,"PIS"
"MACRODANTIN_CAP.50MG",66,6,0.000137646249139711,0.0163876736494334,6,"PIS"
"MACROBID_CAP.100MG",66,4,0.000129433083096039,0.00954304383529107,4,"PIS"
"CEFALEXIN_CAP.250MG",66,4,0.000130907186804556,0.00733802085399417,4,"PIS"
"N390_URINARY.TRACT.INFECTION..SITE.NOT.SPECIFIED",66,2,0.00012070006035003,0.00120723781194808,2,"SMR"
"B962_E..COLI.AS.THE.CAUSE.OF.DISEASES.CLASSIFIED.TO.OTHER.CHAPTERS",66,2,0.000116631677163518,0.000828710713863978,2,"SMR"
"TRIMOVATE_CRM",66,2,0.000104504127913053,0.00147485845189663,2,"PIS"
"ERYTHROMYCIN_CAP.E.C.250MG",66,2,0.000117785630153121,0.00220890312370021,2,"PIS"
"MEFENAMIC.ACID_CAP.250MG",66,2,0.000134535180949818,0.00587852486350846,2,"PIS"
"BISACODYL_TAB.E.C.5MG",66,2,0.000118821292775665,0.00294716303634409,2,"PIS"
"TIMODINE_CRM",66,1,9.32487877657591e-05,0,1,"PIS"
"OXYBUTYNIN.HCL_TAB.5MG",66,1,0.00012187690432663,0,1,"PIS"
"FLUCLOX.SOD_CAP.500MG",65,7,0.000140567894292943,0.0180794200486488,7,"PIS"
"PROPRANOLOL.HCL_CAP.80MG.M.R",65,7,0.000138389150290617,0.0151003002709818,7,"PIS"
"SAVLON_ANTIS.CRM",65,5,0.000125015626953369,0.00999019116066529,5,"PIS"
"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG",65,5,0.000130650640188137,0.00862887485849266,5,"PIS"
"METRONIDAZOLE_TAB.400MG",65,4,0.000135611608353675,0.0110017384837203,4,"PIS"
"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS",65,4,0.000129416332341141,0.00608874299777181,4,"PIS"
"ZEROBASE.CRM..APPL.",65,4,0.000128865979381443,0.0107423122832247,4,"PIS"
"X449_ACC.POISONING.BY.TO.OTHER.UNSPECIFIED.DRUGS.BIOL.SUBS.IN.UNSPECIFIED.PLACE",65,3,0.000131873928524331,0.0074924950537713,3,"SMR"
"Z634_DISAPPEARANCE.AND.DEATH.OF.FAMILY.MEMBER",65,3,0.000130395097144347,0.00986401516708953,3,"SMR"
"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.",65,3,0.000122414004162076,0.00264756598811683,3,"PIS"
"CO.AMOXICLAV_TAB.500MG.125MG",65,3,0.000130941469163284,0.00402813440628495,3,"PIS"
"BENZYDAMINE.HCL_MTHWSH.0.15..S.F",65,3,0.000119904076738609,0.00271113653035055,3,"PIS"
"ZOTON_FASTAB.TAB.30MG",65,3,0.000119817876827223,0.00699121933084359,3,"PIS"
"FUCIDIN_CRM.20MG.G",65,2,0.000126071608673727,0.00183321302292877,2,"PIS"
"CO.AMOXICLAV_TAB.250MG.125MG",65,2,0.000127048659636641,0.00223051705782904,2,"PIS"
"INADINE.5CM.X.5CM.POVIDONE.IODINE.FABRIC.DRESS.STER",65,2,0.000115406809001731,0.00141312181239439,2,"PIS"
"TUBIGRIP.8.75CM.X.1M.STKNTTE.ELASCTD.TUBLR.BAND",65,2,0.000109265734265734,0.00147485845189663,2,"PIS"
"STERIPOD.SOD.CHLOR.TOP.IRRIG.0.9..20ML",65,2,0.000114364135407136,0.00122481562951079,2,"PIS"
"J039_ACUTE.TONSILLITIS..UNSPECIFIED",65,1,0.000113520263367011,0,1,"SMR"
"HALF.INDERAL.LA_CAP.80MG",65,1,0.000119317503877819,0,1,"PIS"
"CYMEX_CRM",65,1,0.000112170499158721,0,1,"PIS"
"LANSOPRAZOLE_ORODISPER.TAB.30MG",65,1,0.000105252078728555,0,1,"PIS"
"PROPRANOLOL.HCL_CAP.160MG.M.R",65,1,0.000119317503877819,0,1,"PIS"
