"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"449","54",30,5,"ADCAL.D3_TAB.CHBLE..TUTTI.FRUTTI.","5","0.02"
"12","56",27,1,"FLUCONAZOLE_CAP.150MG","7","0.01"
"122","56",27,2,"CLOTRIMAZOLE_PESS.500MG","7","0.02"
"232","56",27,3,"LOPERAMIDE.HCL_CAP.2MG","6","0.02"
"342","56",27,4,"R568_OTHER.AND.UNSPECIFIED.CONVULSIONS","5","0.01"
"452","56",27,5,"CLOTRIMAZOLE_CRM.1.","5","0.01"
"11","46",27,1,"X999_ASSAULT.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE","14","0.02"
"121","46",27,2,"X789_INTENT.SELF.HARM.BY.SHARP.OBJECT.IN.UNSPECIFIED.PLACE","9","0.02"
"231","46",27,3,"S610_OPEN.WOUND.OF.FINGER.S..WITHOUT.DAMAGE.TO.NAIL","6","0.01"
"341","46",27,4,"S519_OPEN.WOUND.OF.FOREARM..PART.UNSPECIFIED","5","0.01"
"451","46",27,5,"S619_OPEN.WOUND.OF.WRIST.AND.HAND..PART.UNSPECIFIED","5","0"
"10","7",27,1,"idu_heroin","11","0.02"
"120","7",27,2,"td_etizolam","11","0.01"
"230","7",27,3,"idu_diazepam_non_prescribed","10","0.01"
"340","7",27,4,"cha_statutory_addiction_service","9","0.01"
"450","7",27,5,"idu_dihydrocodeine","8","0.01"
"14","58",26,1,"ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.","9","0.03"
"124","58",26,2,"DRESSIT.STER.DRESS.PACK","5","0.01"
"234","58",26,3,"MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN","4","0"
"344","58",26,4,"DIFFLAM_P.SPY.0.15..30ML","4","0.01"
"454","58",26,5,"AIROMIR_AUTOHALER.100MCG..200.D..CFF","4","0.01"
"13","45",26,1,"MST.CONTINUS_TAB.10MG","7","0.02"
"123","45",26,2,"I849_UNSPECIFIED.HAEMORRHOIDS.WITHOUT.COMPLICATION","5","0.01"
"233","45",26,3,"ORAMORPH_ORAL.SOLN.10MG.5ML","5","0.01"
"343","45",26,4,"R194_CHANGE.IN.BOWEL.HABIT","4","0.01"
"453","45",26,5,"ANUSOL.HC_OINT","4","0.01"
"18","77",25,1,"METHADONE.HCL_MIX.1MG.1ML","10","0.09"
"128","77",25,2,"PARACET_TAB.500MG","7","0.03"
"238","77",25,3,"DOMPERIDONE_TAB.10MG","7","0.02"
"348","77",25,4,"CO.CODAMOL_TAB.30MG.500MG","6","0.01"
"458","77",25,5,"DICLOFENAC.SOD_TAB.E.C.50MG","5","0.02"
"17","74",25,1,"CHLORHEX.GLUCON_MTHWSH.0.2.","7","0.02"
"127","74",25,2,"MICONAZOLE_OROMUCOSAL.GEL.20MG.G.S.F","5","0.01"
"237","74",25,3,"TRANEXAMIC.ACID_TAB.500MG","4","0.01"
"347","74",25,4,"VOLUMATIC","4","0.01"
"457","74",25,5,"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.","3","0"
"16","73",25,1,"CETIRIZINE.HCL_TAB.10MG","9","0.01"
"126","73",25,2,"MOMETASONE.FUR_AQ.N.SPY.50MCG..140.D.","8","0.02"
"236","73",25,3,"MOMETASONE.FUR_CRM.0.1.","4","0.01"
"346","73",25,4,"CHLORPHENAMINE.MAL_TAB.4MG","3","0"
"456","73",25,5,"BETNOVATE_CRM.0.1.","3","0.01"
"15","23",25,1,"op_diazepam","9","0.02"
"125","23",25,2,"td_diazepam","9","0.02"
"235","23",25,3,"td_nordiazepam","8","0.01"
"345","23",25,4,"td_dihydrocodeine","7","0.01"
"455","23",25,5,"DIAZEPAM_TAB.5MG","7","0.02"
"21","31",24,1,"SIMPLE_LINCT.S.F","7","0.01"
"131","31",24,2,"TRAZODONE.HCL_CAP.50MG","4","0"
"241","31",24,3,"ACICLOVIR_CRM.5.","4","0"
"351","31",24,4,"BETNOVATE_SCALP.APPLIC.0.1.","4","0"
"461","31",24,5,"TRAZODONE.HCL_TAB.150MG","4","0"
"20","6",24,1,"THIAMINE.HCL_TAB.100MG","11","0.07"
"130","6",24,2,"chnd_alcohol_services","8","0.01"
"240","6",24,3,"aa_no_known_treatment","7","0.02"
"350","6",24,4,"aa_vitamin_supplements","7","0.02"
"460","6",24,5,"VIT.B.CO.STRONG_TAB","6","0.03"
"19","4",24,1,"chnd_mental_health_services","7","0.02"
"129","4",24,2,"pc_bi_polar_disorder","6","0.01"
"239","4",24,3,"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER","6","0.01"
"349","4",24,4,"F209_SCHIZOPHRENIA..UNSPECIFIED","6","0.02"
"459","4",24,5,"pc_personality_disorder","5","0.01"
"22","22",23,1,"PROPRANOLOL.HCL_CAP.80MG.M.R","7","0.02"
"132","22",23,2,"pc_anxiety","6","0.01"
"242","22",23,3,"CITALOPRAM.HYDROB_TAB.10MG","6","0.01"
"352","22",23,4,"CITALOPRAM.HYDROB_TAB.20MG","6","0.01"
"462","22",23,5,"CITALOPRAM.HYDROB_TAB.40MG","4","0"
"24","50",22,1,"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION","7","0.02"
"134","50",22,2,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG","6","0.01"
"244","50",22,3,"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED","5","0.01"
"354","50",22,4,"SALBUTAMOL_INH.SOLN.2.5MG.2.5ML.UD","5","0"
"464","50",22,5,"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED","4","0.01"
"23","38",22,1,"J22X_UNSPECIFIED.ACUTE.LOWER.RESPIRATORY.INFECTION","6","0.02"
"133","38",22,2,"AMOXICILLIN_CAP.500MG","6","0.02"
"243","38",22,3,"OMEPRAZOLE_CAP.E.C.20MG","6","0.04"
"353","38",22,4,"Z824_F.H.OF.IHD.AND.OTHER.DISEASES.OF.THE.CIRCULATORY.SYSTEM","5","0.01"
"463","38",22,5,"R060_DYSPNOEA","4","0"
"25","29",21,1,"OLANZAPINE_TAB.10MG","7","0.01"
"135","29",21,2,"td_olanzapine","6","0.01"
"245","29",21,3,"OLANZAPINE_TAB.5MG","6","0.01"
"355","29",21,4,"ORLISTAT_CAP.120MG","5","0.01"
"465","29",21,5,"DIORALYTE_PDR.SACH..BLKCURRANT.","5","0.02"
"30","57",20,1,"FERR.SULF_TAB.200MG","6","0.01"
"140","57",20,2,"D509_IRON.DEFICIENCY.ANAEMIA..UNSPECIFIED","5","0.02"
"250","57",20,3,"FERR.FUMAR_TAB.210MG","5","0.01"
"360","57",20,4,"MUCODYNE_CAP.375MG","5","0.01"
"470","57",20,5,"CIPROFLOXACIN_TAB.250MG","4","0.01"
"29","53",20,1,"DERMOL.600_BATH.EMOLLIENT","5","0.01"
"139","53",20,2,"EUMOVATE_CRM.0.05.","4","0.01"
"249","53",20,3,"DOVOBET_OINT.0.005..0.05.","4","0"
"359","53",20,4,"CLOBET.BUT_CRM.0.05.","4","0.01"
"469","53",20,5,"OILATUM_EMOLLIENT","3","0.01"
"28","40",20,1,"QUETIAPINE_TAB.25MG","6","0.01"
"138","40",20,2,"QUETIAPINE_TAB.200MG","6","0.01"
"248","40",20,3,"Z915_PERSONAL.HISTORY.OF.SELF.HARM","5","0.01"
"358","40",20,4,"QUETIAPINE_TAB.100MG","5","0.01"
"468","40",20,5,"QUETIAPINE_TAB.300MG","5","0.01"
"27","24",20,1,"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN","5","0.01"
"137","24",20,2,"F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED","5","0.01"
"247","24",20,3,"RISPERIDONE_TAB.1MG","4","0"
"357","24",20,4,"F155_PSYCHOTIC.DISORDER.DUE.TO.USE.OF.OTHER.STIMULANTS.INCLUDING.CAFFEINE","4","0.01"
"467","24",20,5,"pc_drug_or_alcohol_psychosis","3","0.01"
"26","21",20,1,"SALBUTAMOL_INHA.100MCG..200.D..CFF","13","0.04"
"136","21",20,2,"CLENIL.MODULITE_INHA.100MCG..200D.","6","0"
"246","21",20,3,"J459_ASTHMA..UNSPECIFIED","5","0"
"356","21",20,4,"SERETIDE.125_EVOHALER.125MCG.25MCG.120D.","5","0.01"
"466","21",20,5,"FORCEVAL_CAP","4","0.01"
"34","75",19,1,"PREDNISOLONE_TAB.5MG","6","0.02"
"144","75",19,2,"FYBOGEL_GRAN.SACH.3.5G.ORANGE.G.F.S.F","6","0.01"
"254","75",19,3,"ERYTHROMYCIN_TAB.E.C.250MG","5","0.01"
"364","75",19,4,"PREDNISOLONE_TAB.E.C.5MG","5","0.01"
"474","75",19,5,"CIPROFLOXACIN_TAB.500MG","4","0.01"
"33","34",19,1,"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME","11","0.07"
"143","34",19,2,"F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE","6","0.01"
"253","34",19,3,"GAVISCON.ADVANCE_LIQ..ANISEED..S.F","6","0.01"
"363","34",19,4,"PEPTAC_LIQ..ANISEED..S.F","6","0.01"
"473","34",19,5,"Z032_OBSERVATION.FOR.SUSPECTED.MENTAL.AND.BEHAVIOURAL.DISORDERS","5","0.01"
"32","32",19,1,"VENLAFAXINE_CAP.75MG.M.R","7","0.02"
"142","32",19,2,"CHLORPROMAZINE.HCL_TAB.50MG","6","0.01"
"252","32",19,3,"CHLORPROMAZINE.HCL_TAB.25MG","5","0.02"
"362","32",19,4,"T427_POISONING.BY.ANTIEPILEPTIC...SEDATIVE.HYPNOTIC.DRUGS..UNSPEC","4","0.01"
"472","32",19,5,"R410_DISORIENTATION..UNSPECIFIED","3","0"
"31","16",19,1,"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED","8","0.02"
"141","16",19,2,"K318_OTHER.SPECIFIED.DISEASES.OF.STOMACH.AND.DUODENUM","4","0.01"
"251","16",19,3,"FORTISIP.BOTTLE_LIQ..8.FLAV.","4","0.01"
"361","16",19,4,"E86X_VOLUME.DEPLETION","3","0"
"471","16",19,5,"E876_HYPOKALAEMIA","3","0"
"37","59",18,1,"FLUCLOX.SOD_CAP.500MG","7","0.02"
"147","59",18,2,"SAVLON_ANTIS.CRM","5","0.01"
"257","59",18,3,"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG","5","0.01"
"367","59",18,4,"METRONIDAZOLE_TAB.400MG","4","0.01"
"477","59",18,5,"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS","4","0.01"
"36","37",18,1,"K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS","10","0.02"
"146","37",18,2,"K20X_OESOPHAGITIS","5","0.01"
"256","37",18,3,"K219_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITHOUT.OESOPHAGITIS","4","0.01"
"366","37",18,4,"K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE","4","0"
"476","37",18,5,"OMEPRAZOLE_CAP.E.C.40MG","4","0.01"
"35","15",18,1,"G409_EPILEPSY..UNSPECIFIED","10","0.02"
"145","15",18,2,"mc_epilepsy_seizures","5","0.01"
"255","15",18,3,"NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY","5","0.02"
"365","15",18,4,"NICORETTE.INVISI_PATCH.25MG.16HRS","4","0.01"
"475","15",18,5,"SOD.VALPR_TAB.E.C.200MG","4","0.01"
"39","52",16,1,"K703_ALCOHOLIC.CIRRHOSIS.OF.LIVER","8","0.02"
"149","52",16,2,"K766_PORTAL.HYPERTENSION","6","0.02"
"259","52",16,3,"REMEDEINE.FTE_TAB","4","0.01"
"369","52",16,4,"I859_OESOPHAGEAL.VARICES.WITHOUT.BLEEDING","3","0"
"479","52",16,5,"PARACET.DIHYDROCODEINE_TAB.500MG.20MG","3","0"
"38","39",16,1,"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED","5","0.01"
"148","39",16,2,"INADINE.9.5CM.X.9.5.CM.POVIDONE.IODINE.FABRIC.DRESS.STER","5","0.01"
"258","39",16,3,"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS","4","0.01"
"368","39",16,4,"CO.CODAMOL.EFF_TAB.8MG.500MG","4","0.01"
"478","39",16,5,"LAXIDO_ORAL.PDR.SACH..ORANGE..S.F","4","0.01"
"41","76",15,1,"BROLENE_EYE.DPS.0.1.","5","0.01"
"151","76",15,2,"DIPROBASE_CRM","5","0.01"
"261","76",15,3,"LYMECYCLINE_CAP.408MG","4","0"
"371","76",15,4,"IMPLANON_IMPLANT.68MG","4","0.01"
"481","76",15,5,"MIGRALEVE.COMPLETE_TAB","3","0"
"40","43",15,1,"DICYCLOVERINE.HCL_TAB.20MG","5","0.01"
"150","43",15,2,"F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL","4","0.01"
"260","43",15,3,"Z038_OBSERVATION.FOR.OTHER.SUSPECTED.DISEASES.AND.CONDITIONS","4","0.03"
"370","43",15,4,"R440_AUDITORY.HALLUCINATIONS","4","0.01"
"480","43",15,5,"HYOSCINE.BUTYLBROM_TAB.10MG","4","0.01"
"42","20",14,1,"K861_OTHER.CHRONIC.PANCREATITIS","7","0.02"
"152","20",14,2,"K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS","5","0.01"
"262","20",14,3,"K292_ALCOHOLIC.GASTRITIS","4","0.01"
"372","20",14,4,"K297_GASTRITIS..UNSPECIFIED","3","0"
"482","20",14,5,"K85X_ACUTE.PANCREATITIS","3","0"
"46","55",13,1,"TRIMETHOPRIM_TAB.200MG","6","0.02"
"156","55",13,2,"NITROFURANTOIN_CAP.50MG","6","0.02"
"266","55",13,3,"MACRODANTIN_CAP.50MG","6","0.02"
"376","55",13,4,"MACROBID_CAP.100MG","4","0.01"
"486","55",13,5,"CEFALEXIN_CAP.250MG","4","0.01"
"45","44",13,1,"CHLORAMPHEN_EYE.DPS.0.5.","5","0.01"
"155","44",13,2,"HYPROMELLOSE_EYE.DPS.0.3.","5","0.01"
"265","44",13,3,"VISCOTEARS_LIQ.GEL.2MG.G","4","0.01"
"375","44",13,4,"CARBOMER.980_GEL.EYE.DPS.0.2.","2","0"
"485","44",13,5,"LACRI.LUBE_OPHTH.OINT","2","0"
"44","41",13,1,"FUROSEMIDE_TAB.40MG","5","0.01"
"154","41",13,2,"SPIRONOL_TAB.100MG","5","0"
"264","41",13,3,"K709_ALCOHOLIC.LIVER.DISEASE..UNSPECIFIED","4","0.01"
"374","41",13,4,"R945_ABNORMAL.RESULTS.OF.LIVER.FUNCTION.STUDIES","3","0"
"484","41",13,5,"R17X_UNSPECIFIED.JAUNDICE","3","0"
"43","12",13,1,"mc_hepatitis_c","10","0.01"
"153","12",13,2,"F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS","8","0.06"
"263","12",13,3,"B182_CHRONIC.VIRAL.HEPATITIS.C","6","0.01"
"373","12",13,4,"Z225_CARRIER.OF.VIRAL.HEPATITIS","5","0.01"
"483","12",13,5,"B171_ACUTE.HEPATITIS.C","4","0.01"
"47","66",12,1,"CAPASAL_THERAPEUTIC.SHAMPOO","4","0.01"
"157","66",12,2,"POLYTAR_LIQ","3","0"
"267","66",12,3,"MOVICOL_PDR.SACH.13.8G..LEM...LIM.","3","0"
"377","66",12,4,"E871_HYPO.OSMOLALITY.AND.HYPONATRAEMIA","2","0"
"487","66",12,5,"NEUTROGENA_T.GEL.THERAPEUTIC.SHAMPOO.2.","2","0"
"48","27",11,1,"TRAMADOL.HCL_CAP.100MG.M.R","4","0.01"
"158","27",11,2,"R31X_UNSPECIFIED.HAEMATURIA","3","0.01"
"268","27",11,3,"M5499_DORSALGIA..UNSPECIFIED..SITE.UNSPECIFIED.","3","0"
"378","27",11,4,"F130_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOX.WITH.SEDATIVE.OR.HYPNOTICS","3","0.01"
"488","27",11,5,"ZYDOL.SR_TAB.100MG","3","0.01"
"49","47",10,1,"Z036_OBSERVATION.FOR.SUSPECTED.TOXIC.EFFECT.FROM.INGESTED.SUBSTANCE","5","0.01"
"159","47",10,2,"T509_POISONING.BY.OTHER...UNSPEC.DRUGS..MEDICAMENTS.AND.BIOLOGICAL.SUBSTANCES","5","0.01"
"269","47",10,3,"ZEROBASE.CRM..APPL.","4","0.01"
"379","47",10,4,"X449_ACC.POISONING.BY.TO.OTHER.UNSPECIFIED.DRUGS.BIOL.SUBS.IN.UNSPECIFIED.PLACE","3","0.01"
"489","47",10,5,"F141_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.COCAINE","3","0"
"52","83",8,1,"NICOTINELL.TTS.30_PATCH.21MG.24HRS","4","0.01"
"162","83",8,2,"NIQUITIN_PATCH.21MG.24HRS..STEP.1.","3","0"
"272","83",8,3,"NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.","3","0"
"382","83",8,4,"NIQUITIN_PATCH.14MG.24HRS..STEP.2.","2","0"
"492","83",8,5,"NIQUITIN.CLR_PATCH.14MG.24HRS.STEP.2.","2","0"
"51","72",8,1,"DIHYDROCODEINE.TART_TAB.120MG.M.R","4","0.01"
"161","72",8,2,"DIHYDROCODEINE.TART_TAB.90MG.M.R","3","0.01"
"271","72",8,3,"DHC.CONTINUS_TAB.120MG","2","0"
"381","72",8,4,"DHC.CONTINUS_TAB.90MG","2","0"
"491","72",8,5,"DHC.CONTINUS_TAB.60MG","2","0"
"50","60",8,1,"RAMIPRIL_CAP.5MG","4","0.01"
"160","60",8,2,"LISINOPRIL_TAB.10MG","3","0"
"270","60",8,3,"AMLODIPINE_TAB.10MG","2","0"
"380","60",8,4,"AMLODIPINE_TAB.5MG","2","0.01"
"490","60",8,5,"RAMIPRIL_CAP.10MG","2","0.01"
"53","36",7,1,"F131_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.SEDATIVES.OR.HYPNOTICS","5","0.01"
"163","36",7,2,"F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS","4","0.01"
"273","36",7,3,"F121_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.CANNABINOIDS","2","0"
"383","36",7,4,"Z602_LIVING.ALONE","2","0"
"493","36",7,5,"F321_MODERATE.DEPRESSIVE.EPISODE","1","0"
"54","84",6,1,"VARENICLINE.TART_TAB.1MG","5","0.01"
"164","84",6,2,"CHAMPIX_TAB.1MG","3","0"
"274","84",6,3,"CHAMPIX_2WK.TT.INIT.PACK..TAB.0.5MG.1MG.","2","0"
"384","84",6,4,"VARENICLINE.TART_2WK.INIT.TAB.0.5MG.1MG.","2","0"
"494","84",6,5,"CHAMPIX_TITRATION.PACK..TAB.0.5MG.1MG.","2","0"
"56","79",5,1,"SALBUTAMOL_INHA.200MCG..100D.","2","0"
"166","79",5,2,"SALBUTAMOL_PDR.FOR.INH.200MCG..60.D.","2","0"
"276","79",5,3,"CONVATEC_ORABASE.PASTE.30G","2","0"
"386","79",5,4,"NASEPTIN_CRM","1","0"
"496","79",5,5,"VENTOLIN_ACCUHALER.200MCG..60.D.","1","0"
"55","28",5,1,"I469_CARDIAC.ARREST..UNSPECIFIED","3","0"
"165","28",5,2,"td_lignocaine","2","0.01"
"275","28",5,3,"G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED","2","0"
"385","28",5,4,"I460_CARDIAC.ARREST.WITH.SUCCESSFUL.RESUSCITATION","1","0"
"495","28",5,5,"PARACET_ORAL.SUSP.250MG.5ML.S.F","1","0"
"59","85",4,1,"SUBOXONE_TAB.SUBLING.8MG.2MG","3","0"
"169","85",4,2,"SUBUTEX_TAB.SUBLING.8MG","2","0"
"279","85",4,3,"SUBOXONE_TAB.SUBLING.2MG.0.5MG","1","0"
"389","85",4,4,"SUBUTEX_TAB.SUBLING.2MG","1","0"
"499","85",4,5,"NA","NA","NA"
"58","67",4,1,"LEVOTHYROX.SOD_TAB.100MCG","3","0"
"168","67",4,2,"LEVOTHYROX.SOD_TAB.50MCG","3","0"
"278","67",4,3,"E039_HYPOTHYROIDISM..UNSPECIFIED","2","0"
"388","67",4,4,"LEVOTHYROX.SOD_TAB.25MCG","2","0"
"498","67",4,5,"NA","NA","NA"
"57","25",4,1,"CLOMIPRAMINE.HCL_CAP.50MG","3","0"
"167","25",4,2,"pc_obsessive_compulsive_disorder","1","0"
"277","25",4,3,"td_anti_depressants","1","0"
"387","25",4,4,"CLOMIPRAMINE.HCL_CAP.25MG","1","0"
"497","25",4,5,"NA","NA","NA"
"64","88",3,1,"VENLALIC.XL_TAB.225MG","2","0"
"174","88",3,2,"XYLOMET.HCL_NSL.DPS.0.1.","1","0"
"284","88",3,3,"VENLAFAXINE_TAB.225MG.M.R","1","0"
"394","88",3,4,"NA","NA","NA"
"504","88",3,5,"NA","NA","NA"
"63","69",3,1,"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS","2","0"
"173","69",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"283","69",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"393","69",3,4,"NA","NA","NA"
"503","69",3,5,"NA","NA","NA"
"62","26",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"172","26",3,2,"td_dothiepin","1","0"
"282","26",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"392","26",3,4,"NA","NA","NA"
"502","26",3,5,"NA","NA","NA"
"61","5",3,1,"chnd_employability_services","2","0"
"171","5",3,2,"rse_debt","1","0"
"281","5",3,3,"es_support_into_employment","1","0"
"391","5",3,4,"NA","NA","NA"
"501","5",3,5,"NA","NA","NA"
"60","3",3,1,"rse_childcustodyissues","2","0"
"170","3",3,2,"rse_lossofchildcustody","1","0"
"280","3",3,3,"rse_childcustodyhearings","1","0"
"390","3",3,4,"NA","NA","NA"
"500","3",3,5,"NA","NA","NA"
"86","97",2,1,"CELEBREX_CAP.100MG","1","0"
"196","97",2,2,"CELECOXIB_CAP.100MG","1","0"
"306","97",2,3,"NA","NA","NA"
"416","97",2,4,"NA","NA","NA"
"526","97",2,5,"NA","NA","NA"
"85","96",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"195","96",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"305","96",2,3,"NA","NA","NA"
"415","96",2,4,"NA","NA","NA"
"525","96",2,5,"NA","NA","NA"
"84","95",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"194","95",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"304","95",2,3,"NA","NA","NA"
"414","95",2,4,"NA","NA","NA"
"524","95",2,5,"NA","NA","NA"
"83","94",2,1,"IBUPROFEN_TAB.600MG","1","0"
"193","94",2,2,"DERMOVATE_OINT.0.05.","1","0"
"303","94",2,3,"NA","NA","NA"
"413","94",2,4,"NA","NA","NA"
"523","94",2,5,"NA","NA","NA"
"82","93",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
"192","93",2,2,"DERMOL_CRM","1","0"
"302","93",2,3,"NA","NA","NA"
"412","93",2,4,"NA","NA","NA"
"522","93",2,5,"NA","NA","NA"
"81","92",2,1,"ALGESAL_CRM.10.","1","0"
"191","92",2,2,"MAG.SULF_PASTE","1","0"
"301","92",2,3,"NA","NA","NA"
"411","92",2,4,"NA","NA","NA"
