"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"353","54",23,4,"T427_POISONING.BY.ANTIEPILEPTIC...SEDATIVE.HYPNOTIC.DRUGS..UNSPEC","4","0.01"
"464","54",23,5,"RAMIPRIL_CAP.5MG","4","0.01"
"19","18",23,1,"G409_EPILEPSY..UNSPECIFIED","10","0.02"
"130","18",23,2,"LOPERAMIDE.HCL_CAP.2MG","6","0.02"
"241","18",23,3,"mc_epilepsy_seizures","5","0.01"
"352","18",23,4,"R568_OTHER.AND.UNSPECIFIED.CONVULSIONS","5","0.01"
"463","18",23,5,"F1030_ALCOHOL.WITHDRAWAL.STATE..UNCOMPLICATED","4","0.01"
"22","51",22,1,"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION","7","0.02"
"133","51",22,2,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG","6","0.01"
"244","51",22,3,"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED","5","0.01"
"355","51",22,4,"SALBUTAMOL_INH.SOLN.2.5MG.2.5ML.UD","5","0"
"466","51",22,5,"J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED","4","0.01"
"21","25",22,1,"CITALOPRAM.HYDROB_TAB.10MG","6","0.01"
"132","25",22,2,"CITALOPRAM.HYDROB_TAB.20MG","6","0.01"
"243","25",22,3,"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN","5","0.01"
"354","25",22,4,"CITALOPRAM.HYDROB_TAB.40MG","4","0"
"465","25",22,5,"PRECONCEIVE_FOLIC.ACID.TAB.400MCG","4","0.01"
"25","77",21,1,"METHADONE.HCL_MIX.1MG.1ML","10","0.09"
"136","77",21,2,"PARACET_TAB.500MG","7","0.03"
"247","77",21,3,"CO.CODAMOL_TAB.30MG.500MG","6","0.01"
"358","77",21,4,"DICLOFENAC.SOD_TAB.E.C.50MG","5","0.02"
"469","77",21,5,"IBUPROFEN_TAB.400MG","5","0.02"
"24","35",21,1,"SIMPLE_LINCT.S.F","7","0.01"
"135","35",21,2,"DRESSIT.STER.DRESS.PACK","5","0.01"
"246","35",21,3,"MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN","4","0"
"357","35",21,4,"TRAZODONE.HCL_CAP.50MG","4","0"
"468","35",21,5,"DIFFLAM_P.SPY.0.15..30ML","4","0.01"
"23","8",21,1,"idu_heroin","11","0.02"
"134","8",21,2,"idu_diazepam_non_prescribed","10","0.01"
"245","8",21,3,"cha_statutory_addiction_service","9","0.01"
"356","8",21,4,"idu_dihydrocodeine","8","0.01"
"467","8",21,5,"idu_cannabis","7","0"
"29","56",20,1,"DERMOL.600_BATH.EMOLLIENT","5","0.01"
"140","56",20,2,"EUMOVATE_CRM.0.05.","4","0.01"
"251","56",20,3,"DOVOBET_OINT.0.005..0.05.","4","0"
"362","56",20,4,"CLOBET.BUT_CRM.0.05.","4","0.01"
"473","56",20,5,"OILATUM_EMOLLIENT","3","0.01"
"28","55",20,1,"FERR.SULF_TAB.200MG","6","0.01"
"139","55",20,2,"F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED","5","0.01"
"250","55",20,3,"D509_IRON.DEFICIENCY.ANAEMIA..UNSPECIFIED","5","0.02"
"361","55",20,4,"FERR.FUMAR_TAB.210MG","5","0.01"
"472","55",20,5,"FOLIC.ACID_TAB.5MG","4","0.01"
"27","27",20,1,"T401_POISONING.BY.HEROIN","9","0.03"
"138","27",20,2,"T402_POISONING.BY.OTHER.OPIOIDS","8","0.03"
"249","27",20,3,"X429_ACC.POISONING.BY.NARCOTICS.PSYCHODYSLEPTICS.NEC.IN.UNSPECIFIED.PLACE","8","0.01"
"360","27",20,4,"X620_INTENT.SELF.POISONING.BY.EXPOSURE.TO.NARCOTICS.PSYCHODYSLEPTICS.AT.HOME","8","0.02"
"471","27",20,5,"T403_POISONING.BY.METHADONE","7","0"
"26","9",20,1,"op_mirtazapine","8","0.01"
"137","9",20,2,"td_pregabalin","8","0.01"
"248","9",20,3,"op_zopiclone","7","0.01"
"359","9",20,4,"op_gabapentin","6","0.01"
"470","9",20,5,"op_pregabalin","6","0.01"
"30","19",19,1,"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED","8","0.02"
"141","19",19,2,"K318_OTHER.SPECIFIED.DISEASES.OF.STOMACH.AND.DUODENUM","4","0.01"
"252","19",19,3,"FORTISIP.BOTTLE_LIQ..8.FLAV.","4","0.01"
"363","19",19,4,"E86X_VOLUME.DEPLETION","3","0"
"474","19",19,5,"E876_HYPOKALAEMIA","3","0"
"34","60",18,1,"FLUCLOX.SOD_CAP.500MG","7","0.02"
"145","60",18,2,"SAVLON_ANTIS.CRM","5","0.01"
"256","60",18,3,"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG","5","0.01"
"367","60",18,4,"METRONIDAZOLE_TAB.400MG","4","0.01"
"478","60",18,5,"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS","4","0.01"
"33","41",18,1,"J22X_UNSPECIFIED.ACUTE.LOWER.RESPIRATORY.INFECTION","6","0.02"
"144","41",18,2,"Z824_F.H.OF.IHD.AND.OTHER.DISEASES.OF.THE.CIRCULATORY.SYSTEM","5","0.01"
"255","41",18,3,"R060_DYSPNOEA","4","0"
"366","41",18,4,"Z720_TOBACCO.USE","4","0.01"
"477","41",18,5,"J189_PNEUMONIA..UNSPECIFIED","4","0"
"32","40",18,1,"K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS","10","0.02"
"143","40",18,2,"K20X_OESOPHAGITIS","5","0.01"
"254","40",18,3,"K219_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITHOUT.OESOPHAGITIS","4","0.01"
"365","40",18,4,"K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE","4","0"
"476","40",18,5,"OMEPRAZOLE_CAP.E.C.40MG","4","0.01"
"31","28",18,1,"PROPRANOLOL.HCL_CAP.80MG.M.R","7","0.02"
"142","28",18,2,"pc_anxiety","6","0.01"
"253","28",18,3,"NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY","5","0.02"
"364","28",18,4,"Z038_OBSERVATION.FOR.OTHER.SUSPECTED.DISEASES.AND.CONDITIONS","4","0.03"
"475","28",18,5,"HYOSCINE.BUTYLBROM_TAB.10MG","4","0.01"
"36","73",17,1,"FLUCONAZOLE_CAP.150MG","7","0.01"
"147","73",17,2,"CLOTRIMAZOLE_PESS.500MG","7","0.02"
"258","73",17,3,"CLOTRIMAZOLE_CRM.1.","5","0.01"
"369","73",17,4,"HEDRIN_LOT.4.","4","0"
"480","73",17,5,"CANESTEN_COMBI.PESS.500MG.CRM.2.","3","0"
"35","11",17,1,"GABAPENTIN_CAP.300MG","9","0.02"
"146","11",17,2,"td_gabapentin","8","0.01"
"257","11",17,3,"op_amitriptyline","7","0.01"
"368","11",17,4,"TRAMADOL.HCL_CAP.50MG","7","0.02"
"479","11",17,5,"op_tramadol","4","0"
"39","53",16,1,"K703_ALCOHOLIC.CIRRHOSIS.OF.LIVER","8","0.02"
"150","53",16,2,"K766_PORTAL.HYPERTENSION","6","0.02"
"261","53",16,3,"REMEDEINE.FTE_TAB","4","0.01"
"372","53",16,4,"I859_OESOPHAGEAL.VARICES.WITHOUT.BLEEDING","3","0"
"483","53",16,5,"PARACET.DIHYDROCODEINE_TAB.500MG.20MG","3","0"
"38","45",16,1,"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME","11","0.07"
"149","45",16,2,"DICYCLOVERINE.HCL_TAB.20MG","5","0.01"
"260","45",16,3,"F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL","4","0.01"
"371","45",16,4,"R440_AUDITORY.HALLUCINATIONS","4","0.01"
"482","45",16,5,"Z864_PERSONAL.HISTORY.OF.PSYCHOACTIVE.SUBSTANCE.ABUSE","3","0.02"
"37","42",16,1,"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED","5","0.01"
"148","42",16,2,"INADINE.9.5CM.X.9.5.CM.POVIDONE.IODINE.FABRIC.DRESS.STER","5","0.01"
"259","42",16,3,"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS","4","0.01"
"370","42",16,4,"CO.CODAMOL.EFF_TAB.8MG.500MG","4","0.01"
"481","42",16,5,"LAXIDO_ORAL.PDR.SACH..ORANGE..S.F","4","0.01"
"43","76",15,1,"BROLENE_EYE.DPS.0.1.","5","0.01"
"154","76",15,2,"DIPROBASE_CRM","5","0.01"
"265","76",15,3,"LYMECYCLINE_CAP.408MG","4","0"
"376","76",15,4,"IMPLANON_IMPLANT.68MG","4","0.01"
"487","76",15,5,"MIGRALEVE.COMPLETE_TAB","3","0"
"42","75",15,1,"CHLORHEX.GLUCON_MTHWSH.0.2.","7","0.02"
"153","75",15,2,"SEROQUEL_TAB.100MG","4","0.01"
"264","75",15,3,"DEPO.PROVERA_INJ.150MG.ML.1ML.PFS","4","0.01"
"375","75",15,4,"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.","3","0"
"486","75",15,5,"DIAZEPAM_TAB.2MG","3","0.01"
"41","66",15,1,"DIORALYTE_PDR.SACH..BLKCURRANT.","5","0.02"
"152","66",15,2,"DIHYDROCODEINE.TART_TAB.120MG.M.R","4","0.01"
"263","66",15,3,"PROCHLPZINE.MAL_TAB.BUCCAL.3MG","3","0.01"
"374","66",15,4,"DIHYDROCODEINE.TART_TAB.90MG.M.R","3","0.01"
"485","66",15,5,"OXYNORM_CAP.5MG","3","0.01"
"40","5",15,1,"F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE","6","0.01"
"151","5",15,2,"GAVISCON.ADVANCE_LIQ..ANISEED..S.F","6","0.01"
"262","5",15,3,"PEPTAC_LIQ..ANISEED..S.F","6","0.01"
"373","5",15,4,"aa_inpatient_detoxification_and_residential_community_rehabilitation","5","0"
"484","5",15,5,"cha_residential_rehab","5","0.01"
"45","81",14,1,"BETNOVATE_SCALP.APPLIC.0.1.","4","0"
"156","81",14,2,"TYROZETS_LOZ","3","0.01"
"267","81",14,3,"KETOCONAZOLE_SHAMPOO.2.","3","0.01"
"378","81",14,4,"ZOVIRAX_COLD.SORE.CRM.5.","3","0.01"
"489","81",14,5,"BLISTEX_RELIEF.CRM","3","0"
"44","23",14,1,"K861_OTHER.CHRONIC.PANCREATITIS","7","0.02"
"155","23",14,2,"K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS","5","0.01"
"266","23",14,3,"K292_ALCOHOLIC.GASTRITIS","4","0.01"
"377","23",14,4,"K297_GASTRITIS..UNSPECIFIED","3","0"
"488","23",14,5,"K85X_ACUTE.PANCREATITIS","3","0"
"50","58",13,1,"TRIMETHOPRIM_TAB.200MG","6","0.02"
"161","58",13,2,"NITROFURANTOIN_CAP.50MG","6","0.02"
"272","58",13,3,"MACRODANTIN_CAP.50MG","6","0.02"
"383","58",13,4,"MACROBID_CAP.100MG","4","0.01"
"494","58",13,5,"CEFALEXIN_CAP.250MG","4","0.01"
"49","43",13,1,"FUROSEMIDE_TAB.40MG","5","0.01"
"160","43",13,2,"SPIRONOL_TAB.100MG","5","0"
"271","43",13,3,"K709_ALCOHOLIC.LIVER.DISEASE..UNSPECIFIED","4","0.01"
"382","43",13,4,"R945_ABNORMAL.RESULTS.OF.LIVER.FUNCTION.STUDIES","3","0"
"493","43",13,5,"R17X_UNSPECIFIED.JAUNDICE","3","0"
"48","17",13,1,"F603_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER","6","0.01"
"159","17",13,2,"QUETIAPINE_TAB.25MG","6","0.01"
"270","17",13,3,"pc_personality_disorder","5","0.01"
"381","17",13,4,"F6031_EMOTIONALLY.UNSTABLE.PERSONALITY.DISORDER.BORDERLINE.TYPE","5","0"
"492","17",13,5,"Z915_PERSONAL.HISTORY.OF.SELF.HARM","5","0.01"
"47","15",13,1,"METFORMIN.HCL_TAB.500MG","6","0.01"
"158","15",13,2,"mc_diabetes","4","0"
"269","15",13,3,"E109_TYPE.1.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS","4","0"
"380","15",13,4,"R53X_MALAISE.AND.FATIGUE","3","0"
"491","15",13,5,"E119_TYPE.2.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS","3","0"
"46","14",13,1,"mc_hepatitis_c","10","0.01"
"157","14",13,2,"F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS","8","0.06"
"268","14",13,3,"B182_CHRONIC.VIRAL.HEPATITIS.C","6","0.01"
"379","14",13,4,"Z225_CARRIER.OF.VIRAL.HEPATITIS","5","0.01"
"490","14",13,5,"B171_ACUTE.HEPATITIS.C","4","0.01"
"51","67",12,1,"CAPASAL_THERAPEUTIC.SHAMPOO","4","0.01"
"162","67",12,2,"POLYTAR_LIQ","3","0"
"273","67",12,3,"MOVICOL_PDR.SACH.13.8G..LEM...LIM.","3","0"
"384","67",12,4,"E871_HYPO.OSMOLALITY.AND.HYPONATRAEMIA","2","0"
"495","67",12,5,"NEUTROGENA_T.GEL.THERAPEUTIC.SHAMPOO.2.","2","0"
"52","32",11,1,"TRAMADOL.HCL_CAP.100MG.M.R","4","0.01"
"163","32",11,2,"R31X_UNSPECIFIED.HAEMATURIA","3","0.01"
"274","32",11,3,"M5499_DORSALGIA..UNSPECIFIED..SITE.UNSPECIFIED.","3","0"
"385","32",11,4,"F130_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOX.WITH.SEDATIVE.OR.HYPNOTICS","3","0.01"
"496","32",11,5,"ZYDOL.SR_TAB.100MG","3","0.01"
"53","88",10,1,"QUETIAPINE_TAB.200MG","6","0.01"
"164","88",10,2,"QUETIAPINE_TAB.100MG","5","0.01"
"275","88",10,3,"QUETIAPINE_TAB.300MG","5","0.01"
"386","88",10,4,"QUETIAPINE_TAB.200MG.M.R","3","0"
"497","88",10,5,"QUETIAPINE_TAB.150MG","3","0"
"54","84",8,1,"NICOTINELL.TTS.30_PATCH.21MG.24HRS","4","0.01"
"165","84",8,2,"NIQUITIN_PATCH.21MG.24HRS..STEP.1.","3","0"
"276","84",8,3,"NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.","3","0"
"387","84",8,4,"NIQUITIN_PATCH.14MG.24HRS..STEP.2.","2","0"
"498","84",8,5,"NIQUITIN.CLR_PATCH.14MG.24HRS.STEP.2.","2","0"
"55","39",7,1,"F131_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.SEDATIVES.OR.HYPNOTICS","5","0.01"
"166","39",7,2,"F111_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.OPIOIDS","4","0.01"
"277","39",7,3,"F121_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.CANNABINOIDS","2","0"
"388","39",7,4,"Z602_LIVING.ALONE","2","0"
"499","39",7,5,"F321_MODERATE.DEPRESSIVE.EPISODE","1","0"
"57","79",5,1,"SALBUTAMOL_INHA.200MCG..100D.","2","0"
"168","79",5,2,"SALBUTAMOL_PDR.FOR.INH.200MCG..60.D.","2","0"
"279","79",5,3,"CONVATEC_ORABASE.PASTE.30G","2","0"
"390","79",5,4,"NASEPTIN_CRM","1","0"
"501","79",5,5,"VENTOLIN_ACCUHALER.200MCG..60.D.","1","0"
"56","33",5,1,"I469_CARDIAC.ARREST..UNSPECIFIED","3","0"
"167","33",5,2,"td_lignocaine","2","0.01"
"278","33",5,3,"G931_ANOXIC.BRAIN.DAMAGE..NOT.ELSEWHERE.CLASSIFIED","2","0"
"389","33",5,4,"I460_CARDIAC.ARREST.WITH.SUCCESSFUL.RESUSCITATION","1","0"
"500","33",5,5,"PARACET_ORAL.SUSP.250MG.5ML.S.F","1","0"
"60","85",4,1,"SUBOXONE_TAB.SUBLING.8MG.2MG","3","0"
"171","85",4,2,"SUBUTEX_TAB.SUBLING.8MG","2","0"
"282","85",4,3,"SUBOXONE_TAB.SUBLING.2MG.0.5MG","1","0"
"393","85",4,4,"SUBUTEX_TAB.SUBLING.2MG","1","0"
"504","85",4,5,"NA","NA","NA"
"59","68",4,1,"LEVOTHYROX.SOD_TAB.100MCG","3","0"
"170","68",4,2,"LEVOTHYROX.SOD_TAB.50MCG","3","0"
"281","68",4,3,"E039_HYPOTHYROIDISM..UNSPECIFIED","2","0"
"392","68",4,4,"LEVOTHYROX.SOD_TAB.25MCG","2","0"
"503","68",4,5,"NA","NA","NA"
"58","29",4,1,"CLOMIPRAMINE.HCL_CAP.50MG","3","0"
"169","29",4,2,"pc_obsessive_compulsive_disorder","1","0"
"280","29",4,3,"td_anti_depressants","1","0"
"391","29",4,4,"CLOMIPRAMINE.HCL_CAP.25MG","1","0"
"502","29",4,5,"NA","NA","NA"
"65","89",3,1,"VENLALIC.XL_TAB.225MG","2","0"
"176","89",3,2,"XYLOMET.HCL_NSL.DPS.0.1.","1","0"
"287","89",3,3,"VENLAFAXINE_TAB.225MG.M.R","1","0"
"398","89",3,4,"NA","NA","NA"
"509","89",3,5,"NA","NA","NA"
"64","70",3,1,"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS","2","0"
"175","70",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"286","70",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"397","70",3,4,"NA","NA","NA"
"508","70",3,5,"NA","NA","NA"
"63","31",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"174","31",3,2,"td_dothiepin","1","0"
"285","31",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"396","31",3,4,"NA","NA","NA"
"507","31",3,5,"NA","NA","NA"
"62","6",3,1,"chnd_employability_services","2","0"
"173","6",3,2,"rse_debt","1","0"
"284","6",3,3,"es_support_into_employment","1","0"
"395","6",3,4,"NA","NA","NA"
"506","6",3,5,"NA","NA","NA"
"61","3",3,1,"rse_childcustodyissues","2","0"
"172","3",3,2,"rse_lossofchildcustody","1","0"
"283","3",3,3,"rse_childcustodyhearings","1","0"
"394","3",3,4,"NA","NA","NA"
"505","3",3,5,"NA","NA","NA"
"87","98",2,1,"CELEBREX_CAP.100MG","1","0"
"198","98",2,2,"CELECOXIB_CAP.100MG","1","0"
"309","98",2,3,"NA","NA","NA"
"420","98",2,4,"NA","NA","NA"
"531","98",2,5,"NA","NA","NA"
"86","97",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"197","97",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"308","97",2,3,"NA","NA","NA"
"419","97",2,4,"NA","NA","NA"
"530","97",2,5,"NA","NA","NA"
"85","96",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"196","96",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"307","96",2,3,"NA","NA","NA"
"418","96",2,4,"NA","NA","NA"
"529","96",2,5,"NA","NA","NA"
"84","95",2,1,"IBUPROFEN_TAB.600MG","1","0"
"195","95",2,2,"DERMOVATE_OINT.0.05.","1","0"
"306","95",2,3,"NA","NA","NA"
"417","95",2,4,"NA","NA","NA"
"528","95",2,5,"NA","NA","NA"
"83","94",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
