"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"130","41",21,2,"HYPROMELLOSE_EYE.DPS.0.3.","5","0.01"
"231","41",21,3,"R194_CHANGE.IN.BOWEL.HABIT","4","0.01"
"332","41",21,4,"VISCOTEARS_LIQ.GEL.2MG.G","4","0.01"
"433","41",21,5,"MORPH.SULF_ORAL.SOLN.10MG.5ML","3","0.01"
"28","36",21,1,"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED","5","0.01"
"129","36",21,2,"INADINE.9.5CM.X.9.5.CM.POVIDONE.IODINE.FABRIC.DRESS.STER","5","0.01"
"230","36",21,3,"DRESSIT.STER.DRESS.PACK","5","0.01"
"331","36",21,4,"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS","4","0.01"
"432","36",21,5,"MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN","4","0"
"27","34",21,1,"K210_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITH.OESOPHAGITIS","10","0.02"
"128","34",21,2,"K20X_OESOPHAGITIS","5","0.01"
"229","34",21,3,"K219_GASTRO.OESOPHAGEAL.REFLUX.DISEASE.WITHOUT.OESOPHAGITIS","4","0.01"
"330","34",21,4,"K449_DIAPHRAGMATIC.HERNIA.WITHOUT.OBSTRUCTION.OR.GANGRENE","4","0"
"431","34",21,5,"OMEPRAZOLE_CAP.E.C.40MG","4","0.01"
"32","24",20,1,"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN","5","0.01"
"133","24",20,2,"F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED","5","0.01"
"234","24",20,3,"RISPERIDONE_TAB.1MG","4","0"
"335","24",20,4,"F155_PSYCHOTIC.DISORDER.DUE.TO.USE.OF.OTHER.STIMULANTS.INCLUDING.CAFFEINE","4","0.01"
"436","24",20,5,"pc_drug_or_alcohol_psychosis","3","0.01"
"31","22",20,1,"CITALOPRAM.HYDROB_TAB.10MG","6","0.01"
"132","22",20,2,"CITALOPRAM.HYDROB_TAB.20MG","6","0.01"
"233","22",20,3,"Z038_OBSERVATION.FOR.OTHER.SUSPECTED.DISEASES.AND.CONDITIONS","4","0.03"
"334","22",20,4,"HYOSCINE.BUTYLBROM_TAB.10MG","4","0.01"
"435","22",20,5,"CITALOPRAM.HYDROB_TAB.40MG","4","0"
"35","61",19,1,"MST.CONTINUS_TAB.10MG","7","0.02"
"136","61",19,2,"ORAMORPH_ORAL.SOLN.10MG.5ML","5","0.01"
"237","61",19,3,"CAPASAL_THERAPEUTIC.SHAMPOO","4","0.01"
"338","61",19,4,"MST.CONTINUS_TAB.30MG","4","0"
"439","61",19,5,"POLYTAR_LIQ","3","0"
"34","52",19,1,"TRIMETHOPRIM_TAB.200MG","6","0.02"
"135","52",19,2,"NITROFURANTOIN_CAP.50MG","6","0.02"
"236","52",19,3,"MACRODANTIN_CAP.50MG","6","0.02"
"337","52",19,4,"CO.CODAMOL.EFF_TAB.8MG.500MG","4","0.01"
"438","52",19,5,"LAXIDO_ORAL.PDR.SACH..ORANGE..S.F","4","0.01"
"33","16",19,1,"N179_ACUTE.RENAL.FAILURE..UNSPECIFIED","8","0.02"
"134","16",19,2,"K318_OTHER.SPECIFIED.DISEASES.OF.STOMACH.AND.DUODENUM","4","0.01"
"235","16",19,3,"FORTISIP.BOTTLE_LIQ..8.FLAV.","4","0.01"
"336","16",19,4,"E86X_VOLUME.DEPLETION","3","0"
"437","16",19,5,"E876_HYPOKALAEMIA","3","0"
"38","35",18,1,"J22X_UNSPECIFIED.ACUTE.LOWER.RESPIRATORY.INFECTION","6","0.02"
"139","35",18,2,"Z824_F.H.OF.IHD.AND.OTHER.DISEASES.OF.THE.CIRCULATORY.SYSTEM","5","0.01"
"240","35",18,3,"R060_DYSPNOEA","4","0"
"341","35",18,4,"Z720_TOBACCO.USE","4","0.01"
"442","35",18,5,"J189_PNEUMONIA..UNSPECIFIED","4","0"
"37","31",18,1,"VENLAFAXINE_CAP.75MG.M.R","7","0.02"
"138","31",18,2,"TRANEXAMIC.ACID_TAB.500MG","4","0.01"
"239","31",18,3,"FLUCLOX.SOD_CAP.250MG","3","0"
"340","31",18,4,"VENLAFAXINE_TAB.37.5MG","3","0"
"441","31",18,5,"BECONASE_AQ.NSL.SPY.50MCG..200.D..22G","3","0"
"36","15",18,1,"G409_EPILEPSY..UNSPECIFIED","10","0.02"
"137","15",18,2,"mc_epilepsy_seizures","5","0.01"
"238","15",18,3,"R568_OTHER.AND.UNSPECIFIED.CONVULSIONS","5","0.01"
"339","15",18,4,"NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY","5","0.02"
"440","15",18,5,"SOD.VALPR_TAB.E.C.200MG","4","0.01"
"39","20",17,1,"K861_OTHER.CHRONIC.PANCREATITIS","7","0.02"
"140","20",17,2,"K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS","5","0.01"
"241","20",17,3,"K292_ALCOHOLIC.GASTRITIS","4","0.01"
"342","20",17,4,"K297_GASTRITIS..UNSPECIFIED","3","0"
"443","20",17,5,"K85X_ACUTE.PANCREATITIS","3","0"
"40","68",16,1,"CHLORHEX.GLUCON_MTHWSH.0.2.","7","0.02"
"141","68",16,2,"MICONAZOLE_OROMUCOSAL.GEL.20MG.G.S.F","5","0.01"
"242","68",16,3,"VOLUMATIC","4","0.01"
"343","68",16,4,"CHLORHEX.GLUCON_MTHWSH..MINT..0.2.","3","0"
"444","68",16,5,"DIAZEPAM_TAB.2MG","3","0.01"
"41","54",15,1,"ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.","9","0.03"
"142","54",15,2,"AIROMIR_AUTOHALER.100MCG..200.D..CFF","4","0.01"
"243","54",15,3,"ENSURE.PLUS_TUBE.FEED.LIQ.VANILLA","4","0"
"344","54",15,4,"ENSURE.PLUS.FIBRE_LIQ.FEED..5.FLAV.","4","0"
"445","54",15,5,"ALMOND.OIL_LIQ","3","0"
"42","49",14,1,"DERMOL.600_BATH.EMOLLIENT","5","0.01"
"143","49",14,2,"DOVOBET_OINT.0.005..0.05.","4","0"
"244","49",14,3,"OILATUM_EMOLLIENT","3","0.01"
"345","49",14,4,"FEXOFENADINE.HCL_TAB.120MG","3","0"
"446","49",14,5,"Z048_EXAMINATION.AND.OBSERVATION.FOR.OTHER.SPECIFIED.REASONS","2","0.01"
"44","13",13,1,"METFORMIN.HCL_TAB.500MG","6","0.01"
"145","13",13,2,"mc_diabetes","4","0"
"246","13",13,3,"E109_TYPE.1.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS","4","0"
"347","13",13,4,"R53X_MALAISE.AND.FATIGUE","3","0"
"448","13",13,5,"E119_TYPE.2.DIABETES.MELLITUS.WITHOUT.COMPLICATIONS","3","0"
"43","12",13,1,"mc_hepatitis_c","10","0.01"
"144","12",13,2,"F112_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.DEPENDENT.USE.OF.OPIOIDS","8","0.06"
"245","12",13,3,"B182_CHRONIC.VIRAL.HEPATITIS.C","6","0.01"
"346","12",13,4,"Z225_CARRIER.OF.VIRAL.HEPATITIS","5","0.01"
"447","12",13,5,"B171_ACUTE.HEPATITIS.C","4","0.01"
"45","28",11,1,"TRAMADOL.HCL_CAP.100MG.M.R","4","0.01"
"146","28",11,2,"R31X_UNSPECIFIED.HAEMATURIA","3","0.01"
"247","28",11,3,"M5499_DORSALGIA..UNSPECIFIED..SITE.UNSPECIFIED.","3","0"
"348","28",11,4,"F130_MENTAL.BEHAVIOURAL.DISORDERS.DUE.TO.ACUTE.INTOX.WITH.SEDATIVE.OR.HYPNOTICS","3","0.01"
"449","28",11,5,"ZYDOL.SR_TAB.100MG","3","0.01"
"46","75",10,1,"NICORETTE.INVISI_PATCH.25MG.16HRS","4","0.01"
"147","75",10,2,"NICOTINELL.TTS.30_PATCH.21MG.24HRS","4","0.01"
"248","75",10,3,"NICORETTE_INHALATOR...INH.CART.10MG","3","0.01"
"349","75",10,4,"NIQUITIN_PATCH.21MG.24HRS..STEP.1.","3","0"
"450","75",10,5,"NIQUITIN.CLR_PATCH.21MG.24HRS.STEP.1.","3","0"
"47","71",5,1,"SALBUTAMOL_INHA.200MCG..100D.","2","0"
"148","71",5,2,"SALBUTAMOL_PDR.FOR.INH.200MCG..60.D.","2","0"
"249","71",5,3,"CONVATEC_ORABASE.PASTE.30G","2","0"
"350","71",5,4,"NASEPTIN_CRM","1","0"
"451","71",5,5,"VENTOLIN_ACCUHALER.200MCG..60.D.","1","0"
"50","76",4,1,"SUBOXONE_TAB.SUBLING.8MG.2MG","3","0"
"151","76",4,2,"SUBUTEX_TAB.SUBLING.8MG","2","0"
"252","76",4,3,"SUBOXONE_TAB.SUBLING.2MG.0.5MG","1","0"
"353","76",4,4,"SUBUTEX_TAB.SUBLING.2MG","1","0"
"454","76",4,5,"NA","NA","NA"
"49","62",4,1,"LEVOTHYROX.SOD_TAB.100MCG","3","0"
"150","62",4,2,"LEVOTHYROX.SOD_TAB.50MCG","3","0"
"251","62",4,3,"E039_HYPOTHYROIDISM..UNSPECIFIED","2","0"
"352","62",4,4,"LEVOTHYROX.SOD_TAB.25MCG","2","0"
"453","62",4,5,"NA","NA","NA"
"48","25",4,1,"CLOMIPRAMINE.HCL_CAP.50MG","3","0"
"149","25",4,2,"pc_obsessive_compulsive_disorder","1","0"
"250","25",4,3,"td_anti_depressants","1","0"
"351","25",4,4,"CLOMIPRAMINE.HCL_CAP.25MG","1","0"
"452","25",4,5,"NA","NA","NA"
"55","79",3,1,"VENLALIC.XL_TAB.225MG","2","0"
"156","79",3,2,"XYLOMET.HCL_NSL.DPS.0.1.","1","0"
"257","79",3,3,"VENLAFAXINE_TAB.225MG.M.R","1","0"
"358","79",3,4,"NA","NA","NA"
"459","79",3,5,"NA","NA","NA"
"54","64",3,1,"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS","2","0"
"155","64",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"256","64",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"357","64",3,4,"NA","NA","NA"
"458","64",3,5,"NA","NA","NA"
"53","27",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"154","27",3,2,"td_dothiepin","1","0"
"255","27",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"356","27",3,4,"NA","NA","NA"
"457","27",3,5,"NA","NA","NA"
"52","5",3,1,"chnd_employability_services","2","0"
"153","5",3,2,"rse_debt","1","0"
"254","5",3,3,"es_support_into_employment","1","0"
"355","5",3,4,"NA","NA","NA"
"456","5",3,5,"NA","NA","NA"
"51","3",3,1,"rse_childcustodyissues","2","0"
"152","3",3,2,"rse_lossofchildcustody","1","0"
"253","3",3,3,"rse_childcustodyhearings","1","0"
"354","3",3,4,"NA","NA","NA"
"455","3",3,5,"NA","NA","NA"
"77","88",2,1,"CELEBREX_CAP.100MG","1","0"
"178","88",2,2,"CELECOXIB_CAP.100MG","1","0"
"279","88",2,3,"NA","NA","NA"
"380","88",2,4,"NA","NA","NA"
"481","88",2,5,"NA","NA","NA"
"76","87",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"177","87",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"278","87",2,3,"NA","NA","NA"
"379","87",2,4,"NA","NA","NA"
"480","87",2,5,"NA","NA","NA"
"75","86",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"176","86",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"277","86",2,3,"NA","NA","NA"
"378","86",2,4,"NA","NA","NA"
"479","86",2,5,"NA","NA","NA"
"74","85",2,1,"IBUPROFEN_TAB.600MG","1","0"
"175","85",2,2,"DERMOVATE_OINT.0.05.","1","0"
"276","85",2,3,"NA","NA","NA"
"377","85",2,4,"NA","NA","NA"
"478","85",2,5,"NA","NA","NA"
"73","84",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
"174","84",2,2,"DERMOL_CRM","1","0"
"275","84",2,3,"NA","NA","NA"
"376","84",2,4,"NA","NA","NA"
"477","84",2,5,"NA","NA","NA"
"72","83",2,1,"ALGESAL_CRM.10.","1","0"
"173","83",2,2,"MAG.SULF_PASTE","1","0"
"274","83",2,3,"NA","NA","NA"
"375","83",2,4,"NA","NA","NA"
"476","83",2,5,"NA","NA","NA"
"71","81",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"172","81",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"273","81",2,3,"NA","NA","NA"
"374","81",2,4,"NA","NA","NA"
"475","81",2,5,"NA","NA","NA"
"70","80",2,1,"NAPROXEN_TAB.250MG","1","0"
"171","80",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"272","80",2,3,"NA","NA","NA"
"373","80",2,4,"NA","NA","NA"
"474","80",2,5,"NA","NA","NA"
"69","78",2,1,"PROCTOSEDYL_OINT","1","0"
"170","78",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"271","78",2,3,"NA","NA","NA"
"372","78",2,4,"NA","NA","NA"
"473","78",2,5,"NA","NA","NA"
"68","77",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"169","77",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"270","77",2,3,"NA","NA","NA"
"371","77",2,4,"NA","NA","NA"
"472","77",2,5,"NA","NA","NA"
"67","73",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"168","73",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"269","73",2,3,"NA","NA","NA"
"370","73",2,4,"NA","NA","NA"
"471","73",2,5,"NA","NA","NA"
"66","70",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"167","70",2,2,"FUCIDIN.H_CRM","1","0"
"268","70",2,3,"NA","NA","NA"
"369","70",2,4,"NA","NA","NA"
"470","70",2,5,"NA","NA","NA"
"65","60",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"166","60",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"267","60",2,3,"NA","NA","NA"
"368","60",2,4,"NA","NA","NA"
"469","60",2,5,"NA","NA","NA"
"64","59",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"165","59",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"266","59",2,3,"NA","NA","NA"
"367","59",2,4,"NA","NA","NA"
"468","59",2,5,"NA","NA","NA"
"63","58",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"164","58",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"265","58",2,3,"NA","NA","NA"
"366","58",2,4,"NA","NA","NA"
"467","58",2,5,"NA","NA","NA"
"62","44",2,1,"K011_IMPACTED.TEETH","1","0"
"163","44",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"264","44",2,3,"NA","NA","NA"
"365","44",2,4,"NA","NA","NA"
"466","44",2,5,"NA","NA","NA"
"61","43",2,1,"Z722_DRUG.USE","1","0"
"162","43",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"263","43",2,3,"NA","NA","NA"
"364","43",2,4,"NA","NA","NA"
"465","43",2,5,"NA","NA","NA"
"60","32",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"161","32",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"262","32",2,3,"NA","NA","NA"
"363","32",2,4,"NA","NA","NA"
"464","32",2,5,"NA","NA","NA"
"59","19",2,1,"mc_no_known_medical_conditions","1","0"
"160","19",2,2,"pc_no_known_psychiatric_conditions","1","0"
"261","19",2,3,"NA","NA","NA"
"362","19",2,4,"NA","NA","NA"
"463","19",2,5,"NA","NA","NA"
"58","18",2,1,"mc_migraine_headaches","1","0"
"159","18",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"260","18",2,3,"NA","NA","NA"
"361","18",2,4,"NA","NA","NA"
"462","18",2,5,"NA","NA","NA"
"57","17",2,1,"mc_learning_disability","1","0"
"158","17",2,2,"pc_a_dhd_add","1","0"
