"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"109","45",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"187","45",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"265","45",3,4,"NA","NA","NA"
"343","45",3,5,"NA","NA","NA"
"30","23",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"108","23",3,2,"td_dothiepin","1","0"
"186","23",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"264","23",3,4,"NA","NA","NA"
"342","23",3,5,"NA","NA","NA"
"29","4",3,1,"chnd_employability_services","2","0"
"107","4",3,2,"rse_debt","1","0"
"185","4",3,3,"es_support_into_employment","1","0"
"263","4",3,4,"NA","NA","NA"
"341","4",3,5,"NA","NA","NA"
"28","2",3,1,"rse_childcustodyissues","2","0"
"106","2",3,2,"rse_lossofchildcustody","1","0"
"184","2",3,3,"rse_childcustodyhearings","1","0"
"262","2",3,4,"NA","NA","NA"
"340","2",3,5,"NA","NA","NA"
"54","65",2,1,"CELEBREX_CAP.100MG","1","0"
"132","65",2,2,"CELECOXIB_CAP.100MG","1","0"
"210","65",2,3,"NA","NA","NA"
"288","65",2,4,"NA","NA","NA"
"366","65",2,5,"NA","NA","NA"
"53","64",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"131","64",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"209","64",2,3,"NA","NA","NA"
"287","64",2,4,"NA","NA","NA"
"365","64",2,5,"NA","NA","NA"
"52","63",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"130","63",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"208","63",2,3,"NA","NA","NA"
"286","63",2,4,"NA","NA","NA"
"364","63",2,5,"NA","NA","NA"
"51","62",2,1,"IBUPROFEN_TAB.600MG","1","0"
"129","62",2,2,"DERMOVATE_OINT.0.05.","1","0"
"207","62",2,3,"NA","NA","NA"
"285","62",2,4,"NA","NA","NA"
"363","62",2,5,"NA","NA","NA"
"50","61",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
"128","61",2,2,"DERMOL_CRM","1","0"
"206","61",2,3,"NA","NA","NA"
"284","61",2,4,"NA","NA","NA"
"362","61",2,5,"NA","NA","NA"
"49","60",2,1,"ALGESAL_CRM.10.","1","0"
"127","60",2,2,"MAG.SULF_PASTE","1","0"
"205","60",2,3,"NA","NA","NA"
"283","60",2,4,"NA","NA","NA"
"361","60",2,5,"NA","NA","NA"
"48","58",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"126","58",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"204","58",2,3,"NA","NA","NA"
"282","58",2,4,"NA","NA","NA"
"360","58",2,5,"NA","NA","NA"
"47","57",2,1,"NAPROXEN_TAB.250MG","1","0"
"125","57",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"203","57",2,3,"NA","NA","NA"
"281","57",2,4,"NA","NA","NA"
"359","57",2,5,"NA","NA","NA"
"46","55",2,1,"PROCTOSEDYL_OINT","1","0"
"124","55",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"202","55",2,3,"NA","NA","NA"
"280","55",2,4,"NA","NA","NA"
"358","55",2,5,"NA","NA","NA"
"45","54",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"123","54",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"201","54",2,3,"NA","NA","NA"
"279","54",2,4,"NA","NA","NA"
"357","54",2,5,"NA","NA","NA"
"44","51",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"122","51",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"200","51",2,3,"NA","NA","NA"
"278","51",2,4,"NA","NA","NA"
"356","51",2,5,"NA","NA","NA"
"43","48",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"121","48",2,2,"FUCIDIN.H_CRM","1","0"
"199","48",2,3,"NA","NA","NA"
"277","48",2,4,"NA","NA","NA"
"355","48",2,5,"NA","NA","NA"
"42","42",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"120","42",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"198","42",2,3,"NA","NA","NA"
"276","42",2,4,"NA","NA","NA"
"354","42",2,5,"NA","NA","NA"
"41","41",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"119","41",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"197","41",2,3,"NA","NA","NA"
"275","41",2,4,"NA","NA","NA"
"353","41",2,5,"NA","NA","NA"
"40","40",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"118","40",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"196","40",2,3,"NA","NA","NA"
"274","40",2,4,"NA","NA","NA"
"352","40",2,5,"NA","NA","NA"
"39","31",2,1,"K011_IMPACTED.TEETH","1","0"
"117","31",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"195","31",2,3,"NA","NA","NA"
"273","31",2,4,"NA","NA","NA"
"351","31",2,5,"NA","NA","NA"
"38","30",2,1,"Z722_DRUG.USE","1","0"
"116","30",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"194","30",2,3,"NA","NA","NA"
"272","30",2,4,"NA","NA","NA"
"350","30",2,5,"NA","NA","NA"
"37","27",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"115","27",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"193","27",2,3,"NA","NA","NA"
"271","27",2,4,"NA","NA","NA"
"349","27",2,5,"NA","NA","NA"
"36","16",2,1,"mc_no_known_medical_conditions","1","0"
"114","16",2,2,"pc_no_known_psychiatric_conditions","1","0"
"192","16",2,3,"NA","NA","NA"
"270","16",2,4,"NA","NA","NA"
"348","16",2,5,"NA","NA","NA"
"35","15",2,1,"mc_migraine_headaches","1","0"
"113","15",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"191","15",2,3,"NA","NA","NA"
"269","15",2,4,"NA","NA","NA"
"347","15",2,5,"NA","NA","NA"
"34","14",2,1,"mc_learning_disability","1","0"
"112","14",2,2,"pc_a_dhd_add","1","0"
"190","14",2,3,"NA","NA","NA"
"268","14",2,4,"NA","NA","NA"
"346","14",2,5,"NA","NA","NA"
"33","8",2,1,"lw_prison","1","0"
"111","8",2,2,"lww_other_prisoners","1","0"
"189","8",2,3,"NA","NA","NA"
"267","8",2,4,"NA","NA","NA"
"345","8",2,5,"NA","NA","NA"
"78","78",1,1,"MELOXICAM_TAB.15MG","0","0"
"156","78",1,2,"NA","NA","NA"
"234","78",1,3,"NA","NA","NA"
"312","78",1,4,"NA","NA","NA"
"390","78",1,5,"NA","NA","NA"
"77","77",1,1,"OTEX_EAR.DPS.5.","0","0"
"155","77",1,2,"NA","NA","NA"
"233","77",1,3,"NA","NA","NA"
"311","77",1,4,"NA","NA","NA"
"389","77",1,5,"NA","NA","NA"
"76","76",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"154","76",1,2,"NA","NA","NA"
"232","76",1,3,"NA","NA","NA"
"310","76",1,4,"NA","NA","NA"
"388","76",1,5,"NA","NA","NA"
"75","75",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"153","75",1,2,"NA","NA","NA"
"231","75",1,3,"NA","NA","NA"
"309","75",1,4,"NA","NA","NA"
"387","75",1,5,"NA","NA","NA"
"74","74",1,1,"HYDROCORT_CRM.0.5.","0","0"
"152","74",1,2,"NA","NA","NA"
"230","74",1,3,"NA","NA","NA"
"308","74",1,4,"NA","NA","NA"
"386","74",1,5,"NA","NA","NA"
"73","73",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"151","73",1,2,"NA","NA","NA"
"229","73",1,3,"NA","NA","NA"
"307","73",1,4,"NA","NA","NA"
"385","73",1,5,"NA","NA","NA"
"72","72",1,1,"EPADERM.OINT","0","0"
"150","72",1,2,"NA","NA","NA"
"228","72",1,3,"NA","NA","NA"
"306","72",1,4,"NA","NA","NA"
"384","72",1,5,"NA","NA","NA"
"71","71",1,1,"R092_RESPIRATORY.ARREST","0","0"
"149","71",1,2,"NA","NA","NA"
"227","71",1,3,"NA","NA","NA"
"305","71",1,4,"NA","NA","NA"
"383","71",1,5,"NA","NA","NA"
"70","70",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"148","70",1,2,"NA","NA","NA"
"226","70",1,3,"NA","NA","NA"
"304","70",1,4,"NA","NA","NA"
"382","70",1,5,"NA","NA","NA"
"69","69",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"147","69",1,2,"NA","NA","NA"
"225","69",1,3,"NA","NA","NA"
"303","69",1,4,"NA","NA","NA"
"381","69",1,5,"NA","NA","NA"
"68","68",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"146","68",1,2,"NA","NA","NA"
"224","68",1,3,"NA","NA","NA"
"302","68",1,4,"NA","NA","NA"
"380","68",1,5,"NA","NA","NA"
"67","67",1,1,"mc_stomach_problems_gastritis","0","0"
"145","67",1,2,"NA","NA","NA"
"223","67",1,3,"NA","NA","NA"
"301","67",1,4,"NA","NA","NA"
"379","67",1,5,"NA","NA","NA"
"66","66",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"144","66",1,2,"NA","NA","NA"
"222","66",1,3,"NA","NA","NA"
"300","66",1,4,"NA","NA","NA"
"378","66",1,5,"NA","NA","NA"
"65","59",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"143","59",1,2,"NA","NA","NA"
"221","59",1,3,"NA","NA","NA"
"299","59",1,4,"NA","NA","NA"
"377","59",1,5,"NA","NA","NA"
"64","52",1,1,"DICLOFENAC.SOD_TAB.E.C.25MG","0","0"
"142","52",1,2,"NA","NA","NA"
"220","52",1,3,"NA","NA","NA"
"298","52",1,4,"NA","NA","NA"
"376","52",1,5,"NA","NA","NA"
"63","50",1,1,"AQ_CRM","0","0"
"141","50",1,2,"NA","NA","NA"
"219","50",1,3,"NA","NA","NA"
"297","50",1,4,"NA","NA","NA"
"375","50",1,5,"NA","NA","NA"
"62","47",1,1,"BACTROBAN_CRM.2.","0","0"
"140","47",1,2,"NA","NA","NA"
"218","47",1,3,"NA","NA","NA"
"296","47",1,4,"NA","NA","NA"
"374","47",1,5,"NA","NA","NA"
"61","46",1,1,"J960_ACUTE.RESPIRATORY.FAILURE","0","0"
"139","46",1,2,"NA","NA","NA"
"217","46",1,3,"NA","NA","NA"
"295","46",1,4,"NA","NA","NA"
"373","46",1,5,"NA","NA","NA"
"60","44",1,1,"S014_OPEN.WOUND.OF.CHEEK.AND.TEMPOROMANDIBULAR.AREA","0","0"
"138","44",1,2,"NA","NA","NA"
"216","44",1,3,"NA","NA","NA"
"294","44",1,4,"NA","NA","NA"
"372","44",1,5,"NA","NA","NA"
"59","39",1,1,"R798_OTHER.SPECIFIED.ABNORMAL.FINDINGS.OF.BLOOD.CHEMISTRY","0","0"
"137","39",1,2,"NA","NA","NA"
"215","39",1,3,"NA","NA","NA"
"293","39",1,4,"NA","NA","NA"
"371","39",1,5,"NA","NA","NA"
"58","38",1,1,"B349_VIRAL.INFECTION..UNSPECIFIED","0","0"
"136","38",1,2,"NA","NA","NA"
"214","38",1,3,"NA","NA","NA"
"292","38",1,4,"NA","NA","NA"
"370","38",1,5,"NA","NA","NA"
"57","32",1,1,"F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED","0","0"
"135","32",1,2,"NA","NA","NA"
"213","32",1,3,"NA","NA","NA"
"291","32",1,4,"NA","NA","NA"
"369","32",1,5,"NA","NA","NA"
"56","9",1,1,"mc_arthritis","0","0"
"134","9",1,2,"NA","NA","NA"
"212","9",1,3,"NA","NA","NA"
"290","9",1,4,"NA","NA","NA"
"368","9",1,5,"NA","NA","NA"
"55","7",1,1,"es_full_time_education_training","0","0"
"133","7",1,2,"NA","NA","NA"
"211","7",1,3,"NA","NA","NA"
"289","7",1,4,"NA","NA","NA"
"367","7",1,5,"NA","NA","NA"
