"","Subsystem","Number of factors","variable","factor","degree","betweenness"
"106","27",33,2,"PREGABALIN_CAP.200MG","5","0.01"
"199","27",33,3,"DULOXETINE.HCL_CAP.G.R.60MG","4","0.01"
"292","27",33,4,"LYRICA_CAP.150MG","4","0.01"
"385","27",33,5,"LYRICA_CAP.300MG","4","0"
"12","20",33,1,"SALBUTAMOL_INHA.100MCG..200.D..CFF","13","0.04"
"105","20",33,2,"AMOXICILLIN_CAP.500MG","6","0.02"
"198","20",33,3,"OMEPRAZOLE_CAP.E.C.20MG","6","0.04"
"291","20",33,4,"PREDNISOLONE_TAB.5MG","6","0.02"
"384","20",33,5,"CLENIL.MODULITE_INHA.100MCG..200D.","6","0"
"11","5",33,1,"THIAMINE.HCL_TAB.100MG","11","0.07"
"104","5",33,2,"chnd_alcohol_services","8","0.01"
"197","5",33,3,"aa_no_known_treatment","7","0.02"
"290","5",33,4,"aa_vitamin_supplements","7","0.02"
"383","5",33,5,"F1025_ALCOHOL.DEPENDENCE.SYNDROME..CONTINUOUS.USE","6","0.01"
"14","36",32,1,"ENSURE.PLUS_MILKSHAKE.STYLE.LIQ.10.FLAV.","9","0.03"
"107","36",32,2,"CHLORAMPHEN_EYE.DPS.0.5.","5","0.01"
"200","36",32,3,"HYPROMELLOSE_EYE.DPS.0.3.","5","0.01"
"293","36",32,4,"FORTISIP.BOTTLE_LIQ..8.FLAV.","4","0.01"
"386","36",32,5,"ENSURE.PLUS_TUBE.FEED.LIQ.VANILLA","4","0"
"17","61",31,1,"METHADONE.HCL_MIX.1MG.1ML","10","0.09"
"110","61",31,2,"PARACET_TAB.500MG","7","0.03"
"203","61",31,3,"DOMPERIDONE_TAB.10MG","7","0.02"
"296","61",31,4,"CO.CODAMOL_TAB.30MG.500MG","6","0.01"
"389","61",31,5,"DICLOFENAC.SOD_TAB.E.C.50MG","5","0.02"
"16","13",31,1,"R11X_NAUSEA.AND.VOMITING","7","0.01"
"109","13",31,2,"T810_HAEMORRHAGE.AND.HAEMATOMA.COMPLICATING.A.PROCEDURE.NEC","6","0.01"
"202","13",31,3,"METFORMIN.HCL_TAB.500MG","6","0.01"
"295","13",31,4,"R104_OTHER.AND.UNSPECIFIED.ABDOMINAL.PAIN","5","0.01"
"388","13",31,5,"mc_diabetes","4","0"
"15","1",31,1,"cha_prison_healthcare","10","0.01"
"108","1",31,2,"cha_gp","9","0.02"
"201","1",31,3,"cha_a_e","8","0.01"
"294","1",31,4,"sod_naloxone_take_home","7","0.01"
"387","1",31,5,"cha_psychiatric_services","7","0.01"
"19","43",28,1,"TRIMETHOPRIM_TAB.200MG","6","0.02"
"112","43",28,2,"NITROFURANTOIN_CAP.50MG","6","0.02"
"205","43",28,3,"MACRODANTIN_CAP.50MG","6","0.02"
"298","43",28,4,"BROLENE_EYE.DPS.0.1.","5","0.01"
"391","43",28,5,"DIPROBASE_CRM","5","0.01"
"18","22",28,1,"R103_PAIN.LOCALIZED.TO.OTHER.PARTS.OF.LOWER.ABDOMEN","5","0.01"
"111","22",28,2,"F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED","5","0.01"
"204","22",28,3,"Z824_F.H.OF.IHD.AND.OTHER.DISEASES.OF.THE.CIRCULATORY.SYSTEM","5","0.01"
"297","22",28,4,"R060_DYSPNOEA","4","0"
"390","22",28,5,"Z720_TOBACCO.USE","4","0.01"
"21","37",26,1,"MST.CONTINUS_TAB.10MG","7","0.02"
"114","37",26,2,"I849_UNSPECIFIED.HAEMORRHOIDS.WITHOUT.COMPLICATION","5","0.01"
"207","37",26,3,"ORAMORPH_ORAL.SOLN.10MG.5ML","5","0.01"
"300","37",26,4,"R194_CHANGE.IN.BOWEL.HABIT","4","0.01"
"393","37",26,5,"ANUSOL.HC_OINT","4","0.01"
"20","7",26,1,"idu_heroin","11","0.02"
"113","7",26,2,"idu_diazepam_non_prescribed","10","0.01"
"206","7",26,3,"cha_statutory_addiction_service","9","0.01"
"299","7",26,4,"idu_dihydrocodeine","8","0.01"
"392","7",26,5,"idu_cannabis","7","0"
"23","47",25,1,"ASPIRIN.DISPER_TAB.75MG","8","0.01"
"116","47",25,2,"CLOPIDOGREL_TAB.75MG","6","0.02"
"209","47",25,3,"GLYCERYL.TRINIT_SUBLING.SPY.400MCG.180D.","6","0.02"
"302","47",25,4,"I259_CHRONIC.ISCHAEMIC.HEART.DISEASE..UNSPECIFIED","5","0"
"395","47",25,5,"ADCAL.D3_TAB.CHBLE..TUTTI.FRUTTI.","5","0.02"
"22","14",25,1,"G409_EPILEPSY..UNSPECIFIED","10","0.02"
"115","14",25,2,"mc_epilepsy_seizures","5","0.01"
"208","14",25,3,"R568_OTHER.AND.UNSPECIFIED.CONVULSIONS","5","0.01"
"301","14",25,4,"NICORETTE_QUICKMIST.OROMUCOSAL.P.SPY","5","0.02"
"394","14",25,5,"AIROMIR_AUTOHALER.100MCG..200.D..CFF","4","0.01"
"24","26",24,1,"R073_OTHER.CHEST.PAIN","4","0.01"
"117","26",24,2,"TRAMADOL.HCL_CAP.100MG.M.R","4","0.01"
"210","26",24,3,"RAMIPRIL_CAP.5MG","4","0.01"
"303","26",24,4,"Z880_PERSONAL.HISTORY.OF.ALLERGY.TO.PENICILLIN","3","0.01"
"396","26",24,5,"R31X_UNSPECIFIED.HAEMATURIA","3","0.01"
"28","40",23,1,"J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION","7","0.02"
"121","40",23,2,"TIOTROPIUM_PDR.FOR.INH.CAP.18MCG","6","0.01"
"214","40",23,3,"J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED","5","0.01"
"307","40",23,4,"SALBUTAMOL_INH.SOLN.2.5MG.2.5ML.UD","5","0"
"400","40",23,5,"F1030_ALCOHOL.WITHDRAWAL.STATE..UNCOMPLICATED","4","0.01"
"27","34",23,1,"CHLORPROMAZINE.HCL_TAB.50MG","6","0.01"
"120","34",23,2,"FUROSEMIDE_TAB.40MG","5","0.01"
"213","34",23,3,"SPIRONOL_TAB.100MG","5","0"
"306","34",23,4,"CHLORPROMAZINE.HCL_TAB.25MG","5","0.02"
"399","34",23,5,"T427_POISONING.BY.ANTIEPILEPTIC...SEDATIVE.HYPNOTIC.DRUGS..UNSPEC","4","0.01"
"26","33",23,1,"QUETIAPINE_TAB.25MG","6","0.01"
"119","33",23,2,"QUETIAPINE_TAB.200MG","6","0.01"
"212","33",23,3,"Z915_PERSONAL.HISTORY.OF.SELF.HARM","5","0.01"
"305","33",23,4,"QUETIAPINE_TAB.100MG","5","0.01"
"398","33",23,5,"QUETIAPINE_TAB.300MG","5","0.01"
"25","19",23,1,"F102_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.ALCOHOL.DEPENDENCE.SYNDROME","11","0.07"
"118","19",23,2,"K861_OTHER.CHRONIC.PANCREATITIS","7","0.02"
"211","19",23,3,"K860_ALCOHOL.INDUCED.CHRONIC.PANCREATITIS","5","0.01"
"304","19",23,4,"F101_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.ALCOHOL","4","0.01"
"397","19",23,5,"K292_ALCOHOLIC.GASTRITIS","4","0.01"
"29","28",21,1,"SIMPLE_LINCT.S.F","7","0.01"
"122","28",21,2,"DRESSIT.STER.DRESS.PACK","5","0.01"
"215","28",21,3,"MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN","4","0"
"308","28",21,4,"TRAZODONE.HCL_CAP.50MG","4","0"
"401","28",21,5,"DIFFLAM_P.SPY.0.15..30ML","4","0.01"
"31","65",20,1,"GAVISCON.ADVANCE_LIQ..ANISEED..S.F","6","0.01"
"124","65",20,2,"PEPTAC_LIQ..ANISEED..S.F","6","0.01"
"217","65",20,3,"GAVISCON_LIQ.ORIG.ANISEED.RELIEF","5","0.01"
"310","65",20,4,"BETNOVATE_SCALP.APPLIC.0.1.","4","0"
"403","65",20,5,"GAVISCON.ADVANCE_LIQ..PEPPERMINT..S.F","4","0"
"30","42",20,1,"DERMOL.600_BATH.EMOLLIENT","5","0.01"
"123","42",20,2,"EUMOVATE_CRM.0.05.","4","0.01"
"216","42",20,3,"DOVOBET_OINT.0.005..0.05.","4","0"
"309","42",20,4,"CLOBET.BUT_CRM.0.05.","4","0.01"
"402","42",20,5,"OILATUM_EMOLLIENT","3","0.01"
"33","45",18,1,"FLUCLOX.SOD_CAP.500MG","7","0.02"
"126","45",18,2,"SAVLON_ANTIS.CRM","5","0.01"
"219","45",18,3,"PHENOXYMETHYLPENICILLIN.POT_TAB.250MG","5","0.01"
"312","45",18,4,"METRONIDAZOLE_TAB.400MG","4","0.01"
"405","45",18,5,"MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS","4","0.01"
"32","29",18,1,"VENLAFAXINE_CAP.75MG.M.R","7","0.02"
"125","29",18,2,"TRANEXAMIC.ACID_TAB.500MG","4","0.01"
"218","29",18,3,"FLUCLOX.SOD_CAP.250MG","3","0"
"311","29",18,4,"VENLAFAXINE_TAB.37.5MG","3","0"
"404","29",18,5,"BECONASE_AQ.NSL.SPY.50MCG..200.D..22G","3","0"
"35","58",17,1,"FLUCONAZOLE_CAP.150MG","7","0.01"
"128","58",17,2,"CLOTRIMAZOLE_PESS.500MG","7","0.02"
"221","58",17,3,"CLOTRIMAZOLE_CRM.1.","5","0.01"
"314","58",17,4,"HEDRIN_LOT.4.","4","0"
"407","58",17,5,"CANESTEN_COMBI.PESS.500MG.CRM.2.","3","0"
"34","44",17,1,"FYBOGEL_GRAN.SACH.3.5G.ORANGE.G.F.S.F","6","0.01"
"127","44",17,2,"DICYCLOVERINE.HCL_TAB.20MG","5","0.01"
"220","44",17,3,"CIPROFLOXACIN_TAB.500MG","4","0.01"
"313","44",17,4,"HYOSCINE.BUTYLBROM_TAB.10MG","4","0.01"
"406","44",17,5,"MEBEVERINE.HCL_TAB.135MG","4","0.01"
"36","32",16,1,"L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED","5","0.01"
"129","32",16,2,"INADINE.9.5CM.X.9.5.CM.POVIDONE.IODINE.FABRIC.DRESS.STER","5","0.01"
"222","32",16,3,"MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS","4","0.01"
"315","32",16,4,"CO.CODAMOL.EFF_TAB.8MG.500MG","4","0.01"
"408","32",16,5,"LAXIDO_ORAL.PDR.SACH..ORANGE..S.F","4","0.01"
"37","52",12,1,"CAPASAL_THERAPEUTIC.SHAMPOO","4","0.01"
"130","52",12,2,"POLYTAR_LIQ","3","0"
"223","52",12,3,"MOVICOL_PDR.SACH.13.8G..LEM...LIM.","3","0"
"316","52",12,4,"E871_HYPO.OSMOLALITY.AND.HYPONATRAEMIA","2","0"
"409","52",12,5,"NEUTROGENA_T.GEL.THERAPEUTIC.SHAMPOO.2.","2","0"
"38","59",11,1,"DIHYDROCODEINE.TART_TAB.120MG.M.R","4","0.01"
"131","59",11,2,"DIHYDROCODEINE.TART_TAB.90MG.M.R","3","0.01"
"224","59",11,3,"DIORALYTE_PDR.SACH..NATUR.","2","0"
"317","59",11,4,"DHC.CONTINUS_TAB.120MG","2","0"
"410","59",11,5,"DHC.CONTINUS_TAB.90MG","2","0"
"39","63",5,1,"SALBUTAMOL_INHA.200MCG..100D.","2","0"
"132","63",5,2,"SALBUTAMOL_PDR.FOR.INH.200MCG..60.D.","2","0"
"225","63",5,3,"CONVATEC_ORABASE.PASTE.30G","2","0"
"318","63",5,4,"NASEPTIN_CRM","1","0"
"411","63",5,5,"VENTOLIN_ACCUHALER.200MCG..60.D.","1","0"
"42","68",4,1,"SUBOXONE_TAB.SUBLING.8MG.2MG","3","0"
"135","68",4,2,"SUBUTEX_TAB.SUBLING.8MG","2","0"
"228","68",4,3,"SUBOXONE_TAB.SUBLING.2MG.0.5MG","1","0"
"321","68",4,4,"SUBUTEX_TAB.SUBLING.2MG","1","0"
"414","68",4,5,"NA","NA","NA"
"41","53",4,1,"LEVOTHYROX.SOD_TAB.100MCG","3","0"
"134","53",4,2,"LEVOTHYROX.SOD_TAB.50MCG","3","0"
"227","53",4,3,"E039_HYPOTHYROIDISM..UNSPECIFIED","2","0"
"320","53",4,4,"LEVOTHYROX.SOD_TAB.25MCG","2","0"
"413","53",4,5,"NA","NA","NA"
"40","23",4,1,"CLOMIPRAMINE.HCL_CAP.50MG","3","0"
"133","23",4,2,"pc_obsessive_compulsive_disorder","1","0"
"226","23",4,3,"td_anti_depressants","1","0"
"319","23",4,4,"CLOMIPRAMINE.HCL_CAP.25MG","1","0"
"412","23",4,5,"NA","NA","NA"
"47","71",3,1,"VENLALIC.XL_TAB.225MG","2","0"
"140","71",3,2,"XYLOMET.HCL_NSL.DPS.0.1.","1","0"
"233","71",3,3,"VENLAFAXINE_TAB.225MG.M.R","1","0"
"326","71",3,4,"NA","NA","NA"
"419","71",3,5,"NA","NA","NA"
"46","55",3,1,"N508_OTHER.SPECIFIED.DISORDERS.OF.MALE.GENITAL.ORGANS","2","0"
"139","55",3,2,"N459_ORCHITIS..EPIDIDYMITIS.AND.EPIDIDYMO.ORCHITIS.WITHOUT.ABSCESS","1","0"
"232","55",3,3,"AZITHROMYCIN_TAB.500MG","1","0"
"325","55",3,4,"NA","NA","NA"
"418","55",3,5,"NA","NA","NA"
"45","25",3,1,"DOSULEPIN.HCL_TAB.75MG","2","0"
"138","25",3,2,"td_dothiepin","1","0"
"231","25",3,3,"DOSULEPIN.HCL_CAP.25MG","1","0"
"324","25",3,4,"NA","NA","NA"
"417","25",3,5,"NA","NA","NA"
"44","6",3,1,"chnd_employability_services","2","0"
"137","6",3,2,"rse_debt","1","0"
"230","6",3,3,"es_support_into_employment","1","0"
"323","6",3,4,"NA","NA","NA"
"416","6",3,5,"NA","NA","NA"
"43","3",3,1,"rse_childcustodyissues","2","0"
"136","3",3,2,"rse_lossofchildcustody","1","0"
"229","3",3,3,"rse_childcustodyhearings","1","0"
"322","3",3,4,"NA","NA","NA"
"415","3",3,5,"NA","NA","NA"
"69","80",2,1,"CELEBREX_CAP.100MG","1","0"
"162","80",2,2,"CELECOXIB_CAP.100MG","1","0"
"255","80",2,3,"NA","NA","NA"
"348","80",2,4,"NA","NA","NA"
"441","80",2,5,"NA","NA","NA"
"68","79",2,1,"BUPRENORPHINE_TAB.SUBLING.2MG.S.F","1","0"
"161","79",2,2,"BUPRENORPHINE_TAB.SUBLING.8MG.S.F","1","0"
"254","79",2,3,"NA","NA","NA"
"347","79",2,4,"NA","NA","NA"
"440","79",2,5,"NA","NA","NA"
"67","78",2,1,"MOTILIUM.10_TAB.10MG","1","0"
"160","78",2,2,"BUCCASTEM.M_TAB.3MG","1","0"
"253","78",2,3,"NA","NA","NA"
"346","78",2,4,"NA","NA","NA"
"439","78",2,5,"NA","NA","NA"
"66","77",2,1,"IBUPROFEN_TAB.600MG","1","0"
"159","77",2,2,"DERMOVATE_OINT.0.05.","1","0"
"252","77",2,3,"NA","NA","NA"
"345","77",2,4,"NA","NA","NA"
"438","77",2,5,"NA","NA","NA"
"65","76",2,1,"DERMOL.200_SHOWER.EMOLLIENT","1","0"
"158","76",2,2,"DERMOL_CRM","1","0"
"251","76",2,3,"NA","NA","NA"
"344","76",2,4,"NA","NA","NA"
"437","76",2,5,"NA","NA","NA"
"64","75",2,1,"ALGESAL_CRM.10.","1","0"
"157","75",2,2,"MAG.SULF_PASTE","1","0"
"250","75",2,3,"NA","NA","NA"
"343","75",2,4,"NA","NA","NA"
"436","75",2,5,"NA","NA","NA"
"63","73",2,1,"LEVETIRACETAM_TAB.500MG","1","0"
"156","73",2,2,"LEVETIRACETAM_TAB.250MG","1","0"
"249","73",2,3,"NA","NA","NA"
"342","73",2,4,"NA","NA","NA"
"435","73",2,5,"NA","NA","NA"
"62","72",2,1,"NAPROXEN_TAB.250MG","1","0"
"155","72",2,2,"NAPROXEN_TAB.E.C.250MG","1","0"
"248","72",2,3,"NA","NA","NA"
"341","72",2,4,"NA","NA","NA"
"434","72",2,5,"NA","NA","NA"
"61","70",2,1,"PROCTOSEDYL_OINT","1","0"
"154","70",2,2,"PROCTOSEDYL_SUPPOS","1","0"
"247","70",2,3,"NA","NA","NA"
"340","70",2,4,"NA","NA","NA"
"433","70",2,5,"NA","NA","NA"
"60","69",2,1,"NICORETTE_PATCH.15MG.16HRS","1","0"
"153","69",2,2,"NICORETTE_PATCH.10MG.16HRS","1","0"
"246","69",2,3,"NA","NA","NA"
"339","69",2,4,"NA","NA","NA"
"432","69",2,5,"NA","NA","NA"
"59","66",2,1,"DALTEPARIN.SOD_INJ.25.000U.ML.0.5ML.PFS","1","0"
"152","66",2,2,"FRAGMIN_INJ.25.000U.ML.0.5ML.PFS","1","0"
"245","66",2,3,"NA","NA","NA"
"338","66",2,4,"NA","NA","NA"
"431","66",2,5,"NA","NA","NA"
"58","62",2,1,"FUSIDIC.ACID_CRM.2.","1","0"
"151","62",2,2,"FUCIDIN.H_CRM","1","0"
"244","62",2,3,"NA","NA","NA"
"337","62",2,4,"NA","NA","NA"
"430","62",2,5,"NA","NA","NA"
"57","51",2,1,"R298_OTHER...UNSPEC.SYMPTOMS...SIGNS.INVOLVING.THE.NERVOUS...MUSCULOSKEL.SYST","1","0"
"150","51",2,2,"R202_PARAESTHESIA.OF.SKIN","1","0"
"243","51",2,3,"NA","NA","NA"
"336","51",2,4,"NA","NA","NA"
"429","51",2,5,"NA","NA","NA"
"56","50",2,1,"N832_OTHER.AND.UNSPECIFIED.OVARIAN.CYSTS","1","0"
"149","50",2,2,"N939_ABNORMAL.UTERINE.AND.VAGINAL.BLEEDING..UNSPECIFIED","1","0"
"242","50",2,3,"NA","NA","NA"
"335","50",2,4,"NA","NA","NA"
"428","50",2,5,"NA","NA","NA"
"55","49",2,1,"M950_ACQUIRED.DEFORMITY.OF.NOSE","1","0"
"148","49",2,2,"J342_DEVIATED.NASAL.SEPTUM","1","0"
"241","49",2,3,"NA","NA","NA"
"334","49",2,4,"NA","NA","NA"
"427","49",2,5,"NA","NA","NA"
"54","39",2,1,"K011_IMPACTED.TEETH","1","0"
"147","39",2,2,"K029_DENTAL.CARIES..UNSPECIFIED","1","0"
"240","39",2,3,"NA","NA","NA"
"333","39",2,4,"NA","NA","NA"
"426","39",2,5,"NA","NA","NA"
"53","38",2,1,"Z722_DRUG.USE","1","0"
"146","38",2,2,"W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE","1","0"
"239","38",2,3,"NA","NA","NA"
"332","38",2,4,"NA","NA","NA"
"425","38",2,5,"NA","NA","NA"
"52","30",2,1,"E669_OBESITY..UNSPECIFIED","1","0"
"145","30",2,2,"BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM","1","0"
"238","30",2,3,"NA","NA","NA"
"331","30",2,4,"NA","NA","NA"
"424","30",2,5,"NA","NA","NA"
"51","18",2,1,"mc_no_known_medical_conditions","1","0"
"144","18",2,2,"pc_no_known_psychiatric_conditions","1","0"
"237","18",2,3,"NA","NA","NA"
"330","18",2,4,"NA","NA","NA"
"423","18",2,5,"NA","NA","NA"
"50","17",2,1,"mc_migraine_headaches","1","0"
"143","17",2,2,"SUMATRIPTAN_TAB.50MG","1","0"
"236","17",2,3,"NA","NA","NA"
"329","17",2,4,"NA","NA","NA"
"422","17",2,5,"NA","NA","NA"
"49","16",2,1,"mc_learning_disability","1","0"
"142","16",2,2,"pc_a_dhd_add","1","0"
"235","16",2,3,"NA","NA","NA"
"328","16",2,4,"NA","NA","NA"
"421","16",2,5,"NA","NA","NA"
"48","10",2,1,"lw_prison","1","0"
"141","10",2,2,"lww_other_prisoners","1","0"
"234","10",2,3,"NA","NA","NA"
"327","10",2,4,"NA","NA","NA"
"420","10",2,5,"NA","NA","NA"
"93","93",1,1,"MELOXICAM_TAB.15MG","0","0"
"186","93",1,2,"NA","NA","NA"
"279","93",1,3,"NA","NA","NA"
"372","93",1,4,"NA","NA","NA"
"465","93",1,5,"NA","NA","NA"
"92","92",1,1,"OTEX_EAR.DPS.5.","0","0"
"185","92",1,2,"NA","NA","NA"
"278","92",1,3,"NA","NA","NA"
"371","92",1,4,"NA","NA","NA"
"464","92",1,5,"NA","NA","NA"
"91","91",1,1,"TWINRIX.ADULT_VAC.720U.20MCG.ML.1ML.PFS","0","0"
"184","91",1,2,"NA","NA","NA"
"277","91",1,3,"NA","NA","NA"
"370","91",1,4,"NA","NA","NA"
"463","91",1,5,"NA","NA","NA"
"90","90",1,1,"CLEMENT.CLARKE.STND.RANGE.PEAK.FLOW.METER.HAND.HELD","0","0"
"183","90",1,2,"NA","NA","NA"
"276","90",1,3,"NA","NA","NA"
"369","90",1,4,"NA","NA","NA"
"462","90",1,5,"NA","NA","NA"
"89","89",1,1,"HYDROCORT_CRM.0.5.","0","0"
"182","89",1,2,"NA","NA","NA"
"275","89",1,3,"NA","NA","NA"
"368","89",1,4,"NA","NA","NA"
"461","89",1,5,"NA","NA","NA"
"88","88",1,1,"F172_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.TOBACCO.DEPENDENCE.SYNDROME","0","0"
"181","88",1,2,"NA","NA","NA"
"274","88",1,3,"NA","NA","NA"
"367","88",1,4,"NA","NA","NA"
"460","88",1,5,"NA","NA","NA"
"87","87",1,1,"EPADERM.OINT","0","0"
"180","87",1,2,"NA","NA","NA"
"273","87",1,3,"NA","NA","NA"
"366","87",1,4,"NA","NA","NA"
"459","87",1,5,"NA","NA","NA"
"86","86",1,1,"R092_RESPIRATORY.ARREST","0","0"
"179","86",1,2,"NA","NA","NA"
"272","86",1,3,"NA","NA","NA"
"365","86",1,4,"NA","NA","NA"
"458","86",1,5,"NA","NA","NA"
"85","85",1,1,"FERR.FUMAR_TAB.322MG","0","0"
"178","85",1,2,"NA","NA","NA"
"271","85",1,3,"NA","NA","NA"
"364","85",1,4,"NA","NA","NA"
"457","85",1,5,"NA","NA","NA"
"84","84",1,1,"W189_OTHER.FALL.ON.SAME.LEVEL.IN.UNSPECIFIED.PLACE","0","0"
"177","84",1,2,"NA","NA","NA"
"270","84",1,3,"NA","NA","NA"
"363","84",1,4,"NA","NA","NA"
"456","84",1,5,"NA","NA","NA"
"83","83",1,1,"TUBIGRIP.6.75CM.X.0.5M.STKNTTE.ELASCTD.TUBLR.BAND","0","0"
"176","83",1,2,"NA","NA","NA"
"269","83",1,3,"NA","NA","NA"
"362","83",1,4,"NA","NA","NA"
"455","83",1,5,"NA","NA","NA"
"82","82",1,1,"mc_stomach_problems_gastritis","0","0"
"175","82",1,2,"NA","NA","NA"
"268","82",1,3,"NA","NA","NA"
"361","82",1,4,"NA","NA","NA"
"454","82",1,5,"NA","NA","NA"
"81","81",1,1,"TERBINAFINE.HCL_CRM.1.","0","0"
"174","81",1,2,"NA","NA","NA"
"267","81",1,3,"NA","NA","NA"
"360","81",1,4,"NA","NA","NA"
"453","81",1,5,"NA","NA","NA"
"80","74",1,1,"SYMBICORT_TURBOHALER.200MCG.6MCG..120.D.","0","0"
"173","74",1,2,"NA","NA","NA"
"266","74",1,3,"NA","NA","NA"
